% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
1519	1	11	22	0	28	277	1	0	0
1519	1	16	23	0	28	277	1	0	0
1519	1	17	24	0	28	277	1	0	0
1519	1	18	25	0	28	277	0	1	0
1519	1	19	26	0	28	277	1	0	1
1519	1	30	29	0	28	277	1	0	1
1519	4	23	2	0	2	65	0	1	1
1519	4	25	3	0	2	65	0	1	1
1519	4	24	7	0	6	153	0	1	1
1519	4	22	8	0	8	209	0	1	1
1519	4	27	9	0	2	65	0	1	1
1520	1	47	1	0	10	57	0	1	1
1520	1	39	2	0	18	121	0	1	1
1520	1	36	5	0	6	32	0	1	1
1520	1	41	11	0	28	277	1	0	0
1520	1	33	12	0	18	121	1	0	1
1520	1	40	13	0	28	277	1	0	0
1520	1	44	14	0	28	277	1	0	0
1520	1	32	15	0	28	277	1	0	1
1520	1	34	16	0	28	277	1	0	0
1520	1	50	17	0	28	277	1	0	0
1520	1	48	19	0	28	277	1	0	0
1520	1	37	20	0	28	277	1	0	1
1520	1	11	22	0	28	277	1	0	0
1520	1	16	23	0	28	277	1	0	0
1520	1	17	24	0	28	277	1	0	0
1520	1	18	25	0	28	277	1	0	0
1520	1	19	26	0	28	277	1	0	0
1520	1	30	29	0	28	277	1	0	1
1520	3	13	9	0	2	277	0	1	0
1520	3	12	10	0	12	501	1	0	1
1520	4	25	3	0	2	59	0	1	1
1520	4	28	5	0	16	421	1	0	1
1520	4	24	7	0	6	141	0	1	1
1520	4	22	8	0	0	36	0	1	1
1520	4	27	9	0	2	59	0	1	0
1520	4	21	12	0	0	36	0	1	1
1521	1	47	1	0	10	77	0	1	1
1521	1	39	2	0	18	161	0	1	1
1521	1	36	5	0	6	49	0	1	1
1521	1	46	10	0	0	11	0	1	1
1521	1	33	12	0	18	161	0	1	1
1521	1	40	13	0	28	373	0	1	0
1521	1	32	15	0	8	67	0	1	0
1521	1	34	16	0	28	373	0	1	0
1521	1	50	17	0	28	277	1	0	0
1521	1	35	18	0	28	277	1	0	0
1521	1	37	20	0	28	277	1	0	0
1521	1	16	23	0	28	373	0	1	0
1521	1	17	24	0	28	277	1	0	0
1521	1	18	25	0	28	277	1	0	0
1521	1	19	26	0	28	277	1	0	0
1521	1	10	28	0	28	277	1	0	0
1521	1	30	29	0	28	277	1	0	1
1521	3	13	9	0	2	277	0	1	1
1521	3	12	10	0	12	501	1	0	1
1521	4	26	1	0	6	141	0	1	1
1521	4	23	2	0	2	59	0	1	1
1521	4	25	3	0	2	59	0	1	1
1521	4	28	5	0	16	421	1	0	1
1521	4	24	7	0	6	141	0	1	1
1521	4	22	8	0	8	193	1	0	1
1521	4	27	9	0	2	59	0	1	1
1521	4	21	12	0	0	36	0	1	1
1522	1	47	1	0	10	57	0	1	1
1522	1	39	2	0	18	121	0	1	1
1522	1	36	5	0	6	32	0	1	1
1522	1	41	11	0	28	277	1	0	0
1522	1	33	12	0	18	121	1	0	1
1522	1	40	13	0	28	277	1	0	0
1522	1	44	14	0	28	277	1	0	0
1522	1	32	15	0	28	277	1	0	0
1522	1	34	16	0	28	277	1	0	0
1522	1	50	17	0	28	277	1	0	0
1522	1	48	19	0	28	277	1	0	0
1522	1	37	20	0	10	57	0	1	0
1522	1	5	21	0	28	277	1	0	0
1522	1	17	24	0	28	277	1	0	0
1522	1	18	25	0	28	277	1	0	0
1522	1	19	26	0	28	277	1	0	0
1522	1	10	28	0	28	277	1	0	0
1522	1	30	29	0	28	277	1	0	1
1522	4	26	1	0	2	59	0	1	1
1522	4	23	2	0	10	217	1	0	1
1522	4	25	3	0	2	59	0	1	1
1522	4	28	5	0	16	421	1	0	1
1522	4	24	7	0	8	193	0	1	1
1522	4	22	8	0	8	193	1	0	0
1523	1	47	1	0	10	77	0	1	1
1523	1	39	2	0	18	121	1	0	1
1523	1	36	5	0	6	49	0	1	1
1523	1	46	10	0	0	11	0	1	1
1523	1	33	12	0	18	121	1	0	1
1523	1	40	13	0	28	277	1	0	0
1523	1	32	15	0	28	277	1	0	0
1523	1	34	16	0	28	277	1	0	0
1523	1	35	18	0	28	277	1	0	0
1523	1	37	20	0	28	277	1	0	0
1523	1	11	22	0	28	277	1	0	0
1523	1	16	23	0	28	277	1	0	0
1523	1	17	24	0	28	277	1	0	0
1523	1	19	26	0	28	277	1	0	0
1523	1	30	29	0	0	11	0	1	0
1523	4	23	2	0	10	217	1	0	0
1523	4	25	3	0	2	59	0	1	1
1523	4	28	5	0	16	421	1	0	1
1523	4	24	7	0	10	217	0	1	1
1523	4	22	8	0	12	277	0	1	1
1523	4	27	9	0	2	59	0	1	1
1523	4	21	12	0	0	36	0	1	1
1524	1	47	1	0	10	77	0	1	1
1524	1	39	2	0	10	77	0	1	1
1524	1	36	5	0	10	77	0	1	1
1524	1	38	8	0	0	11	0	1	1
1524	1	46	10	0	0	11	1	0	1
1524	1	33	12	0	10	77	0	1	1
1524	1	40	13	0	28	373	1	0	0
1524	1	32	15	0	28	373	1	0	0
1524	1	34	16	0	28	373	1	0	0
1524	1	35	18	0	28	373	1	0	0
1524	1	37	20	0	28	373	1	0	0
1524	1	11	22	0	28	373	1	0	0
1524	1	16	23	0	28	373	1	0	0
1524	1	17	24	0	28	373	1	0	0
1524	1	18	25	0	28	373	1	0	0
1524	1	19	26	0	28	373	1	0	0
1524	4	26	1	0	0	36	0	1	0
1524	4	23	2	0	8	193	0	1	1
1524	4	25	3	0	2	59	0	1	1
1524	4	28	5	0	16	421	1	0	1
1524	4	24	7	0	20	549	0	1	1
1524	4	22	8	0	28	1031	0	1	1
1524	4	21	12	0	0	36	0	1	0
1525	1	47	1	0	10	97	0	1	1
1525	1	39	2	0	18	161	1	0	1
1525	1	36	5	0	6	63	0	1	1
1525	1	45	6	0	0	15	0	1	1
1525	1	38	8	0	0	15	0	1	1
1525	1	46	10	0	0	11	1	0	1
1525	1	33	12	0	18	201	0	1	1
1525	1	35	18	0	28	373	1	0	0
1525	1	37	20	0	28	373	1	0	0
1525	1	11	22	0	28	373	1	0	0
1525	1	16	23	0	28	373	1	0	0
1525	1	17	24	0	28	469	0	1	0
1525	1	18	25	0	28	373	1	0	0
1525	1	19	26	0	28	373	1	0	1
1525	1	30	29	0	2	26	0	1	0
1525	4	26	1	0	2	87	0	1	1
1525	4	23	2	0	10	317	0	1	1
1525	4	25	3	0	8	277	0	1	1
1525	4	21	12	0	2	87	0	1	1
1526	1	47	1	0	10	117	0	1	1
1526	1	39	2	0	18	241	0	1	1
1526	1	36	5	0	6	75	0	1	1
1526	1	45	6	0	0	19	0	1	1
1526	1	38	8	0	0	19	0	1	1
1526	1	46	10	0	0	19	0	1	1
1526	1	33	12	0	18	241	0	1	1
1526	1	11	22	0	28	277	1	0	0
1526	1	16	23	0	28	277	1	0	0
1526	1	17	24	0	28	277	1	0	0
1526	1	19	26	0	28	549	0	1	0
1526	4	26	1	0	4	177	0	1	1
1526	4	25	3	0	8	349	0	1	1
1526	4	27	9	0	2	109	0	1	1
1526	4	21	12	0	2	109	0	1	1
1527	1	47	1	0	10	97	0	1	1
1527	1	39	2	0	14	157	0	1	1
1527	1	36	5	0	6	63	0	1	1
1527	1	45	6	0	0	15	0	1	1
1527	1	38	8	0	0	15	0	1	1
1527	1	46	10	0	0	15	0	1	1
1527	1	33	12	0	18	201	0	1	1
1527	1	40	13	0	28	277	1	0	0
1527	1	34	16	0	28	277	1	0	0
1527	1	11	22	0	28	277	1	0	0
1527	1	16	23	0	28	277	1	0	0
1527	1	17	24	0	28	277	1	0	0
1527	1	19	26	0	28	277	1	0	0
1527	4	26	1	0	4	225	0	1	1
1527	4	21	12	0	6	325	0	1	0
1528	4	26	1	0	4	225	0	1	1
1528	4	27	9	0	2	137	0	1	0
1528	4	21	12	0	6	325	0	1	0
1528	1	47	1	0	10	117	0	1	0
1528	1	39	2	0	18	241	0	1	1
1528	1	36	5	0	6	75	0	1	1
1528	1	45	6	0	0	19	0	1	1
1528	1	38	8	0	0	19	0	1	1
1528	1	46	10	0	0	19	0	1	1
1528	1	33	12	0	18	241	0	1	1
1528	1	35	18	0	28	277	1	0	0
1528	1	37	20	0	28	277	1	0	0
1528	1	17	24	0	28	277	1	0	0
1528	1	19	26	0	28	277	1	0	0
1529	1	36	5	0	6	117	0	1	1
1529	1	45	6	0	0	28	0	1	1
1529	1	38	8	0	0	28	0	1	1
1529	1	46	10	0	0	28	0	1	1
1529	1	33	12	0	18	373	0	1	1
1529	1	35	18	0	28	839	0	1	0
1529	1	11	22	0	28	839	0	1	0
1529	4	26	1	0	4	225	0	1	1
1529	4	27	9	0	2	137	0	1	1
1529	4	21	12	0	6	325	0	1	0
1530	4	26	1	0	4	293	0	1	1
1530	4	27	9	0	2	185	0	1	1
1530	1	36	5	0	6	141	0	1	1
1530	1	45	6	0	0	36	0	1	1
1530	1	38	8	0	0	36	0	1	1
1530	1	46	10	0	0	36	0	1	1
1530	1	35	18	0	28	277	1	0	1
1531	1	36	5	0	6	101	0	1	1
1531	1	45	6	0	0	26	0	1	1
1531	1	38	8	0	0	26	0	1	1
1531	1	46	10	0	0	26	0	1	1
1531	1	35	18	0	28	373	1	0	0
1531	1	11	22	0	28	373	1	0	0
1531	1	17	24	0	28	373	1	0	0
1531	1	19	26	0	28	373	1	0	0
1532	1	36	5	0	6	141	0	1	1
1532	1	45	6	0	0	36	0	1	1
1532	1	38	8	0	0	36	0	1	1
1532	1	46	10	0	0	36	0	1	1
1532	1	11	22	0	28	373	1	0	0
1533	1	36	5	0	6	141	0	1	1
1533	1	45	6	0	0	36	0	1	1
1533	1	38	8	0	0	36	0	1	1
1533	1	46	10	0	0	36	0	1	1
1533	1	11	22	0	28	277	1	0	0
1534	3	15	4	0	8	871	0	1	1
1534	1	36	5	0	6	141	0	1	1
1534	1	45	6	0	0	36	0	1	1
1534	1	38	8	0	0	36	0	1	1
1534	1	46	10	0	0	36	0	1	1
1534	1	11	22	0	28	277	1	0	0
1535	1	36	5	0	28	1031	0	1	1
1535	1	45	6	0	0	36	0	1	1
1535	1	38	8	0	0	36	0	1	1
1535	1	46	10	0	0	36	0	1	1
1535	1	35	18	0	28	277	1	0	1
1535	3	15	4	0	8	871	0	1	1
1535	3	13	9	0	2	277	0	1	0
1536	1	45	6	0	0	47	0	1	1
1536	1	38	8	0	0	47	0	1	1
1536	1	46	10	0	0	47	0	1	1
1536	3	13	9	0	2	573	0	1	1
1537	1	45	6	0	0	47	0	1	1
1537	1	38	8	0	0	47	0	1	1
1537	1	46	10	0	0	47	0	1	1
1538	1	45	6	0	0	47	0	1	1
1538	1	38	8	0	0	47	0	1	1
1538	1	46	10	0	0	47	0	1	1
1539	1	45	6	0	0	47	0	1	1
1539	1	38	8	0	0	47	0	1	1
1539	1	46	10	0	0	47	0	1	1
1539	3	13	9	0	2	573	0	1	1
1540	1	45	6	0	0	47	0	1	1
1540	1	38	8	0	0	47	0	1	1
1540	1	46	10	0	0	47	0	1	1
1541	1	38	8	0	0	47	0	1	1
1541	1	46	10	0	0	47	0	1	1
1542	1	38	8	0	0	47	0	1	1
1542	1	46	10	0	0	47	0	1	1
1543	1	45	6	0	2	77	0	1	1
1543	1	38	8	0	4	125	0	1	1
1543	3	12	10	0	12	2481	0	1	1
1543	4	23	2	0	6	437	0	1	1
1544	4	21	12	0	6	437	0	1	1
1544	1	45	6	0	28	1287	0	1	1
1544	1	38	8	0	28	1287	0	1	0
1544	1	46	10	0	28	1287	0	1	0
1545	1	38	8	0	0	67	0	1	1
1546	1	38	8	0	0	67	0	1	1
1551	1	38	8	0	28	1287	1	0	1
1551	1	46	10	0	28	1287	1	0	1
1552	2	7	7	0	8	1764	0	1	1
1558	4	26	1	0	12	839	0	1	1
1562	4	21	12	0	8	573	0	1	1
1575	4	27	9	0	2	277	0	1	1
1576	4	27	9	0	2	277	0	1	1
1579	4	27	9	0	2	277	0	1	1
1580	4	27	9	0	2	185	0	1	1
1580	4	21	12	0	6	437	0	1	1
1581	4	27	9	0	2	277	0	1	1
1612	2	2	1	0	16	533	0	1	1
1612	2	4	3	0	14	453	0	1	1
1612	2	1	5	0	10	277	0	1	1
1612	2	3	6	0	12	349	0	1	0
1612	2	7	7	0	8	241	0	1	0
1612	2	8	8	0	18	573	0	1	1
1612	2	9	9	0	14	453	0	1	1
1612	1	47	1	0	10	57	0	1	1
1612	1	39	2	0	18	121	0	1	1
1612	1	36	5	0	6	32	0	1	1
1612	1	45	6	0	0	7	0	1	0
1612	1	38	8	0	0	7	0	1	0
1612	1	46	10	0	0	7	0	1	0
1612	1	41	11	0	28	277	0	1	0
1612	1	33	12	0	18	121	0	1	0
1612	1	40	13	0	28	277	0	1	0
1612	1	44	14	0	28	277	0	1	0
1612	1	32	15	0	28	277	0	1	0
1612	1	34	16	0	28	277	0	1	0
1612	1	50	17	0	28	277	0	1	0
1612	1	35	18	0	28	277	0	1	0
1612	1	48	19	0	28	277	0	1	0
1612	1	37	20	0	28	277	0	1	0
1612	1	5	21	0	28	277	0	1	0
1612	1	11	22	0	28	277	0	1	0
1612	1	16	23	0	28	277	0	1	0
1612	1	17	24	0	28	277	0	1	0
1612	1	18	25	0	28	277	0	1	0
1612	1	19	26	0	28	277	0	1	0
1612	1	6	27	0	28	277	0	1	0
1612	1	10	28	0	28	277	0	1	0
1612	1	30	29	0	28	277	0	1	0
1612	3	20	3	0	8	349	0	1	1
1612	3	15	4	0	8	349	0	1	0
1612	3	14	7	0	8	349	0	1	1
1612	3	13	9	0	2	109	0	1	1
1612	3	12	10	0	12	501	0	1	0
1612	4	26	1	0	4	97	0	1	1
1612	4	23	2	0	10	217	0	1	1
1612	4	25	3	0	8	193	0	1	1
1612	4	28	5	0	14	357	0	1	0
1612	4	24	7	0	6	141	0	1	1
1612	4	22	8	0	8	193	0	1	0
1612	4	27	9	0	28	1031	0	1	0
1612	4	21	12	0	6	141	0	1	0
1613	2	2	1	0	16	533	0	1	1
1613	2	4	3	0	14	453	0	1	1
1613	2	1	5	0	10	277	0	1	1
1613	2	3	6	0	12	349	0	1	1
1613	2	7	7	0	8	241	0	1	1
1613	2	8	8	0	18	573	0	1	1
1613	2	9	9	0	14	453	0	1	1
1613	1	47	1	0	10	57	0	1	1
1613	1	39	2	0	18	121	0	1	0
1613	1	36	5	0	6	32	0	1	1
1613	1	45	6	0	0	7	0	1	0
1613	1	38	8	0	0	7	0	1	0
1613	1	46	10	0	0	7	0	1	0
1613	1	41	11	0	28	277	0	1	0
1613	1	33	12	0	18	121	0	1	1
1613	1	40	13	0	28	277	0	1	0
1613	1	44	14	0	28	277	0	1	0
1613	1	32	15	0	28	277	0	1	0
1613	1	34	16	0	28	277	0	1	0
1613	1	50	17	0	28	277	0	1	0
1613	1	35	18	0	28	277	0	1	0
1613	1	48	19	0	28	277	0	1	0
1613	1	37	20	0	28	277	0	1	0
1613	1	5	21	0	28	277	0	1	0
1613	1	11	22	0	28	277	0	1	0
1613	1	16	23	0	28	277	0	1	0
1613	1	17	24	0	28	277	0	1	0
1613	1	18	25	0	28	277	0	1	0
1613	1	19	26	0	28	277	0	1	0
1613	1	6	27	0	28	277	0	1	0
1613	1	10	28	0	28	277	0	1	0
1613	1	30	29	0	28	277	0	1	0
1613	3	20	3	0	8	349	0	1	1
1613	3	15	4	0	8	349	0	1	0
1613	3	14	7	0	8	349	0	1	1
1613	3	13	9	0	2	109	0	1	1
1613	3	12	10	0	12	501	0	1	0
1613	4	26	1	0	4	97	0	1	0
1613	4	23	2	0	10	217	0	1	0
1613	4	25	3	0	8	193	0	1	1
1613	4	28	5	0	14	357	0	1	0
1613	4	24	7	0	6	141	0	1	1
1613	4	22	8	0	8	193	0	1	1
1613	4	27	9	0	28	1031	0	1	0
1613	4	21	12	0	6	141	0	1	1
1614	2	2	1	0	16	621	0	1	0
1614	2	4	3	0	14	517	0	1	1
1614	2	1	5	0	10	317	0	1	1
1614	2	3	6	0	12	405	0	1	1
1614	2	7	7	0	8	277	0	1	1
1614	2	9	9	0	14	517	0	1	1
1614	1	47	1	0	10	57	0	1	1
1614	1	39	2	0	18	121	0	1	0
1614	1	36	5	0	6	32	0	1	1
1614	1	45	6	0	0	7	0	1	0
1614	1	38	8	0	0	7	0	1	0
1614	1	46	10	0	0	7	0	1	0
1614	1	41	11	0	28	277	0	1	0
1614	1	33	12	0	18	121	0	1	1
1614	1	40	13	0	28	277	0	1	0
1614	1	44	14	0	28	277	0	1	0
1614	1	32	15	0	28	277	0	1	0
1614	1	34	16	0	28	277	0	1	0
1614	1	50	17	0	28	277	0	1	0
1614	1	35	18	0	28	277	0	1	0
1614	1	48	19	0	28	277	0	1	0
1614	1	37	20	0	28	277	0	1	0
1614	1	5	21	0	28	277	0	1	0
1614	1	11	22	0	28	277	0	1	0
1614	1	16	23	0	28	277	0	1	0
1614	1	17	24	0	28	277	0	1	0
1614	1	18	25	0	28	277	0	1	0
1614	1	19	26	0	28	277	0	1	0
1614	1	6	27	0	28	277	0	1	0
1614	1	10	28	0	28	277	0	1	0
1614	1	30	29	0	28	277	0	1	0
1614	3	20	3	0	8	349	0	1	1
1614	3	15	4	0	8	349	0	1	0
1614	3	14	7	0	8	349	0	1	1
1614	3	13	9	0	2	109	0	1	1
1614	3	12	10	0	12	501	0	1	0
1614	4	26	1	0	4	97	0	1	1
1614	4	23	2	0	10	217	0	1	1
1614	4	25	3	0	8	193	0	1	1
1614	4	28	5	0	14	357	0	1	0
1614	4	24	7	0	6	141	0	1	1
1614	4	22	8	0	8	193	0	1	0
1614	4	27	9	0	28	1031	0	1	0
1614	4	21	12	0	6	141	0	1	1
1615	2	1	5	0	10	645	0	1	0
1615	2	3	6	0	12	839	0	1	1
1615	2	7	7	0	8	573	0	1	0
1615	1	47	1	0	10	57	0	1	1
1615	1	39	2	0	18	121	0	1	0
1615	1	36	5	0	6	32	0	1	1
1615	1	45	6	0	0	7	0	1	0
1615	1	38	8	0	0	7	0	1	0
1615	1	46	10	0	0	7	0	1	0
1615	1	41	11	0	28	277	0	1	0
1615	1	33	12	0	18	121	0	1	0
1615	1	40	13	0	28	277	0	1	0
1615	1	44	14	0	28	277	0	1	0
1615	1	32	15	0	28	277	0	1	0
1615	1	34	16	0	28	277	0	1	0
1615	1	50	17	0	28	277	0	1	0
1615	1	35	18	0	28	277	0	1	0
1615	1	48	19	0	28	277	0	1	0
1615	1	37	20	0	28	277	0	1	0
1615	1	5	21	0	28	277	0	1	0
1615	1	11	22	0	28	277	0	1	0
1615	1	16	23	0	28	277	0	1	0
1615	1	17	24	0	28	277	0	1	0
1615	1	18	25	0	28	277	0	1	0
1615	1	19	26	0	28	277	0	1	1
1615	1	6	27	0	28	277	0	1	1
1615	1	10	28	0	28	277	0	1	0
1615	1	30	29	0	28	277	0	1	0
1615	3	20	3	0	8	349	0	1	1
1615	3	15	4	0	8	349	0	1	1
1615	3	14	7	0	8	349	0	1	1
1615	3	13	9	0	2	109	0	1	0
1615	3	12	10	0	12	501	0	1	1
1615	4	26	1	0	4	105	0	1	0
1615	4	23	2	0	10	233	0	1	0
1615	4	25	3	0	8	209	0	1	1
1615	4	28	5	0	14	389	0	1	0
1615	4	24	7	0	6	153	0	1	1
1615	4	22	8	0	8	209	0	1	0
1615	4	21	12	0	6	153	0	1	1
1616	2	1	5	0	10	1980	0	1	1
1616	1	47	1	0	10	57	0	1	1
1616	1	39	2	0	18	121	0	1	0
1616	1	36	5	0	6	32	0	1	1
1616	1	45	6	0	0	7	0	1	0
1616	1	38	8	0	0	7	0	1	0
1616	1	46	10	0	0	7	0	1	0
1616	1	41	11	0	28	277	0	1	0
1616	1	33	12	0	18	121	0	1	1
1616	1	40	13	0	28	277	0	1	0
1616	1	44	14	0	28	277	0	1	0
1616	1	32	15	0	28	277	0	1	0
1616	1	34	16	0	28	277	0	1	0
1616	1	50	17	0	28	277	0	1	0
1616	1	35	18	0	28	277	0	1	0
1616	1	48	19	0	28	277	0	1	0
1616	1	37	20	0	28	277	0	1	0
1616	1	5	21	0	28	277	0	1	0
1616	1	11	22	0	28	277	0	1	0
1616	1	16	23	0	28	277	0	1	0
1616	1	17	24	0	28	277	0	1	0
1616	1	18	25	0	28	277	0	1	0
1616	1	19	26	0	28	277	0	1	0
1616	1	6	27	0	28	277	0	1	0
1616	1	10	28	0	28	277	0	1	0
1616	1	30	29	0	28	277	0	1	0
1616	3	20	3	0	8	349	0	1	1
1616	3	15	4	0	8	349	0	1	0
1616	3	14	7	0	8	349	0	1	1
1616	3	13	9	0	2	109	0	1	1
1616	3	12	10	0	12	501	0	1	0
1616	4	26	1	0	4	105	0	1	1
1616	4	23	2	0	10	233	0	1	1
1616	4	25	3	0	8	209	0	1	1
1616	4	28	5	0	14	389	0	1	0
1616	4	24	7	0	6	153	0	1	1
1616	4	22	8	0	8	209	0	1	1
1616	4	21	12	0	6	153	0	1	0
1617	1	47	1	0	10	77	0	1	1
1617	1	39	2	0	18	161	0	1	0
1617	1	36	5	0	6	49	0	1	1
1617	1	45	6	0	0	11	0	1	1
1617	1	38	8	0	0	11	0	1	1
1617	1	46	10	0	0	11	0	1	1
1617	1	33	12	0	18	161	0	1	1
1617	1	40	13	0	28	373	0	1	0
1617	1	32	15	0	28	373	0	1	0
1617	1	34	16	0	28	373	0	1	0
1617	1	35	18	0	28	373	0	1	0
1617	1	37	20	0	28	373	0	1	0
1617	1	11	22	0	28	373	0	1	0
1617	1	16	23	0	28	373	0	1	0
1617	1	17	24	0	28	373	0	1	0
1617	1	18	25	0	28	373	0	1	0
1617	1	19	26	0	28	373	0	1	0
1617	1	30	29	0	28	373	0	1	0
1617	3	20	3	0	8	437	0	1	1
1617	3	15	4	0	8	437	0	1	0
1617	3	14	7	0	8	437	0	1	1
1617	3	13	9	0	2	137	0	1	1
1617	4	26	1	0	4	105	0	1	1
1617	4	23	2	0	10	233	0	1	1
1617	4	25	3	0	8	209	0	1	1
1617	4	28	5	0	14	389	0	1	0
1617	4	24	7	0	6	153	0	1	1
1617	4	22	8	0	8	209	0	1	1
1617	4	21	12	0	6	153	0	1	0
1618	1	47	1	0	10	77	0	1	1
1618	1	39	2	0	18	161	0	1	1
1618	1	36	5	0	6	49	0	1	1
1618	1	45	6	0	0	11	0	1	1
1618	1	38	8	0	0	11	0	1	1
1618	1	46	10	0	0	11	0	1	1
1618	1	33	12	0	18	161	0	1	1
1618	1	40	13	0	28	373	0	1	1
1618	1	32	15	0	28	373	0	1	1
1618	1	34	16	0	28	373	0	1	0
1618	1	35	18	0	28	373	0	1	0
1618	1	37	20	0	28	373	0	1	0
1618	1	11	22	0	28	373	0	1	0
1618	1	16	23	0	28	373	0	1	1
1618	1	17	24	0	28	373	0	1	1
1618	1	18	25	0	28	373	0	1	1
1618	1	19	26	0	28	373	0	1	0
1618	1	30	29	0	28	373	0	1	0
1618	4	26	1	0	4	125	0	1	1
1618	4	23	2	0	10	277	0	1	0
1618	4	25	3	0	8	241	0	1	1
1618	4	24	7	0	6	185	0	1	1
1618	4	22	8	0	8	241	0	1	1
1618	4	21	12	0	6	185	0	1	1
1619	1	47	1	0	10	57	0	1	1
1619	1	39	2	0	18	121	0	1	1
1619	1	36	5	0	4	26	0	1	1
1619	1	41	11	0	28	277	1	0	0
1619	1	33	12	0	18	121	1	0	1
1619	1	40	13	0	28	277	1	0	0
1619	1	44	14	0	28	277	1	0	0
1619	1	32	15	0	28	277	1	0	0
1619	1	34	16	0	28	277	1	0	0
1619	1	50	17	0	28	277	1	0	0
1619	1	35	18	0	28	277	1	0	0
1619	1	48	19	0	28	277	1	0	0
1619	1	37	20	0	28	277	1	0	1
1619	1	5	21	0	28	277	1	0	0
1619	1	11	22	0	28	277	1	0	0
1619	1	16	23	0	28	277	1	0	0
1619	1	17	24	0	28	277	1	0	0
1619	1	18	25	0	28	277	1	0	0
1619	1	19	26	0	28	277	1	0	1
1619	1	10	28	0	28	277	1	0	0
1619	1	30	29	0	28	277	0	1	0
1619	4	26	1	0	4	105	0	1	0
1619	4	23	2	0	8	209	0	1	1
1619	4	25	3	0	8	209	0	1	1
1619	4	28	5	0	14	357	1	0	1
1619	4	24	7	0	6	153	0	1	1
1620	1	47	1	0	10	77	0	1	1
1620	1	39	2	0	18	161	0	1	1
1620	1	36	5	0	4	32	0	1	1
1620	1	38	8	0	0	11	0	1	1
1620	1	46	10	0	0	11	0	1	1
1620	1	41	11	0	28	277	1	0	0
1620	1	33	12	0	18	161	0	1	1
1620	1	40	13	0	28	277	1	0	1
1620	1	32	15	0	28	277	1	0	1
1620	1	34	16	0	28	277	1	0	1
1620	1	35	18	0	28	373	0	1	0
1620	1	37	20	0	28	277	1	0	1
1620	1	11	22	0	28	373	0	1	0
1620	1	16	23	0	28	277	1	0	0
1620	1	17	24	0	28	277	1	0	0
1620	1	18	25	0	28	373	0	1	0
1620	1	19	26	0	28	373	0	1	0
1620	1	6	27	0	28	277	1	0	0
1620	1	10	28	0	28	277	1	0	0
1620	4	25	3	0	2	59	0	1	1
1620	4	28	5	0	14	357	1	0	1
1620	4	24	7	0	8	193	0	1	1
1620	4	22	8	0	10	217	0	1	0
1620	4	27	9	0	28	1031	1	0	0
1620	4	21	12	0	0	36	0	1	1
1621	1	47	1	0	10	77	0	1	1
1621	1	39	2	0	18	121	1	0	1
1621	1	36	5	0	4	32	0	1	1
1621	1	38	8	0	0	11	0	1	1
1621	1	46	10	0	0	11	0	1	1
1621	1	41	11	0	28	277	1	0	0
1621	1	33	12	0	18	161	0	1	1
1621	1	40	13	0	28	373	0	1	0
1621	1	32	15	0	28	373	0	1	0
1621	1	34	16	0	28	373	0	1	0
1621	1	35	18	0	28	277	1	0	0
1621	1	37	20	0	28	277	1	0	1
1621	1	16	23	0	28	277	1	0	0
1621	1	17	24	0	28	277	1	0	1
1621	1	18	25	0	28	277	1	0	0
1621	1	19	26	0	28	277	1	0	0
1621	1	10	28	0	28	277	1	0	0
1621	3	13	9	0	2	277	0	1	0
1621	3	12	10	0	12	501	1	0	1
1621	4	26	1	0	4	105	0	1	0
1621	4	23	2	0	2	65	0	1	1
1621	4	25	3	0	2	65	0	1	1
1621	4	24	7	0	6	153	0	1	1
1621	4	22	8	0	8	193	1	0	1
1621	4	27	9	0	28	1031	1	0	0
1621	4	21	12	0	0	41	0	1	1
1622	4	25	3	0	10	233	0	1	1
1622	4	28	5	0	14	389	1	0	1
1622	4	24	7	0	6	153	0	1	1
1622	4	21	12	0	0	41	0	1	1
1622	1	47	1	0	10	97	0	1	1
1622	1	39	2	0	18	121	1	0	1
1622	1	36	5	0	6	63	0	1	1
1622	1	45	6	0	0	15	0	1	1
1622	1	38	8	0	0	15	0	1	1
1622	1	46	10	0	0	15	0	1	1
1622	1	33	12	0	18	201	0	1	1
1622	1	40	13	0	28	277	1	0	0
1622	1	32	15	0	28	277	1	0	0
1622	1	34	16	0	28	277	1	0	0
1622	1	50	17	0	28	277	1	0	0
1622	1	37	20	0	28	277	1	0	1
1622	1	11	22	0	28	277	1	0	0
1622	1	16	23	0	28	469	0	1	0
1622	1	17	24	0	28	469	0	1	0
1622	1	30	29	0	28	277	1	0	0
1623	1	47	1	0	10	97	0	1	1
1623	1	39	2	0	18	121	1	0	1
1623	1	36	5	0	4	41	0	1	1
1623	1	45	6	0	0	15	0	1	1
1623	1	38	8	0	0	15	0	1	1
1623	1	46	10	0	0	15	0	1	1
1623	1	33	12	0	18	201	0	1	1
1623	1	40	13	0	28	277	1	0	0
1623	1	34	16	0	28	277	1	0	0
1623	1	35	18	0	28	277	1	0	0
1623	1	37	20	0	28	277	1	0	0
1623	1	11	22	0	28	277	1	0	0
1623	1	16	23	0	28	277	1	0	0
1623	1	17	24	0	28	277	1	0	0
1623	1	18	25	0	28	277	1	0	0
1623	1	19	26	0	28	277	1	0	0
