% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
2.906	1	30	291	7	29	10	1980	0	0
2.907	1	42	291	8	9	16	3822	0	0
2.908	1	44	291	9	14	8	1764	0	0
2.909	1	18	291	10	25	12	2481	0	0
2.91	1	17	292	1	24	24	6882	0	0
2.911	1	5	292	2	21	14	3182	0	0
2.912	1	12	292	3	31	8	1764	0	0
2.913	1	41	292	4	11	18	4107	0	0
2.914	1	32	292	5	15	24	6882	0	0
2.915	1	19	292	6	26	24	6882	0	0
2.916	1	40	292	7	13	20	4904	0	0
2.917	1	6	292	8	27	14	3182	0	0
2.918	1	43	292	9	7	18	4107	0	0
2.919	1	50	292	10	17	14	3182	0	0
2.92	1	48	293	1	19	14	3182	0	0
2.921	1	16	293	2	23	8	1764	0	0
2.922	1	31	293	3	4	12	2481	0	0
2.923	1	46	293	4	10	12	2481	0	0
2.924	1	49	293	5	3	10	1980	0	0
2.925	1	11	293	6	22	6	1287	0	0
2.926	1	33	293	7	12	26	7708	0	0
2.927	1	45	293	8	6	6	1287	0	0
2.928	1	47	293	9	1	24	6882	0	0
2.929	1	34	293	10	16	14	3182	0	0
2.93	1	39	294	1	2	28	9422	0	0
2.931	1	38	294	2	8	22	5861	0	0
2.932	1	35	294	3	18	20	4904	0	0
2.933	1	36	294	4	5	26	7708	0	0
2.934	1	37	294	5	20	28	9422	0	0
2.935	1	34	294	6	16	14	3182	0	0
2.936	1	39	294	7	2	28	9422	0	0
2.937	1	38	294	8	8	22	5861	0	0
2.938	1	35	294	9	18	20	4904	0	0
2.939	1	37	294	10	20	28	9422	0	0
2.94	1	36	295	1	5	26	7708	0	0
3.003	1	18	301	4	25	14	3182	0	0
3.004	1	7	301	5	30	14	3182	0	0
3.005	1	10	301	6	28	22	5861	0	0
3.006	1	15	301	7	32	14	3182	0	0
3.007	1	42	301	8	9	16	3822	0	0
3.008	1	30	301	9	29	10	1980	0	0
3.009	1	44	301	10	14	8	1764	0	0
3.01	1	17	302	1	24	24	6882	0	0
3.011	1	5	302	2	21	14	3182	0	0
3.012	1	41	302	3	11	18	4107	0	0
3.013	1	12	302	4	31	8	1764	0	0
3.014	1	32	302	5	15	24	6882	0	0
3.015	1	19	302	6	26	24	6882	0	0
3.016	1	40	302	7	13	20	4904	0	0
3.017	1	6	302	8	27	14	3182	0	0
3.018	1	43	302	9	7	18	4107	0	0
3.019	1	50	302	10	17	14	3182	0	0
3.02	1	48	303	1	19	14	3182	0	0
3.021	1	31	303	2	4	12	2481	0	0
3.022	1	16	303	3	23	8	1764	0	0
3.023	1	46	303	4	10	12	2481	0	0
3.024	1	49	303	5	3	10	1980	0	0
3.025	1	33	303	6	12	26	7708	0	0
3.026	1	11	303	7	22	6	1287	0	0
3.027	1	47	303	8	1	24	6882	0	0
3.028	1	45	303	9	6	6	1287	0	0
3.029	1	34	303	10	16	14	3182	0	0
3.03	1	39	304	1	2	28	9422	0	0
3.031	1	38	304	2	8	22	5861	0	0
3.032	1	35	304	3	18	20	4904	0	0
3.033	1	37	304	4	20	28	9422	0	0
3.034	1	36	304	5	5	26	7708	0	0
3.035	1	34	304	6	16	14	3182	0	0
3.036	1	39	304	7	2	28	9422	0	0
3.037	1	38	304	8	8	22	5861	0	0
3.038	1	35	304	9	18	20	4904	0	0
3.039	1	37	304	10	20	28	9422	0	0
3.04	1	36	305	1	5	26	7708	0	0
3.103	1	18	311	4	25	14	3182	0	0
3.104	1	10	311	5	28	22	5861	0	0
3.105	1	7	311	6	30	14	3182	0	0
3.106	1	15	311	7	32	14	3182	0	0
3.107	1	42	311	8	9	16	3822	0	0
3.108	1	30	311	9	29	10	1980	0	0
3.109	1	17	311	10	24	24	6882	0	0
3.11	1	5	312	1	21	14	3182	0	0
3.111	1	44	312	2	14	8	1764	0	0
3.112	1	41	312	3	11	18	4107	0	0
3.113	1	32	312	4	15	24	6882	0	0
3.114	1	19	312	5	26	24	6882	0	0
3.115	1	12	312	6	31	8	1764	0	0
3.116	1	40	312	7	13	20	4904	0	0
3.117	1	6	312	8	27	14	3182	0	0
3.118	1	43	312	9	7	18	4107	0	0
3.119	1	50	312	10	17	14	3182	0	0
3.12	1	48	313	1	19	14	3182	0	0
3.121	1	31	313	2	4	12	2481	0	0
3.122	1	46	313	3	10	12	2481	0	0
3.123	1	16	313	4	23	8	1764	0	0
3.124	1	49	313	5	3	10	1980	0	0
3.125	1	33	313	6	12	26	7708	0	0
3.126	1	47	313	7	1	24	6882	0	0
3.127	1	11	313	8	22	6	1287	0	0
3.128	1	45	313	9	6	6	1287	0	0
3.129	1	34	313	10	16	14	3182	0	0
3.13	1	39	314	1	2	28	9422	0	0
3.131	1	38	314	2	8	22	5861	0	0
3.132	1	35	314	3	18	20	4904	0	0
3.133	1	37	314	4	20	28	9422	0	0
3.134	1	36	314	5	5	26	7708	0	0
3.135	1	34	314	6	16	14	3182	0	0
3.203	1	18	321	4	25	14	3182	0	0
3.204	1	10	321	5	28	22	5861	0	0
3.205	1	7	321	6	30	14	3182	0	0
3.206	1	42	321	7	9	16	3822	0	0
3.207	1	15	321	8	32	14	3182	0	0
3.208	1	30	321	9	29	10	1980	0	0
3.209	1	17	321	10	24	24	6882	0	0
3.21	1	5	322	1	21	14	3182	0	0
3.211	1	41	322	2	11	18	4107	0	0
3.212	1	44	322	3	14	8	1764	0	0
3.213	1	32	322	4	15	24	6882	0	0
3.214	1	19	322	5	26	24	6882	0	0
3.215	1	40	322	6	13	20	4904	0	0
3.216	1	6	322	7	27	14	3182	0	0
3.217	1	12	322	8	31	8	1764	0	0
3.218	1	43	322	9	7	18	4107	0	0
3.219	1	50	322	10	17	14	3182	0	0
3.22	1	48	323	1	19	14	3182	0	0
3.221	1	31	323	2	4	12	2481	0	0
3.222	1	46	323	3	10	12	2481	0	0
3.223	1	49	323	4	3	10	1980	0	0
3.224	1	16	323	5	23	8	1764	0	0
3.225	1	47	323	6	1	24	6882	0	0
3.226	1	11	323	7	22	6	1287	0	0
3.227	1	45	323	8	6	6	1287	0	0
3.228	1	33	323	9	12	24	6882	0	0
3.229	1	39	323	10	2	28	9422	0	0
3.23	1	38	324	1	8	22	5861	0	0
3.231	1	35	324	2	18	20	4904	0	0
3.232	1	37	324	3	20	28	9422	0	0
3.233	1	36	324	4	5	26	7708	0	0
3.234	1	34	324	5	16	14	3182	0	0
3.235	1	39	324	6	2	28	9422	0	0
3.236	1	38	324	7	8	22	5861	0	0
3.237	1	35	324	8	18	20	4904	0	0
3.238	1	37	324	9	20	28	9422	0	0
3.239	1	36	324	10	5	26	7708	0	0
3.24	1	34	325	1	16	14	3182	0	0
3.303	1	18	331	4	25	14	3182	0	0
3.304	1	10	331	5	28	22	5861	0	0
3.305	1	42	331	6	9	16	3822	0	0
3.306	1	7	331	7	30	14	3182	0	0
3.307	1	15	331	8	32	14	3182	0	0
3.308	1	30	331	9	29	10	1980	0	0
3.309	1	17	331	10	24	24	6882	0	0
3.31	1	5	332	1	21	14	3182	0	0
3.311	1	41	332	2	11	18	4107	0	0
3.312	1	32	332	3	15	24	6882	0	0
3.313	1	44	332	4	14	8	1764	0	0
3.314	1	19	332	5	26	24	6882	0	0
3.315	1	40	332	6	13	20	4904	0	0
3.316	1	6	332	7	27	14	3182	0	0
3.317	1	43	332	8	7	18	4107	0	0
3.318	1	50	332	9	17	14	3182	0	0
3.319	1	12	332	10	31	8	1764	0	0
3.32	1	48	333	1	19	14	3182	0	0
3.321	1	31	333	2	4	12	2481	0	0
3.322	1	46	333	3	10	12	2481	0	0
3.323	1	49	333	4	3	10	1980	0	0
3.324	1	47	333	5	1	24	6882	0	0
3.325	1	16	333	6	23	8	1764	0	0
3.326	1	11	333	7	22	6	1287	0	0
3.327	1	45	333	8	6	6	1287	0	0
3.328	1	33	333	9	12	24	6882	0	0
3.329	1	39	333	10	2	28	9422	0	0
3.33	1	38	334	1	8	22	5861	0	0
3.331	1	35	334	2	18	20	4904	0	0
3.332	1	37	334	3	20	28	9422	0	0
3.333	1	36	334	4	5	26	7708	0	0
3.334	1	34	334	5	16	14	3182	0	0
3.335	1	39	334	6	2	28	9422	0	0
3.336	1	38	334	7	8	22	5861	0	0
3.337	1	35	334	8	18	20	4904	0	0
3.338	1	37	334	9	20	28	9422	0	0
3.339	1	36	334	10	5	26	7708	0	0
3.34	1	34	335	1	16	14	3182	0	0
3.403	1	18	341	4	25	14	3182	0	0
3.404	1	10	341	5	28	22	5861	0	0
3.405	1	42	341	6	9	16	3822	0	0
3.406	1	7	341	7	30	14	3182	0	0
3.407	1	15	341	8	32	14	3182	0	0
3.408	1	30	341	9	29	10	1980	0	0
3.409	1	17	341	10	24	24	6882	0	0
3.41	1	5	342	1	21	14	3182	0	0
3.411	1	41	342	2	11	18	4107	0	0
3.412	1	32	342	3	15	24	6882	0	0
3.413	1	19	342	4	26	24	6882	0	0
3.414	1	40	342	5	13	20	4904	0	0
3.415	1	44	342	6	14	8	1764	0	0
3.416	1	6	342	7	27	14	3182	0	0
3.417	1	43	342	8	7	18	4107	0	0
3.418	1	50	342	9	17	14	3182	0	0
3.419	1	48	342	10	19	14	3182	0	0
3.42	1	12	343	1	31	8	1764	0	0
3.421	1	31	343	2	4	12	2481	0	0
3.422	1	46	343	3	10	12	2481	0	0
3.423	1	49	343	4	3	10	1980	0	0
3.424	1	47	343	5	1	24	6882	0	0
3.425	1	16	343	6	23	8	1764	0	0
3.426	1	11	343	7	22	6	1287	0	0
3.427	1	33	343	8	12	24	6882	0	0
3.428	1	45	343	9	6	6	1287	0	0
3.429	1	39	343	10	2	28	9422	0	0
3.43	1	38	344	1	8	22	5861	0	0
3.431	1	35	344	2	18	20	4904	0	0
3.432	1	36	344	3	5	26	7708	0	0
3.433	1	34	344	4	16	14	3182	0	0
3.434	1	37	344	5	20	26	7708	0	0
3.435	1	33	344	6	12	24	6882	0	0
3.436	1	35	344	7	18	20	4904	0	0
3.437	1	36	344	8	5	26	7708	0	0
3.438	1	34	344	9	16	14	3182	0	0
3.439	1	37	344	10	20	26	7708	0	0
3.503	1	30	351	4	29	12	2481	0	0
3.504	1	10	351	5	28	22	5861	0	0
3.505	1	18	351	6	25	14	3182	0	0
3.506	1	42	351	7	9	16	3822	0	0
3.507	1	7	351	8	30	14	3182	0	0
3.508	1	15	351	9	32	14	3182	0	0
3.509	1	17	351	10	24	24	6882	0	0
3.51	1	41	352	1	11	18	4107	0	0
3.511	1	32	352	2	15	24	6882	0	0
3.512	1	19	352	3	26	24	6882	0	0
3.513	1	40	352	4	13	20	4904	0	0
3.514	1	6	352	5	27	14	3182	0	0
3.515	1	43	352	6	7	18	4107	0	0
3.516	1	44	352	7	14	8	1764	0	0
3.517	1	50	352	8	17	14	3182	0	0
3.518	1	48	352	9	19	14	3182	0	0
3.519	1	31	352	10	4	12	2481	0	0
3.52	1	46	353	1	10	12	2481	0	0
3.521	1	12	353	2	31	8	1764	0	0
3.522	1	49	353	3	3	10	1980	0	0
3.523	1	47	353	4	1	24	6882	0	0
3.524	1	16	353	5	23	8	1764	0	0
3.525	1	11	353	6	22	6	1287	0	0
3.526	1	45	353	7	6	6	1287	0	0
3.527	1	5	353	8	21	12	2481	0	0
3.528	1	39	353	9	2	28	9422	0	0
3.529	1	38	353	10	8	22	5861	0	0
3.53	1	33	354	1	12	24	6882	0	0
3.531	1	35	354	2	18	20	4904	0	0
3.532	1	36	354	3	5	26	7708	0	0
3.533	1	34	354	4	16	14	3182	0	0
3.534	1	37	354	5	20	26	7708	0	0
3.535	1	39	354	6	2	28	9422	0	0
3.536	1	38	354	7	8	22	5861	0	0
3.537	1	35	354	8	18	20	4904	0	0
3.538	1	36	354	9	5	26	7708	0	0
3.539	1	37	354	10	20	26	7708	0	0
3.603	1	13	361	4	33	12	2481	0	0
3.604	1	30	361	5	29	12	2481	0	0
3.605	1	11	361	6	22	8	1764	0	0
3.606	1	10	361	7	28	22	5861	0	0
3.607	1	42	361	8	9	16	3822	0	0
3.608	1	18	361	9	25	14	3182	0	0
3.609	1	7	361	10	30	14	3182	0	0
3.61	1	15	362	1	32	14	3182	0	0
3.611	1	17	362	2	24	24	6882	0	0
3.612	1	41	362	3	11	18	4107	0	0
3.613	1	32	362	4	15	24	6882	0	0
3.614	1	19	362	5	26	24	6882	0	0
3.615	1	40	362	6	13	20	4904	0	0
3.616	1	6	362	7	27	14	3182	0	0
3.617	1	43	362	8	7	18	4107	0	0
3.618	1	50	362	9	17	14	3182	0	0
3.619	1	48	362	10	19	14	3182	0	0
3.62	1	44	363	1	14	8	1764	0	0
3.621	1	31	363	2	4	12	2481	0	0
3.622	1	46	363	3	10	12	2481	0	0
3.623	1	49	363	4	3	10	1980	0	0
3.624	1	12	363	5	31	8	1764	0	0
3.625	1	47	363	6	1	24	6882	0	0
3.626	1	16	363	7	23	8	1764	0	0
3.627	1	45	363	8	6	6	1287	0	0
3.628	1	5	363	9	21	12	2481	0	0
3.629	1	33	363	10	12	24	6882	0	0
3.63	1	34	364	1	16	14	3182	0	0
3.631	1	39	364	2	2	28	9422	0	0
3.632	1	38	364	3	8	22	5861	0	0
3.633	1	35	364	4	18	20	4904	0	0
3.634	1	36	364	5	5	26	7708	0	0
3.635	1	37	364	6	20	26	7708	0	0
3.636	1	39	364	7	2	28	9422	0	0
3.637	1	38	364	8	8	22	5861	0	0
3.638	1	36	364	9	5	26	7708	0	0
3.703	1	13	371	4	33	12	2481	0	0
3.704	1	7	371	5	30	16	3822	0	0
3.705	1	30	371	6	29	12	2481	0	0
3.706	1	10	371	7	28	22	5861	0	0
3.707	1	11	371	8	22	8	1764	0	0
3.708	1	42	371	9	9	16	3822	0	0
3.709	1	18	371	10	25	14	3182	0	0
3.71	1	15	372	1	32	14	3182	0	0
3.711	1	17	372	2	24	24	6882	0	0
3.712	1	41	372	3	11	18	4107	0	0
3.713	1	32	372	4	15	24	6882	0	0
3.714	1	19	372	5	26	24	6882	0	0
3.715	1	40	372	6	13	20	4904	0	0
3.716	1	6	372	7	27	14	3182	0	0
3.717	1	43	372	8	7	18	4107	0	0
3.718	1	50	372	9	17	14	3182	0	0
3.719	1	48	372	10	19	14	3182	0	0
3.72	1	31	373	1	4	12	2481	0	0
3.721	1	44	373	2	14	8	1764	0	0
3.722	1	46	373	3	10	12	2481	0	0
3.723	1	49	373	4	3	10	1980	0	0
3.724	1	47	373	5	1	24	6882	0	0
3.725	1	12	373	6	31	8	1764	0	0
3.726	1	16	373	7	23	8	1764	0	0
3.727	1	5	373	8	21	12	2481	0	0
3.728	1	45	373	9	6	6	1287	0	0
3.729	1	33	373	10	12	24	6882	0	0
3.73	1	34	374	1	16	14	3182	0	0
3.731	1	35	374	2	18	20	4904	0	0
3.732	1	37	374	3	20	26	7708	0	0
3.733	1	39	374	4	2	28	9422	0	0
3.734	1	38	374	5	8	22	5861	0	0
3.735	1	36	374	6	5	26	7708	0	0
3.736	1	34	374	7	16	14	3182	0	0
3.737	1	35	374	8	18	20	4904	0	0
3.738	1	37	374	9	20	26	7708	0	0
3.739	1	39	374	10	2	28	9422	0	0
3.74	1	38	375	1	8	22	5861	0	0
3.803	1	13	381	4	33	12	2481	0	0
3.804	1	7	381	5	30	16	3822	0	0
3.805	1	30	381	6	29	12	2481	0	0
3.806	1	10	381	7	28	22	5861	0	0
3.807	1	42	381	8	9	16	3822	0	0
3.808	1	18	381	9	25	14	3182	0	0
3.809	1	11	381	10	22	8	1764	0	0
3.81	1	15	382	1	32	14	3182	0	0
3.811	1	17	382	2	24	24	6882	0	0
3.812	1	41	382	3	11	18	4107	0	0
3.813	1	32	382	4	15	24	6882	0	0
3.814	1	19	382	5	26	24	6882	0	0
3.815	1	40	382	6	13	20	4904	0	0
3.816	1	6	382	7	27	14	3182	0	0
3.817	1	43	382	8	7	18	4107	0	0
3.818	1	50	382	9	17	14	3182	0	0
3.819	1	48	382	10	19	14	3182	0	0
3.82	1	31	383	1	4	12	2481	0	0
3.821	1	46	383	2	10	12	2481	0	0
3.822	1	44	383	3	14	8	1764	0	0
3.823	1	49	383	4	3	10	1980	0	0
3.824	1	47	383	5	1	24	6882	0	0
3.825	1	12	383	6	31	8	1764	0	0
3.826	1	5	383	7	21	12	2481	0	0
3.827	1	16	383	8	23	8	1764	0	0
3.828	1	45	383	9	6	6	1287	0	0
3.829	1	33	383	10	12	24	6882	0	0
3.83	1	36	384	1	5	26	7708	0	0
3.831	1	34	384	2	16	14	3182	0	0
3.832	1	35	384	3	18	20	4904	0	0
3.833	1	37	384	4	20	26	7708	0	0
3.834	1	38	384	5	8	22	5861	0	0
3.835	1	39	384	6	2	26	7708	0	0
3.903	1	13	391	4	33	12	2481	0	0
3.904	1	7	391	5	30	16	3822	0	0
3.905	1	10	391	6	28	22	5861	0	0
3.906	1	30	391	7	29	12	2481	0	0
3.907	1	42	391	8	9	16	3822	0	0
3.908	1	18	391	9	25	14	3182	0	0
3.909	1	15	391	10	32	14	3182	0	0
3.91	1	11	392	1	22	8	1764	0	0
3.911	1	17	392	2	24	24	6882	0	0
3.912	1	41	392	3	11	18	4107	0	0
3.913	1	32	392	4	15	24	6882	0	0
3.914	1	19	392	5	26	24	6882	0	0
3.915	1	40	392	6	13	20	4904	0	0
3.916	1	6	392	7	27	14	3182	0	0
3.917	1	43	392	8	7	18	4107	0	0
3.918	1	50	392	9	17	14	3182	0	0
3.919	1	48	392	10	19	14	3182	0	0
3.92	1	31	393	1	4	12	2481	0	0
3.921	1	46	393	2	10	12	2481	0	0
3.922	1	49	393	3	3	10	1980	0	0
3.923	1	47	393	4	1	24	6882	0	0
3.924	1	44	393	5	14	8	1764	0	0
3.925	1	5	393	6	21	12	2481	0	0
3.926	1	12	393	7	31	8	1764	0	0
3.927	1	16	393	8	23	8	1764	0	0
3.928	1	33	393	9	12	24	6882	0	0
3.929	1	45	393	10	6	6	1287	0	0
3.93	1	36	394	1	5	26	7708	0	0
3.931	1	34	394	2	16	14	3182	0	0
3.932	1	35	394	3	18	20	4904	0	0
3.933	1	37	394	4	20	26	7708	0	0
3.934	1	38	394	5	8	22	5861	0	0
3.935	1	39	394	6	2	26	7708	0	0
3.936	1	37	394	7	20	26	7708	0	0
3.937	1	38	394	8	8	22	5861	0	0
4.003	1	7	401	4	30	16	3822	0	0
4.004	1	13	401	5	33	12	2481	0	0
4.005	1	10	401	6	28	22	5861	0	0
4.006	1	42	401	7	9	16	3822	0	0
4.007	1	30	401	8	29	12	2481	0	0
4.008	1	18	401	9	25	14	3182	0	0
4.009	1	15	401	10	32	14	3182	0	0
4.01	1	17	402	1	24	24	6882	0	0
4.011	1	41	402	2	11	18	4107	0	0
4.012	1	11	402	3	22	8	1764	0	0
4.013	1	32	402	4	15	24	6882	0	0
4.014	1	19	402	5	26	24	6882	0	0
4.015	1	40	402	6	13	20	4904	0	0
4.016	1	6	402	7	27	14	3182	0	0
4.017	1	43	402	8	7	18	4107	0	0
4.018	1	50	402	9	17	14	3182	0	0
4.019	1	48	402	10	19	14	3182	0	0
4.02	1	31	403	1	4	12	2481	0	0
4.021	1	46	403	2	10	12	2481	0	0
4.022	1	49	403	3	3	10	1980	0	0
4.023	1	5	403	4	21	12	2481	0	0
4.024	1	44	403	5	14	8	1764	0	0
4.025	1	12	403	6	31	8	1764	0	0
4.026	1	33	403	7	12	24	6882	0	0
4.027	1	16	403	8	23	8	1764	0	0
4.028	1	45	403	9	6	6	1287	0	0
4.029	1	36	403	10	5	26	7708	0	0
4.03	1	47	404	1	1	22	5861	0	0
4.031	1	34	404	2	16	14	3182	0	0
4.032	1	35	404	3	18	20	4904	0	0
4.033	1	39	404	4	2	26	7708	0	0
4.034	1	37	404	5	20	26	7708	0	0
4.035	1	38	404	6	8	22	5861	0	0
4.036	1	39	404	7	2	26	7708	0	0
4.103	1	7	411	4	30	16	3822	0	0
4.104	1	13	411	5	33	12	2481	0	0
4.105	1	10	411	6	28	22	5861	0	0
4.106	1	42	411	7	9	16	3822	0	0
4.107	1	30	411	8	29	12	2481	0	0
4.108	1	18	411	9	25	14	3182	0	0
4.109	1	15	411	10	32	14	3182	0	0
4.11	1	17	412	1	24	24	6882	0	0
4.111	1	41	412	2	11	18	4107	0	0
4.112	1	32	412	3	15	24	6882	0	0
4.113	1	11	412	4	22	8	1764	0	0
4.114	1	19	412	5	26	24	6882	0	0
4.115	1	40	412	6	13	20	4904	0	0
4.116	1	6	412	7	27	14	3182	0	0
4.117	1	43	412	8	7	18	4107	0	0
4.118	1	50	412	9	17	14	3182	0	0
4.119	1	48	412	10	19	14	3182	0	0
4.12	1	31	413	1	4	12	2481	0	0
4.121	1	46	413	2	10	12	2481	0	0
4.122	1	49	413	3	3	10	1980	0	0
4.123	1	5	413	4	21	12	2481	0	0
4.124	1	44	413	5	14	8	1764	0	0
4.125	1	33	413	6	12	24	6882	0	0
4.126	1	12	413	7	31	8	1764	0	0
4.127	1	16	413	8	23	8	1764	0	0
4.128	1	36	413	9	5	26	7708	0	0
4.129	1	47	413	10	1	22	5861	0	0
4.13	1	34	414	1	16	14	3182	0	0
4.131	1	35	414	2	18	20	4904	0	0
4.132	1	38	414	3	8	22	5861	0	0
4.133	1	37	414	4	20	24	6882	0	0
4.134	1	45	414	5	6	4	903	0	0
4.135	1	39	414	6	2	26	7708	0	0
4.136	1	34	414	7	16	14	3182	0	0
4.137	1	38	414	8	8	22	5861	0	0
4.138	1	37	414	9	20	24	6882	0	0
4.139	1	45	414	10	6	4	903	0	0
4.203	1	7	421	4	30	16	3822	0	0
4.204	1	10	421	5	28	22	5861	0	0
4.205	1	13	421	6	33	12	2481	0	0
4.206	1	42	421	7	9	16	3822	0	0
4.207	1	30	421	8	29	12	2481	0	0
4.208	1	18	421	9	25	14	3182	0	0
4.209	1	15	421	10	32	14	3182	0	0
4.21	1	17	422	1	24	24	6882	0	0
4.211	1	41	422	2	11	18	4107	0	0
4.212	1	32	422	3	15	24	6882	0	0
4.213	1	19	422	4	26	24	6882	0	0
4.214	1	40	422	5	13	20	4904	0	0
4.215	1	11	422	6	22	8	1764	0	0
4.216	1	6	422	7	27	14	3182	0	0
4.217	1	43	422	8	7	18	4107	0	0
4.218	1	50	422	9	17	14	3182	0	0
4.219	1	48	422	10	19	14	3182	0	0
4.22	1	31	423	1	4	12	2481	0	0
4.221	1	46	423	2	10	12	2481	0	0
4.222	1	49	423	3	3	10	1980	0	0
4.223	1	5	423	4	21	12	2481	0	0
4.224	1	33	423	5	12	24	6882	0	0
4.225	1	44	423	6	14	8	1764	0	0
4.226	1	12	423	7	31	8	1764	0	0
4.227	1	47	423	8	1	22	5861	0	0
4.228	1	36	423	9	5	26	7708	0	0
4.229	1	16	423	10	23	8	1764	0	0
4.23	1	35	424	1	18	20	4904	0	0
4.231	1	39	424	2	2	26	7708	0	0
4.232	1	34	424	3	16	14	3182	0	0
4.233	1	38	424	4	8	22	5861	0	0
4.234	1	37	424	5	20	24	6882	0	0
4.235	1	45	424	6	6	4	903	0	0
4.236	1	36	424	7	5	26	7708	0	0
4.237	1	35	424	8	18	20	4904	0	0
4.238	1	39	424	9	2	26	7708	0	0
4.239	1	34	424	10	16	14	3182	0	0
4.24	1	38	425	1	8	22	5861	0	0
4.241	1	37	425	2	20	24	6882	0	0
4.242	1	45	425	3	6	4	903	0	0
4.303	1	46	431	4	10	14	3182	0	0
4.304	1	7	431	5	30	16	3822	0	0
4.305	1	10	431	6	28	22	5861	0	0
4.306	1	42	431	7	9	16	3822	0	0
4.307	1	13	431	8	33	12	2481	0	0
4.308	1	30	431	9	29	12	2481	0	0
4.309	1	18	431	10	25	14	3182	0	0
4.31	1	15	432	1	32	14	3182	0	0
4.311	1	17	432	2	24	24	6882	0	0
4.312	1	41	432	3	11	18	4107	0	0
4.313	1	32	432	4	15	24	6882	0	0
4.314	1	19	432	5	26	24	6882	0	0
4.315	1	40	432	6	13	20	4904	0	0
4.316	1	6	432	7	27	14	3182	0	0
4.317	1	43	432	8	7	18	4107	0	0
4.318	1	11	432	9	22	8	1764	0	0
4.319	1	50	432	10	17	14	3182	0	0
4.32	1	48	433	1	19	14	3182	0	0
4.321	1	31	433	2	4	12	2481	0	0
4.322	1	49	433	3	3	10	1980	0	0
4.323	1	5	433	4	21	12	2481	0	0
4.324	1	33	433	5	12	24	6882	0	0
4.325	1	47	433	6	1	22	5861	0	0
4.326	1	44	433	7	14	8	1764	0	0
4.327	1	12	433	8	31	8	1764	0	0
4.328	1	16	433	9	23	8	1764	0	0
4.329	1	35	433	10	18	20	4904	0	0
4.33	1	39	434	1	2	26	7708	0	0
4.331	1	36	434	2	5	24	6882	0	0
4.332	1	34	434	3	16	14	3182	0	0
4.333	1	38	434	4	8	22	5861	0	0
4.334	1	37	434	5	20	24	6882	0	0
4.335	1	45	434	6	6	4	903	0	0
4.336	1	35	434	7	18	20	4904	0	0
4.337	1	34	434	8	16	14	3182	0	0
4.338	1	45	434	9	6	4	903	0	0
4.403	1	46	441	4	10	14	3182	0	0
4.404	1	7	441	5	30	16	3822	0	0
4.405	1	10	441	6	28	22	5861	0	0
4.406	1	42	441	7	9	16	3822	0	0
4.407	1	13	441	8	33	12	2481	0	0
4.408	1	30	441	9	29	12	2481	0	0
4.409	1	18	441	10	25	14	3182	0	0
4.41	1	15	442	1	32	14	3182	0	0
4.411	1	17	442	2	24	24	6882	0	0
4.412	1	41	442	3	11	18	4107	0	0
4.413	1	32	442	4	15	24	6882	0	0
4.414	1	19	442	5	26	24	6882	0	0
4.415	1	40	442	6	13	20	4904	0	0
4.416	1	6	442	7	27	14	3182	0	0
4.417	1	43	442	8	7	18	4107	0	0
4.418	1	50	442	9	17	14	3182	0	0
4.419	1	48	442	10	19	14	3182	0	0
4.42	1	11	443	1	22	8	1764	0	0
4.421	1	31	443	2	4	12	2481	0	0
4.422	1	49	443	3	3	10	1980	0	0
4.423	1	5	443	4	21	12	2481	0	0
4.424	1	47	443	5	1	22	5861	0	0
4.425	1	44	443	6	14	8	1764	0	0
4.426	1	12	443	7	31	8	1764	0	0
4.427	1	16	443	8	23	8	1764	0	0
4.428	1	33	443	9	12	22	5861	0	0
4.429	1	39	443	10	2	26	7708	0	0
4.43	1	36	444	1	5	24	6882	0	0
4.431	1	38	444	2	8	22	5861	0	0
4.432	1	37	444	3	20	24	6882	0	0
4.433	1	35	444	4	18	20	4904	0	0
4.434	1	34	444	5	16	14	3182	0	0
4.435	1	45	444	6	6	4	903	0	0
4.436	1	39	444	7	2	26	7708	0	0
4.437	1	36	444	8	5	24	6882	0	0
4.438	1	38	444	9	8	22	5861	0	0
4.439	1	37	444	10	20	24	6882	0	0
4.44	1	35	445	1	18	20	4904	0	0
4.441	1	34	445	2	16	14	3182	0	0
4.442	1	45	445	3	6	4	903	0	0
4.503	1	7	451	4	30	16	3822	0	0
4.504	1	46	451	5	10	14	3182	0	0
4.505	1	10	451	6	28	22	5861	0	0
4.506	1	42	451	7	9	16	3822	0	0
4.507	1	13	451	8	33	12	2481	0	0
4.508	1	30	451	9	29	12	2481	0	0
4.509	1	18	451	10	25	14	3182	0	0
4.51	1	15	452	1	32	14	3182	0	0
4.511	1	41	452	2	11	18	4107	0	0
4.512	1	32	452	3	15	24	6882	0	0
4.513	1	19	452	4	26	24	6882	0	0
4.514	1	40	452	5	13	20	4904	0	0
4.515	1	6	452	6	27	14	3182	0	0
4.516	1	43	452	7	7	18	4107	0	0
4.517	1	50	452	8	17	14	3182	0	0
4.518	1	48	452	9	19	14	3182	0	0
4.519	1	31	452	10	4	12	2481	0	0
4.52	1	11	453	1	22	8	1764	0	0
4.521	1	49	453	2	3	10	1980	0	0
4.522	1	5	453	3	21	12	2481	0	0
4.523	1	47	453	4	1	22	5861	0	0
