% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
4.524	1	17	453	5	24	22	5861	0	0
4.525	1	44	453	6	14	8	1764	0	0
4.526	1	12	453	7	31	8	1764	0	0
4.527	1	16	453	8	23	8	1764	0	0
4.528	1	33	453	9	12	22	5861	0	0
4.529	1	36	453	10	5	24	6882	0	0
4.53	1	38	454	1	8	22	5861	0	0
4.531	1	37	454	2	20	24	6882	0	0
4.532	1	39	454	3	2	24	6882	0	0
4.533	1	35	454	4	18	20	4904	0	0
4.534	1	34	454	5	16	14	3182	0	0
4.535	1	45	454	6	6	4	903	0	0
4.536	1	33	454	7	12	22	5861	0	0
4.537	1	45	454	8	6	4	903	0	0
4.603	1	7	461	4	30	16	3822	0	0
4.604	1	46	461	5	10	14	3182	0	0
4.605	1	10	461	6	28	22	5861	0	0
4.606	1	42	461	7	9	16	3822	0	0
4.607	1	13	461	8	33	12	2481	0	0
4.608	1	30	461	9	29	12	2481	0	0
4.609	1	18	461	10	25	14	3182	0	0
4.61	1	15	462	1	32	14	3182	0	0
4.611	1	41	462	2	11	18	4107	0	0
4.612	1	32	462	3	15	24	6882	0	0
4.613	1	19	462	4	26	24	6882	0	0
4.614	1	40	462	5	13	20	4904	0	0
4.615	1	6	462	6	27	14	3182	0	0
4.616	1	43	462	7	7	18	4107	0	0
4.617	1	50	462	8	17	14	3182	0	0
4.618	1	48	462	9	19	14	3182	0	0
4.619	1	31	462	10	4	12	2481	0	0
4.62	1	49	463	1	3	10	1980	0	0
4.621	1	47	463	2	1	22	5861	0	0
4.622	1	5	463	3	21	12	2481	0	0
4.623	1	11	463	4	22	8	1764	0	0
4.624	1	17	463	5	24	22	5861	0	0
4.625	1	44	463	6	14	8	1764	0	0
4.626	1	12	463	7	31	8	1764	0	0
4.627	1	16	463	8	23	8	1764	0	0
4.628	1	38	463	9	8	22	5861	0	0
4.629	1	36	463	10	5	24	6882	0	0
4.63	1	37	464	1	20	24	6882	0	0
4.631	1	39	464	2	2	24	6882	0	0
4.632	1	35	464	3	18	20	4904	0	0
4.633	1	34	464	4	16	14	3182	0	0
4.634	1	33	464	5	12	22	5861	0	0
4.635	1	45	464	6	6	4	903	0	0
4.636	1	38	464	7	8	22	5861	0	0
4.637	1	36	464	8	5	24	6882	0	0
4.638	1	37	464	9	20	24	6882	0	0
4.639	1	39	464	10	2	24	6882	0	0
4.64	1	45	465	1	6	4	903	0	0
4.703	1	7	471	4	30	16	3822	0	0
4.704	1	46	471	5	10	14	3182	0	0
4.705	1	10	471	6	28	22	5861	0	0
4.706	1	42	471	7	9	16	3822	0	0
4.707	1	13	471	8	33	12	2481	0	0
4.708	1	30	471	9	29	12	2481	0	0
4.709	1	18	471	10	25	14	3182	0	0
4.71	1	15	472	1	32	14	3182	0	0
4.711	1	41	472	2	11	18	4107	0	0
4.712	1	32	472	3	15	24	6882	0	0
4.713	1	19	472	4	26	24	6882	0	0
4.714	1	40	472	5	13	20	4904	0	0
4.715	1	44	472	6	14	10	1980	0	0
4.716	1	6	472	7	27	14	3182	0	0
4.717	1	43	472	8	7	18	4107	0	0
4.718	1	50	472	9	17	14	3182	0	0
4.719	1	48	472	10	19	14	3182	0	0
4.72	1	31	473	1	4	12	2481	0	0
4.721	1	47	473	2	1	22	5861	0	0
4.722	1	49	473	3	3	10	1980	0	0
4.723	1	5	473	4	21	12	2481	0	0
4.724	1	17	473	5	24	22	5861	0	0
4.725	1	11	473	6	22	8	1764	0	0
4.726	1	12	473	7	31	8	1764	0	0
4.727	1	16	473	8	23	8	1764	0	0
4.728	1	35	473	9	18	20	4904	0	0
4.729	1	34	473	10	16	14	3182	0	0
4.73	1	33	474	1	12	22	5861	0	0
4.731	1	38	474	2	8	22	5861	0	0
4.732	1	36	474	3	5	24	6882	0	0
4.733	1	37	474	4	20	24	6882	0	0
4.734	1	39	474	5	2	24	6882	0	0
4.735	1	45	474	6	6	4	903	0	0
4.736	1	35	474	7	18	20	4904	0	0
4.737	1	38	474	8	8	22	5861	0	0
4.738	1	36	474	9	5	24	6882	0	0
4.739	1	37	474	10	20	24	6882	0	0
4.74	1	39	475	1	2	24	6882	0	0
4.741	1	45	475	2	6	4	903	0	0
4.803	1	7	481	4	30	16	3822	0	0
4.804	1	10	481	5	28	22	5861	0	0
4.805	1	46	481	6	10	14	3182	0	0
4.806	1	42	481	7	9	16	3822	0	0
4.807	1	13	481	8	33	12	2481	0	0
4.808	1	30	481	9	29	12	2481	0	0
4.809	1	18	481	10	25	14	3182	0	0
4.81	1	15	482	1	32	14	3182	0	0
4.811	1	41	482	2	11	18	4107	0	0
4.812	1	32	482	3	15	24	6882	0	0
4.813	1	19	482	4	26	24	6882	0	0
4.814	1	40	482	5	13	20	4904	0	0
4.815	1	44	482	6	14	10	1980	0	0
4.816	1	6	482	7	27	14	3182	0	0
4.817	1	43	482	8	7	18	4107	0	0
4.818	1	50	482	9	17	14	3182	0	0
4.819	1	48	482	10	19	14	3182	0	0
4.82	1	47	483	1	1	22	5861	0	0
4.821	1	31	483	2	4	12	2481	0	0
4.822	1	49	483	3	3	10	1980	0	0
4.823	1	17	483	4	24	22	5861	0	0
4.824	1	5	483	5	21	12	2481	0	0
4.825	1	11	483	6	22	8	1764	0	0
4.826	1	12	483	7	31	8	1764	0	0
4.827	1	16	483	8	23	8	1764	0	0
4.828	1	34	483	9	16	14	3182	0	0
4.829	1	33	483	10	12	22	5861	0	0
4.83	1	35	484	1	18	20	4904	0	0
4.831	1	38	484	2	8	22	5861	0	0
4.832	1	36	484	3	5	24	6882	0	0
4.833	1	37	484	4	20	24	6882	0	0
4.834	1	39	484	5	2	24	6882	0	0
4.835	1	45	484	6	6	4	903	0	0
4.836	1	34	484	7	16	14	3182	0	0
4.837	1	35	484	8	18	20	4904	0	0
4.838	1	38	484	9	8	22	5861	0	0
4.839	1	36	484	10	5	24	6882	0	0
4.84	1	37	485	1	20	24	6882	0	0
4.841	1	39	485	2	2	24	6882	0	0
4.842	1	45	485	3	6	4	903	0	0
4.903	1	7	491	4	30	16	3822	0	0
4.904	1	10	491	5	28	22	5861	0	0
4.905	1	42	491	6	9	16	3822	0	0
4.906	1	46	491	7	10	14	3182	0	0
4.907	1	13	491	8	33	12	2481	0	0
4.908	1	30	491	9	29	12	2481	0	0
4.909	1	18	491	10	25	14	3182	0	0
4.91	1	15	492	1	32	14	3182	0	0
4.911	1	41	492	2	11	18	4107	0	0
4.912	1	32	492	3	15	24	6882	0	0
4.913	1	19	492	4	26	24	6882	0	0
4.914	1	40	492	5	13	20	4904	0	0
4.915	1	44	492	6	14	10	1980	0	0
4.916	1	6	492	7	27	14	3182	0	0
4.917	1	43	492	8	7	18	4107	0	0
4.918	1	50	492	9	17	14	3182	0	0
4.919	1	48	492	10	19	14	3182	0	0
4.92	1	47	493	1	1	22	5861	0	0
4.921	1	31	493	2	4	12	2481	0	0
4.922	1	17	493	3	24	22	5861	0	0
4.923	1	49	493	4	3	10	1980	0	0
4.924	1	5	493	5	21	12	2481	0	0
4.925	1	11	493	6	22	8	1764	0	0
4.926	1	12	493	7	31	8	1764	0	0
4.927	1	16	493	8	23	8	1764	0	0
4.928	1	33	493	9	12	22	5861	0	0
4.929	1	34	493	10	16	14	3182	0	0
4.93	1	35	494	1	18	20	4904	0	0
4.931	1	38	494	2	8	22	5861	0	0
4.932	1	36	494	3	5	24	6882	0	0
4.933	1	37	494	4	20	24	6882	0	0
4.934	1	39	494	5	2	24	6882	0	0
4.935	1	45	494	6	6	4	903	0	0
4.936	1	34	494	7	16	14	3182	0	0
4.937	1	35	494	8	18	20	4904	0	0
4.938	1	38	494	9	8	22	5861	0	0
4.939	1	36	494	10	5	24	6882	0	0
4.94	1	37	495	1	20	24	6882	0	0
4.941	1	39	495	2	2	24	6882	0	0
4.942	1	45	495	3	6	4	903	0	0
5.003	1	7	501	4	30	18	4107	0	0
5.004	1	10	501	5	28	22	5861	0	0
5.005	1	42	501	6	9	16	3822	0	0
5.006	1	46	501	7	10	14	3182	0	0
5.007	1	13	501	8	33	12	2481	0	0
5.008	1	30	501	9	29	12	2481	0	0
5.009	1	18	501	10	25	14	3182	0	0
5.01	1	15	502	1	32	14	3182	0	0
5.011	1	41	502	2	11	18	4107	0	0
5.012	1	32	502	3	15	24	6882	0	0
5.013	1	19	502	4	26	24	6882	0	0
5.014	1	40	502	5	13	20	4904	0	0
5.015	1	44	502	6	14	10	1980	0	0
5.016	1	6	502	7	27	14	3182	0	0
5.017	1	43	502	8	7	18	4107	0	0
5.018	1	50	502	9	17	14	3182	0	0
5.019	1	48	502	10	19	14	3182	0	0
5.02	1	47	503	1	1	22	5861	0	0
5.021	1	31	503	2	4	12	2481	0	0
5.022	1	17	503	3	24	22	5861	0	0
5.023	1	49	503	4	3	10	1980	0	0
5.024	1	5	503	5	21	12	2481	0	0
5.025	1	11	503	6	22	8	1764	0	0
5.026	1	33	503	7	12	22	5861	0	0
5.027	1	12	503	8	31	8	1764	0	0
5.028	1	16	503	9	23	8	1764	0	0
5.029	1	34	503	10	16	14	3182	0	0
5.03	1	35	504	1	18	20	4904	0	0
5.031	1	38	504	2	8	22	5861	0	0
5.032	1	36	504	3	5	24	6882	0	0
5.033	1	37	504	4	20	24	6882	0	0
5.034	1	39	504	5	2	24	6882	0	0
5.035	1	45	504	6	6	4	903	0	0
5.036	1	34	504	7	16	14	3182	0	0
5.037	1	35	504	8	18	20	4904	0	0
5.038	1	45	504	9	6	4	903	0	0
5.103	1	7	511	4	30	18	4107	0	0
5.104	1	10	511	5	28	22	5861	0	0
5.105	1	42	511	6	9	16	3822	0	0
5.106	1	46	511	7	10	14	3182	0	0
5.107	1	13	511	8	33	12	2481	0	0
5.108	1	30	511	9	29	12	2481	0	0
5.109	1	18	511	10	25	14	3182	0	0
5.11	1	15	512	1	32	14	3182	0	0
5.111	1	41	512	2	11	18	4107	0	0
5.112	1	32	512	3	15	24	6882	0	0
5.113	1	19	512	4	26	24	6882	0	0
5.114	1	40	512	5	13	20	4904	0	0
5.115	1	44	512	6	14	10	1980	0	0
5.116	1	6	512	7	27	14	3182	0	0
5.117	1	43	512	8	7	18	4107	0	0
5.118	1	50	512	9	17	14	3182	0	0
5.119	1	47	512	10	1	22	5861	0	0
5.12	1	48	513	1	19	14	3182	0	0
5.121	1	17	513	2	24	22	5861	0	0
5.122	1	31	513	3	4	12	2481	0	0
5.123	1	49	513	4	3	10	1980	0	0
5.124	1	5	513	5	21	12	2481	0	0
5.125	1	33	513	6	12	22	5861	0	0
5.126	1	11	513	7	22	8	1764	0	0
5.127	1	12	513	8	31	8	1764	0	0
5.128	1	16	513	9	23	8	1764	0	0
5.129	1	38	513	10	8	22	5861	0	0
5.13	1	36	514	1	5	24	6882	0	0
5.131	1	37	514	2	20	24	6882	0	0
5.132	1	39	514	3	2	24	6882	0	0
5.133	1	34	514	4	16	14	3182	0	0
5.134	1	35	514	5	18	20	4904	0	0
5.135	1	45	514	6	6	4	903	0	0
5.136	1	38	514	7	8	22	5861	0	0
5.137	1	36	514	8	5	24	6882	0	0
5.138	1	37	514	9	20	24	6882	0	0
5.139	1	39	514	10	2	24	6882	0	0
5.14	1	35	515	1	18	20	4904	0	0
5.141	1	45	515	2	6	4	903	0	0
5.203	1	7	521	4	30	18	4107	0	0
5.204	1	10	521	5	28	22	5861	0	0
5.205	1	42	521	6	9	16	3822	0	0
5.206	1	46	521	7	10	14	3182	0	0
5.207	1	13	521	8	33	12	2481	0	0
5.208	1	30	521	9	29	12	2481	0	0
5.209	1	18	521	10	25	14	3182	0	0
5.21	1	15	522	1	32	14	3182	0	0
5.211	1	41	522	2	11	18	4107	0	0
5.212	1	32	522	3	15	24	6882	0	0
5.213	1	19	522	4	26	24	6882	0	0
5.214	1	40	522	5	13	20	4904	0	0
5.215	1	44	522	6	14	10	1980	0	0
5.216	1	6	522	7	27	14	3182	0	0
5.217	1	43	522	8	7	18	4107	0	0
5.218	1	50	522	9	17	14	3182	0	0
5.219	1	47	522	10	1	22	5861	0	0
5.22	1	48	523	1	19	14	3182	0	0
5.221	1	17	523	2	24	22	5861	0	0
5.222	1	31	523	3	4	12	2481	0	0
5.223	1	49	523	4	3	10	1980	0	0
5.224	1	33	523	5	12	22	5861	0	0
5.225	1	11	523	6	22	8	1764	0	0
5.226	1	12	523	7	31	8	1764	0	0
5.227	1	16	523	8	23	8	1764	0	0
5.228	1	5	523	9	21	10	1980	0	0
5.229	1	34	523	10	16	14	3182	0	0
5.23	1	38	524	1	8	22	5861	0	0
5.231	1	36	524	2	5	24	6882	0	0
5.232	1	37	524	3	20	24	6882	0	0
5.233	1	39	524	4	2	24	6882	0	0
5.234	1	35	524	5	18	20	4904	0	0
5.235	1	45	524	6	6	4	903	0	0
5.236	1	33	524	7	12	22	5861	0	0
5.237	1	34	524	8	16	14	3182	0	0
5.238	1	38	524	9	8	22	5861	0	0
5.239	1	36	524	10	5	24	6882	0	0
5.24	1	37	525	1	20	24	6882	0	0
5.241	1	35	525	2	18	20	4904	0	0
5.242	1	45	525	3	6	4	903	0	0
5.303	1	10	531	4	28	22	5861	0	0
5.304	1	7	531	5	30	18	4107	0	0
5.305	1	42	531	6	9	16	3822	0	0
5.306	1	17	531	7	24	24	6882	0	0
5.307	1	46	531	8	10	14	3182	0	0
5.308	1	13	531	9	33	12	2481	0	0
5.309	1	30	531	10	29	12	2481	0	0
5.31	1	18	532	1	25	14	3182	0	0
5.311	1	15	532	2	32	14	3182	0	0
5.312	1	41	532	3	11	18	4107	0	0
5.313	1	32	532	4	15	24	6882	0	0
5.314	1	19	532	5	26	24	6882	0	0
5.315	1	40	532	6	13	20	4904	0	0
5.316	1	44	532	7	14	10	1980	0	0
5.317	1	6	532	8	27	14	3182	0	0
5.318	1	43	532	9	7	18	4107	0	0
5.319	1	47	532	10	1	22	5861	0	0
5.32	1	50	533	1	17	14	3182	0	0
5.321	1	48	533	2	19	14	3182	0	0
5.322	1	31	533	3	4	12	2481	0	0
5.323	1	49	533	4	3	10	1980	0	0
5.324	1	11	533	5	22	8	1764	0	0
5.325	1	12	533	6	31	8	1764	0	0
5.326	1	16	533	7	23	8	1764	0	0
5.327	1	5	533	8	21	10	1980	0	0
5.328	1	39	533	9	2	24	6882	0	0
5.329	1	33	533	10	12	22	5861	0	0
5.33	1	34	534	1	16	14	3182	0	0
5.331	1	38	534	2	8	22	5861	0	0
5.332	1	36	534	3	5	24	6882	0	0
5.333	1	37	534	4	20	24	6882	0	0
5.334	1	35	534	5	18	20	4904	0	0
5.335	1	45	534	6	6	4	903	0	0
5.336	1	39	534	7	2	24	6882	0	0
5.337	1	34	534	8	16	14	3182	0	0
5.338	1	38	534	9	8	22	5861	0	0
5.339	1	36	534	10	5	24	6882	0	0
5.34	1	37	535	1	20	24	6882	0	0
5.341	1	35	535	2	18	20	4904	0	0
5.342	1	45	535	3	6	4	903	0	0
5.403	1	10	541	4	28	22	5861	0	0
5.404	1	42	541	5	9	16	3822	0	0
5.405	1	7	541	6	30	18	4107	0	0
5.406	1	17	541	7	24	24	6882	0	0
5.407	1	46	541	8	10	14	3182	0	0
5.408	1	13	541	9	33	12	2481	0	0
5.409	1	30	541	10	29	12	2481	0	0
5.41	1	18	542	1	25	14	3182	0	0
5.411	1	15	542	2	32	14	3182	0	0
5.412	1	41	542	3	11	18	4107	0	0
5.413	1	32	542	4	15	24	6882	0	0
5.414	1	40	542	5	13	20	4904	0	0
5.415	1	6	542	6	27	14	3182	0	0
5.416	1	43	542	7	7	18	4107	0	0
5.417	1	47	542	8	1	22	5861	0	0
5.418	1	50	542	9	17	14	3182	0	0
5.419	1	48	542	10	19	14	3182	0	0
5.42	1	31	543	1	4	12	2481	0	0
5.421	1	49	543	2	3	10	1980	0	0
5.422	1	11	543	3	22	8	1764	0	0
5.423	1	19	543	4	26	22	5861	0	0
5.424	1	12	543	5	31	8	1764	0	0
5.425	1	16	543	6	23	8	1764	0	0
5.426	1	44	543	7	14	8	1764	0	0
5.427	1	5	543	8	21	10	1980	0	0
5.428	1	33	543	9	12	22	5861	0	0
5.429	1	39	543	10	2	24	6882	0	0
5.43	1	36	544	1	5	26	7708	0	0
5.431	1	34	544	2	16	14	3182	0	0
5.432	1	38	544	3	8	22	5861	0	0
5.433	1	37	544	4	20	24	6882	0	0
5.434	1	35	544	5	18	20	4904	0	0
5.435	1	45	544	6	6	4	903	0	0
5.436	1	45	544	7	6	4	903	0	0
5.503	1	10	551	4	28	22	5861	0	0
5.504	1	42	551	5	9	16	3822	0	0
5.505	1	7	551	6	30	18	4107	0	0
5.506	1	17	551	7	24	24	6882	0	0
5.507	1	46	551	8	10	14	3182	0	0
5.508	1	13	551	9	33	12	2481	0	0
5.509	1	30	551	10	29	12	2481	0	0
5.51	1	18	552	1	25	14	3182	0	0
5.511	1	15	552	2	32	14	3182	0	0
5.512	1	41	552	3	11	18	4107	0	0
5.513	1	32	552	4	15	24	6882	0	0
5.514	1	40	552	5	13	20	4904	0	0
5.515	1	6	552	6	27	14	3182	0	0
5.516	1	47	552	7	1	22	5861	0	0
5.517	1	43	552	8	7	18	4107	0	0
5.518	1	50	552	9	17	14	3182	0	0
5.519	1	48	552	10	19	14	3182	0	0
5.52	1	31	553	1	4	12	2481	0	0
5.521	1	49	553	2	3	10	1980	0	0
5.522	1	19	553	3	26	22	5861	0	0
5.523	1	11	553	4	22	8	1764	0	0
5.524	1	12	553	5	31	8	1764	0	0
5.525	1	16	553	6	23	8	1764	0	0
5.526	1	5	553	7	21	10	1980	0	0
5.527	1	44	553	8	14	8	1764	0	0
5.528	1	33	553	9	12	22	5861	0	0
5.529	1	39	553	10	2	24	6882	0	0
5.53	1	36	554	1	5	26	7708	0	0
5.531	1	34	554	2	16	14	3182	0	0
5.532	1	38	554	3	8	22	5861	0	0
5.533	1	37	554	4	20	24	6882	0	0
5.534	1	35	554	5	18	20	4904	0	0
5.535	1	45	554	6	6	4	903	0	0
5.536	1	39	554	7	2	24	6882	0	0
5.537	1	34	554	8	16	14	3182	0	0
5.538	1	38	554	9	8	22	5861	0	0
5.539	1	37	554	10	20	24	6882	0	0
5.54	1	35	555	1	18	20	4904	0	0
5.541	1	45	555	2	6	4	903	0	0
5.603	1	10	561	4	28	22	5861	0	0
5.604	1	42	561	5	9	16	3822	0	0
5.605	1	7	561	6	30	18	4107	0	0
5.606	1	17	561	7	24	24	6882	0	0
5.607	1	46	561	8	10	14	3182	0	0
5.608	1	13	561	9	33	12	2481	0	0
5.609	1	30	561	10	29	12	2481	0	0
5.61	1	18	562	1	25	14	3182	0	0
5.611	1	15	562	2	32	14	3182	0	0
5.612	1	41	562	3	11	18	4107	0	0
5.613	1	32	562	4	15	24	6882	0	0
5.614	1	40	562	5	13	20	4904	0	0
5.615	1	6	562	6	27	14	3182	0	0
5.616	1	47	562	7	1	22	5861	0	0
5.617	1	43	562	8	7	18	4107	0	0
5.618	1	50	562	9	17	14	3182	0	0
5.619	1	48	562	10	19	14	3182	0	0
5.62	1	31	563	1	4	12	2481	0	0
5.621	1	19	563	2	26	22	5861	0	0
5.622	1	49	563	3	3	10	1980	0	0
5.623	1	11	563	4	22	8	1764	0	0
5.624	1	33	563	5	12	24	6882	0	0
5.625	1	12	563	6	31	8	1764	0	0
5.626	1	5	563	7	21	10	1980	0	0
5.627	1	16	563	8	23	8	1764	0	0
5.628	1	44	563	9	14	8	1764	0	0
5.629	1	36	563	10	5	26	7708	0	0
5.63	1	39	564	1	2	24	6882	0	0
5.631	1	34	564	2	16	14	3182	0	0
5.632	1	38	564	3	8	22	5861	0	0
5.633	1	37	564	4	20	24	6882	0	0
5.634	1	35	564	5	18	20	4904	0	0
5.635	1	45	564	6	6	4	903	0	0
5.636	1	36	564	7	5	26	7708	0	0
5.637	1	39	564	8	2	24	6882	0	0
5.638	1	34	564	9	16	14	3182	0	0
5.639	1	38	564	10	8	22	5861	0	0
5.64	1	37	565	1	20	24	6882	0	0
5.641	1	35	565	2	18	20	4904	0	0
5.642	1	45	565	3	6	4	903	0	0
5.703	1	10	571	4	28	22	5861	0	0
5.704	1	42	571	5	9	16	3822	0	0
5.705	1	7	571	6	30	18	4107	0	0
5.706	1	17	571	7	24	24	6882	0	0
5.707	1	46	571	8	10	14	3182	0	0
5.708	1	13	571	9	33	12	2481	0	0
5.709	1	30	571	10	29	12	2481	0	0
5.71	1	18	572	1	25	14	3182	0	0
5.711	1	15	572	2	32	14	3182	0	0
5.712	1	41	572	3	11	18	4107	0	0
5.713	1	32	572	4	15	24	6882	0	0
5.714	1	40	572	5	13	20	4904	0	0
5.715	1	47	572	6	1	22	5861	0	0
5.716	1	6	572	7	27	14	3182	0	0
5.717	1	43	572	8	7	18	4107	0	0
5.718	1	50	572	9	17	14	3182	0	0
5.719	1	48	572	10	19	14	3182	0	0
5.72	1	31	573	1	4	12	2481	0	0
5.721	1	19	573	2	26	22	5861	0	0
5.722	1	33	573	3	12	24	6882	0	0
5.723	1	49	573	4	3	10	1980	0	0
5.724	1	11	573	5	22	8	1764	0	0
5.725	1	5	573	6	21	10	1980	0	0
5.726	1	12	573	7	31	8	1764	0	0
5.727	1	16	573	8	23	8	1764	0	0
5.728	1	44	573	9	14	8	1764	0	0
5.729	1	36	573	10	5	26	7708	0	0
5.73	1	39	574	1	2	24	6882	0	0
5.731	1	38	574	2	8	22	5861	0	0
5.732	1	34	574	3	16	14	3182	0	0
5.733	1	37	574	4	20	24	6882	0	0
5.734	1	45	574	5	6	6	1287	0	0
5.735	1	35	574	6	18	20	4904	0	0
5.736	1	36	574	7	5	26	7708	0	0
5.737	1	39	574	8	2	24	6882	0	0
5.738	1	38	574	9	8	22	5861	0	0
5.739	1	37	574	10	20	24	6882	0	0
5.803	1	10	581	4	28	22	5861	0	0
5.804	1	42	581	5	9	16	3822	0	0
5.805	1	7	581	6	30	18	4107	0	0
5.806	1	17	581	7	24	24	6882	0	0
5.807	1	46	581	8	10	14	3182	0	0
5.808	1	13	581	9	33	12	2481	0	0
5.809	1	30	581	10	29	12	2481	0	0
5.81	1	18	582	1	25	14	3182	0	0
5.811	1	15	582	2	32	14	3182	0	0
5.812	1	41	582	3	11	18	4107	0	0
5.813	1	32	582	4	15	24	6882	0	0
5.814	1	40	582	5	13	20	4904	0	0
5.815	1	47	582	6	1	22	5861	0	0
5.816	1	6	582	7	27	14	3182	0	0
5.817	1	43	582	8	7	18	4107	0	0
5.818	1	50	582	9	17	14	3182	0	0
5.819	1	48	582	10	19	14	3182	0	0
5.82	1	19	583	1	26	22	5861	0	0
5.821	1	31	583	2	4	12	2481	0	0
5.822	1	33	583	3	12	24	6882	0	0
5.823	1	49	583	4	3	10	1980	0	0
5.824	1	5	583	5	21	10	1980	0	0
5.825	1	11	583	6	22	8	1764	0	0
5.826	1	12	583	7	31	8	1764	0	0
5.827	1	16	583	8	23	8	1764	0	0
5.828	1	44	583	9	14	8	1764	0	0
5.829	1	45	583	10	6	6	1287	0	0
5.83	1	34	584	1	16	14	3182	0	0
5.831	1	35	584	2	18	20	4904	0	0
5.832	1	36	584	3	5	26	7708	0	0
5.833	1	38	584	4	8	22	5861	0	0
5.834	1	39	584	5	2	24	6882	0	0
5.835	1	37	584	6	20	24	6882	0	0
5.903	1	10	591	4	28	22	5861	0	0
5.904	1	42	591	5	9	16	3822	0	0
5.905	1	7	591	6	30	18	4107	0	0
5.906	1	17	591	7	24	24	6882	0	0
5.907	1	46	591	8	10	14	3182	0	0
5.908	1	13	591	9	33	12	2481	0	0
5.909	1	30	591	10	29	12	2481	0	0
5.91	1	18	592	1	25	14	3182	0	0
5.911	1	15	592	2	32	14	3182	0	0
5.912	1	41	592	3	11	18	4107	0	0
5.913	1	32	592	4	15	24	6882	0	0
5.914	1	40	592	5	13	20	4904	0	0
5.915	1	47	592	6	1	22	5861	0	0
5.916	1	6	592	7	27	14	3182	0	0
5.917	1	43	592	8	7	18	4107	0	0
5.918	1	50	592	9	17	14	3182	0	0
5.919	1	48	592	10	19	14	3182	0	0
5.92	1	19	593	1	26	22	5861	0	0
5.921	1	31	593	2	4	12	2481	0	0
5.922	1	33	593	3	12	24	6882	0	0
5.923	1	49	593	4	3	10	1980	0	0
5.924	1	5	593	5	21	10	1980	0	0
5.925	1	11	593	6	22	8	1764	0	0
5.926	1	12	593	7	31	8	1764	0	0
5.927	1	16	593	8	23	8	1764	0	0
5.928	1	44	593	9	14	8	1764	0	0
5.929	1	45	593	10	6	6	1287	0	0
5.93	1	34	594	1	16	14	3182	0	0
5.931	1	35	594	2	18	20	4904	0	0
5.932	1	36	594	3	5	26	7708	0	0
5.933	1	38	594	4	8	22	5861	0	0
5.934	1	39	594	5	2	24	6882	0	0
5.935	1	37	594	6	20	24	6882	0	0
5.936	1	33	594	7	12	24	6882	0	0
5.937	1	34	594	8	16	14	3182	0	0
5.938	1	35	594	9	18	20	4904	0	0
5.939	1	36	594	10	5	26	7708	0	0
5.94	1	38	595	1	8	22	5861	0	0
5.941	1	39	595	2	2	24	6882	0	0
6.003	1	42	601	4	9	16	3822	0	0
6.004	1	7	601	5	30	18	4107	0	0
6.005	1	17	601	6	24	24	6882	0	0
6.006	1	46	601	7	10	14	3182	0	0
6.007	1	13	601	8	33	12	2481	0	0
6.008	1	30	601	9	29	12	2481	0	0
6.009	1	18	601	10	25	14	3182	0	0
6.01	1	15	602	1	32	14	3182	0	0
6.011	1	41	602	2	11	18	4107	0	0
6.012	1	32	602	3	15	24	6882	0	0
6.013	1	40	602	4	13	20	4904	0	0
6.014	1	47	602	5	1	22	5861	0	0
6.015	1	6	602	6	27	14	3182	0	0
6.016	1	43	602	7	7	18	4107	0	0
6.017	1	50	602	8	17	14	3182	0	0
6.018	1	19	602	9	26	22	5861	0	0
6.019	1	48	602	10	19	14	3182	0	0
6.02	1	10	603	1	28	20	4904	0	0
6.021	1	31	603	2	4	12	2481	0	0
6.022	1	49	603	3	3	10	1980	0	0
6.023	1	5	603	4	21	10	1980	0	0
6.024	1	11	603	5	22	8	1764	0	0
6.025	1	12	603	6	31	8	1764	0	0
6.026	1	16	603	7	23	8	1764	0	0
6.027	1	44	603	8	14	8	1764	0	0
6.028	1	45	603	9	6	6	1287	0	0
6.029	1	37	603	10	20	24	6882	0	0
6.03	1	33	604	1	12	24	6882	0	0
6.031	1	34	604	2	16	14	3182	0	0
6.032	1	35	604	3	18	20	4904	0	0
6.033	1	36	604	4	5	26	7708	0	0
6.034	1	38	604	5	8	22	5861	0	0
6.035	1	39	604	6	2	24	6882	0	0
6.036	1	34	604	7	16	14	3182	0	0
6.037	1	35	604	8	18	20	4904	0	0
6.038	1	36	604	9	5	26	7708	0	0
6.103	1	42	611	4	9	16	3822	0	0
6.104	1	7	611	5	30	18	4107	0	0
6.105	1	17	611	6	24	24	6882	0	0
6.106	1	46	611	7	10	14	3182	0	0
6.107	1	13	611	8	33	12	2481	0	0
6.108	1	30	611	9	29	12	2481	0	0
6.109	1	18	611	10	25	14	3182	0	0
6.11	1	15	612	1	32	14	3182	0	0
6.111	1	41	612	2	11	18	4107	0	0
6.112	1	32	612	3	15	24	6882	0	0
6.113	1	40	612	4	13	20	4904	0	0
6.114	1	47	612	5	1	22	5861	0	0
6.115	1	6	612	6	27	14	3182	0	0
6.116	1	43	612	7	7	18	4107	0	0
6.117	1	50	612	8	17	14	3182	0	0
6.118	1	19	612	9	26	22	5861	0	0
6.119	1	48	612	10	19	14	3182	0	0
6.12	1	10	613	1	28	20	4904	0	0
6.121	1	31	613	2	4	12	2481	0	0
6.122	1	49	613	3	3	10	1980	0	0
6.123	1	5	613	4	21	10	1980	0	0
6.124	1	11	613	5	22	8	1764	0	0
6.125	1	12	613	6	31	8	1764	0	0
