% time	cellId	IMSI	RNTI	sinrLinear
3.382	1	11	22	1639.42
3.383	1	16	23	1492.33
3.384	1	17	24	17199.6
3.385	1	18	25	2008.4
3.386	1	19	26	10652.6
3.387	1	6	27	2092.29
3.388	1	10	28	10591.8
3.389	1	30	29	1882.21
3.39	1	7	30	3987.85
3.391	1	12	31	1231.86
3.392	1	15	32	4296.3
3.401	2	2	1	22.0519
3.401	4	26	1	1.40499
3.401	1	47	1	4.79383
3.402	4	23	2	6.87056
3.402	1	39	2	26.7431
3.403	2	4	3	10.8405
3.403	3	20	3	3.04353
3.403	4	25	3	4.8709
3.403	1	49	3	0.125325
3.404	1	31	4	1213.46
3.405	2	1	5	5.0029
3.405	4	28	5	13.8504
3.405	1	36	5	5.3889
3.406	2	3	6	7.65175
3.406	4	29	6	0.318828
3.406	1	45	6	0.716654
3.407	3	14	7	5.95956
3.407	4	24	7	3.20402
3.407	1	43	7	0.595958
3.408	2	8	8	42.4106
3.408	4	22	8	3.71934
3.408	1	38	8	0.932846
3.409	2	9	9	15.9647
3.409	3	13	9	1.39413
3.409	4	27	9	2.67416
3.409	1	42	9	0.261529
3.41	1	46	10	842.344
3.411	1	41	11	1728.09
3.412	4	21	12	3.93022
3.412	1	33	12	22.7816
3.413	1	40	13	868.97
3.414	1	44	14	2270.42
3.415	1	32	15	3387.8
3.416	1	34	16	776.668
3.417	1	50	17	645.857
3.418	1	35	18	1123.77
3.419	1	48	19	901.346
3.42	1	37	20	21702.8
3.421	1	5	21	2332.76
3.422	1	11	22	1644.42
3.423	1	16	23	1494.5
3.424	1	17	24	17167.6
3.425	1	18	25	2007.59
3.426	1	19	26	10570.2
3.427	1	6	27	2088.34
3.428	1	10	28	10629.6
3.429	1	30	29	1879.98
3.43	1	7	30	3995.66
3.431	1	12	31	1230.11
3.432	1	15	32	4300.29
3.441	2	2	1	21.8704
3.441	4	26	1	1.39536
3.441	1	47	1	4.72927
3.442	4	23	2	6.83649
3.442	1	39	2	26.5569
3.443	2	4	3	10.6909
3.443	3	20	3	2.99026
3.443	4	25	3	4.82947
3.443	1	49	3	0.125527
3.444	1	31	4	1216.84
3.445	2	1	5	4.92933
3.445	4	28	5	13.6918
3.445	1	36	5	5.40028
3.446	2	3	6	7.58408
3.446	4	29	6	0.314982
3.446	1	45	6	0.719216
3.447	3	14	7	5.90549
3.447	4	24	7	3.15783
3.447	1	43	7	0.594357
3.448	2	8	8	42.4633
3.448	4	22	8	3.70008
3.448	1	38	8	0.936145
3.449	2	9	9	15.8821
3.449	3	13	9	1.38712
3.449	4	27	9	2.70374
3.449	1	42	9	0.262052
3.45	1	46	10	841.807
3.451	1	41	11	1732.83
3.452	4	21	12	3.94553
3.452	1	33	12	22.4763
3.453	1	40	13	867.626
3.454	1	44	14	2270.68
3.455	1	32	15	3372.91
3.456	1	34	16	778.002
3.457	1	50	17	644.77
3.458	1	35	18	1121.71
3.459	1	48	19	900.887
3.46	1	37	20	21466.9
3.461	1	5	21	2328.37
3.462	1	11	22	1649.45
3.463	1	16	23	1496.67
3.464	1	17	24	17134.4
3.465	1	18	25	2006.77
3.466	1	19	26	10488.6
3.467	1	6	27	2084.38
3.468	1	10	28	10667.2
3.469	1	30	29	1877.74
3.47	1	7	30	4003.44
3.471	1	12	31	1228.36
3.472	1	15	32	4304.2
3.481	2	2	1	21.6877
3.481	4	26	1	1.38576
3.481	1	47	1	4.66567
3.482	4	23	2	6.8025
3.482	1	39	2	26.3713
3.483	2	4	3	10.5423
3.483	3	20	3	2.9376
3.483	4	25	3	4.78748
3.483	1	49	3	0.12573
3.484	1	31	4	1220.23
3.485	2	1	5	4.85692
3.485	4	28	5	13.5355
3.485	1	36	5	5.41136
3.486	2	3	6	7.51714
3.486	4	29	6	0.311204
3.486	1	45	6	0.721782
3.487	3	14	7	5.8511
3.487	4	24	7	3.11184
3.487	1	43	7	0.592753
3.488	2	8	8	42.507
3.488	4	22	8	3.68099
3.488	1	38	8	0.939438
3.489	2	9	9	15.7959
3.489	3	13	9	1.38007
3.489	4	27	9	2.73367
3.489	1	42	9	0.262578
3.49	1	46	10	841.267
3.491	1	41	11	1737.58
3.492	4	21	12	3.96093
3.492	1	33	12	22.1756
3.493	1	40	13	866.284
3.494	1	44	14	2270.91
3.495	1	32	15	3358.1
3.496	1	34	16	779.338
3.497	1	50	17	643.685
3.498	1	35	18	1119.64
3.499	1	48	19	900.424
3.5	1	37	20	21234.1
3.501	1	5	21	2323.97
3.502	1	11	22	1654.49
3.503	1	16	23	1498.83
3.504	1	17	24	17100.2
3.505	1	18	25	2005.93
3.506	1	19	26	10407.7
3.507	1	6	27	2080.42
3.508	1	10	28	10704.6
3.509	1	30	29	1875.49
3.51	1	7	30	4011.18
3.511	1	12	31	1226.61
3.512	1	15	32	4308.04
3.521	2	2	1	21.5038
3.521	4	26	1	1.3762
3.521	1	47	1	4.60302
3.522	4	23	2	6.76858
3.522	1	39	2	26.1864
3.523	2	4	3	10.3948
3.523	3	20	3	2.88556
3.523	4	25	3	4.74499
3.523	1	49	3	0.125934
3.524	1	31	4	1223.63
3.525	2	1	5	4.78565
3.525	4	28	5	13.3813
3.525	1	36	5	5.42213
3.526	2	3	6	7.4509
3.526	4	29	6	0.307495
3.526	1	45	6	0.724352
3.527	3	14	7	5.79644
3.527	4	24	7	3.06608
3.527	1	43	7	0.591148
3.528	2	8	8	42.5418
3.528	4	22	8	3.66209
3.528	1	38	8	0.942726
3.529	2	9	9	15.7063
3.529	3	13	9	1.37299
3.529	4	27	9	2.76395
3.529	1	42	9	0.263109
3.53	1	46	10	840.726
3.531	1	41	11	1742.35
3.532	4	21	12	3.97639
3.532	1	33	12	21.8796
3.533	1	40	13	864.942
3.534	1	44	14	2271.13
3.535	1	32	15	3343.37
3.536	1	34	16	780.675
3.537	1	50	17	642.602
3.538	1	35	18	1117.58
3.539	1	48	19	899.959
3.54	1	37	20	21004.5
3.541	1	5	21	2319.57
3.542	1	11	22	1659.55
3.543	1	16	23	1500.99
3.544	1	17	24	17064.8
3.545	1	18	25	2005.07
3.546	1	19	26	10327.7
3.547	1	6	27	2076.45
3.548	1	10	28	10741.8
3.549	1	30	29	1873.23
3.55	1	7	30	4018.88
3.551	1	12	31	1224.86
3.552	1	15	32	4311.81
3.561	2	2	1	21.319
3.561	4	26	1	1.36666
3.561	1	47	1	4.5413
3.562	4	23	2	6.73473
3.562	1	39	2	26.0022
3.563	2	4	3	10.2483
3.563	3	20	3	2.83415
3.563	4	25	3	4.70204
3.563	1	49	3	0.126139
3.564	1	31	4	1227.05
3.565	2	1	5	4.71551
3.565	4	28	5	13.2293
3.565	1	36	5	5.43258
3.566	2	3	6	7.38536
3.566	4	29	6	0.303855
3.566	1	45	6	0.726925
3.567	3	14	7	5.74156
3.567	4	24	7	3.02055
3.567	1	43	7	0.589541
3.568	2	8	8	42.5676
3.568	4	22	8	3.64335
3.568	1	38	8	0.946007
3.569	2	9	9	48.2602
3.569	4	27	9	5.09251
3.569	1	42	9	0.382338
3.57	1	46	10	840.182
3.571	1	41	11	1747.13
3.572	4	21	12	3.99194
3.572	1	33	12	21.5882
3.573	1	40	13	863.602
3.574	1	44	14	2271.32
3.575	1	32	15	3328.72
3.576	1	34	16	782.015
3.577	1	50	17	641.521
3.578	1	35	18	1115.52
3.579	1	48	19	899.491
3.58	1	37	20	20777.9
3.581	1	5	21	2315.17
3.582	1	11	22	1664.63
3.583	1	16	23	1503.15
3.584	1	17	24	17028.4
3.585	1	18	25	2004.2
3.586	1	19	26	10248.4
3.587	1	6	27	2072.48
3.588	1	10	28	10778.7
3.589	1	30	29	1870.96
3.59	1	7	30	4026.54
3.591	1	12	31	1223.1
3.592	1	15	32	4315.5
3.593	1	13	33	1681.19
3.601	2	2	1	21.1335
3.601	4	26	1	1.35716
3.601	1	47	1	4.48049
3.602	4	23	2	6.70096
3.602	1	39	2	25.8188
3.603	2	4	3	10.1031
3.603	3	20	3	2.78339
3.603	4	25	3	4.65866
3.603	1	49	3	0.126345
3.604	1	31	4	1230.48
3.605	2	1	5	4.64647
3.605	4	28	5	13.0795
3.605	1	36	5	5.44273
3.606	2	3	6	7.32051
3.606	4	29	6	0.300284
3.606	1	45	6	0.729502
3.607	3	14	7	5.68649
3.607	4	24	7	2.97529
3.607	1	43	7	0.587931
3.608	2	8	8	42.5844
3.608	4	22	8	3.62479
3.608	1	38	8	0.949282
3.609	2	9	9	48.0307
3.609	4	27	9	5.13622
3.609	1	42	9	0.383079
3.61	1	46	10	839.636
3.611	1	41	11	1751.92
3.612	4	21	12	4.00756
3.612	1	33	12	21.3013
3.613	1	40	13	862.262
3.614	1	44	14	2271.49
3.615	1	32	15	3314.16
3.616	1	34	16	783.356
3.617	1	50	17	640.442
3.618	1	35	18	1113.46
3.619	1	48	19	899.02
3.62	1	37	20	20554.4
3.621	1	5	21	2310.75
3.622	1	11	22	1669.73
3.623	1	16	23	1505.31
3.624	1	17	24	16990.8
3.625	1	18	25	2003.31
3.626	1	19	26	10169.9
3.627	1	6	27	2068.51
3.628	1	10	28	10815.4
3.629	1	30	29	1868.68
3.63	1	7	30	4034.16
3.631	1	12	31	1221.35
3.632	1	15	32	4319.13
3.633	1	13	33	1683.11
3.641	2	2	1	20.9473
3.641	4	26	1	1.34769
3.641	1	47	1	4.42059
3.642	4	23	2	6.66727
3.642	1	39	2	25.6362
3.643	2	4	3	9.95898
3.643	3	20	3	2.73328
3.643	4	25	3	4.6149
3.643	1	49	3	0.126552
3.644	1	31	4	1233.92
3.645	2	1	5	4.57852
3.645	4	28	5	12.9318
3.645	1	36	5	5.45257
3.646	2	3	6	7.25635
3.646	4	29	6	0.296781
3.646	1	45	6	0.732082
3.647	3	14	7	5.63129
3.647	4	24	7	2.93031
3.647	1	43	7	0.58632
3.648	2	8	8	42.5922
3.648	4	22	8	3.6064
3.648	1	38	8	0.952551
3.649	2	9	9	47.7909
3.649	4	27	9	5.1804
3.649	1	42	9	0.383827
3.65	1	46	10	839.087
3.651	1	41	11	1756.72
3.652	4	21	12	4.02325
3.652	1	33	12	21.0187
3.653	1	40	13	860.923
3.654	1	44	14	2271.64
3.655	1	32	15	3299.67
3.656	1	34	16	784.7
3.657	1	50	17	639.365
3.658	1	35	18	1111.4
3.659	1	48	19	898.545
3.66	1	37	20	20333.9
3.661	1	5	21	2306.33
3.662	1	11	22	1674.85
3.663	1	16	23	1507.46
3.664	1	17	24	16952.2
3.665	1	18	25	2002.4
3.666	1	19	26	10092.1
3.667	1	6	27	2064.54
3.668	1	10	28	10851.8
3.669	1	30	29	1866.39
3.67	1	7	30	4041.74
3.671	1	12	31	1219.59
3.672	1	15	32	4322.67
3.673	1	13	33	1685.03
3.681	2	2	1	20.7605
3.681	4	26	1	1.33825
3.681	1	47	1	4.36156
3.682	4	23	2	6.63367
3.682	1	39	2	25.4543
3.683	2	4	3	9.81615
3.683	3	20	3	2.68382
3.683	4	25	3	4.5708
3.683	1	49	3	0.12676
3.684	1	31	4	1237.37
3.685	2	1	5	4.51164
3.685	4	28	5	12.7861
3.685	1	36	5	5.46209
3.686	2	3	6	7.19286
3.686	4	29	6	0.293347
3.686	1	45	6	0.734666
3.687	3	14	7	5.57598
3.687	4	24	7	2.88563
3.687	1	43	7	0.584707
3.688	2	8	8	42.5911
3.688	4	22	8	3.58817
3.688	1	38	8	0.955814
3.689	2	9	9	47.5409
3.689	4	27	9	5.22506
3.689	1	42	9	0.38458
3.69	1	46	10	838.537
3.691	1	41	11	1761.54
3.692	4	21	12	4.03902
3.692	1	33	12	20.7406
3.693	1	40	13	859.585
3.694	1	44	14	2271.76
3.695	1	32	15	3285.27
3.696	1	34	16	786.046
3.697	1	50	17	638.289
3.698	1	35	18	1109.35
3.699	1	48	19	898.068
3.7	1	37	20	20116.3
3.701	1	5	21	2301.91
3.702	1	11	22	1679.99
3.703	1	16	23	1509.6
3.704	1	17	24	16912.6
3.705	1	18	25	2001.48
3.706	1	19	26	10015.1
3.707	1	6	27	2060.56
3.708	1	10	28	10888
3.709	1	30	29	1864.09
3.71	1	7	30	4049.28
3.711	1	12	31	1217.83
3.712	1	15	32	4326.15
3.713	1	13	33	1686.95
3.721	2	2	1	20.5734
3.721	4	26	1	1.32885
3.721	1	47	1	4.30342
3.722	4	23	2	6.60016
3.722	1	39	2	25.2733
3.723	2	4	3	9.67459
3.723	3	20	3	2.63503
3.723	4	25	3	4.52639
3.723	1	49	3	0.126969
3.724	1	31	4	1240.84
3.725	2	1	5	4.44581
3.725	4	28	5	12.6425
3.725	1	36	5	5.4713
3.726	2	3	6	7.13004
3.726	4	29	6	0.289982
3.726	1	45	6	0.737253
3.727	3	14	7	5.52062
3.727	4	24	7	2.84126
3.727	1	43	7	0.583092
3.728	2	8	8	42.5809
3.728	4	22	8	3.57011
3.728	1	38	8	0.959071
3.729	2	9	9	47.2812
3.729	4	27	9	5.27018
3.729	1	42	9	0.38534
3.73	1	46	10	837.984
3.731	1	41	11	1766.37
3.732	4	21	12	4.05487
3.732	1	33	12	20.4667
3.733	1	40	13	858.249
3.734	1	44	14	2271.87
3.735	1	32	15	3270.94
3.736	1	34	16	787.393
3.737	1	50	17	637.216
3.738	1	35	18	1107.29
3.739	1	48	19	897.588
3.74	1	37	20	19901.6
3.741	1	5	21	2297.48
3.742	1	11	22	1685.15
3.743	1	16	23	1511.75
3.744	1	17	24	16871.9
3.745	1	18	25	2000.54
3.746	1	19	26	9938.85
3.747	1	6	27	2056.58
3.748	1	10	28	10923.9
3.749	1	30	29	1861.79
3.75	1	7	30	4056.77
3.751	1	12	31	1216.08
3.752	1	15	32	4329.55
3.753	1	13	33	1688.85
3.761	2	2	1	20.3861
3.761	4	26	1	1.31948
3.761	1	47	1	4.24613
3.762	4	23	2	6.56673
3.762	1	39	2	25.0932
3.763	2	4	3	9.53435
3.763	3	20	3	2.58691
3.763	4	25	3	4.48172
3.763	1	49	3	0.127179
3.764	1	31	4	1244.32
3.765	2	1	5	4.38102
3.765	4	28	5	12.501
3.765	1	36	5	5.4802
3.766	2	3	6	7.06789
3.766	4	29	6	0.286685
3.766	1	45	6	0.739844
3.767	3	14	7	5.46523
3.767	4	24	7	2.79722
3.767	1	43	7	0.581475
3.768	2	8	8	42.5619
3.768	4	22	8	3.55221
3.768	1	38	8	0.962321
3.769	2	9	9	47.0118
3.769	4	27	9	5.31579
3.769	1	42	9	0.386106
3.77	1	46	10	837.428
3.771	1	41	11	1771.21
3.772	4	21	12	4.07079
3.772	1	33	12	20.197
3.773	1	40	13	856.913
3.774	1	44	14	2271.95
3.775	1	32	15	3256.69
3.776	1	34	16	788.743
3.777	1	50	17	636.144
3.778	1	35	18	1105.25
3.779	1	48	19	897.105
3.78	1	37	20	19689.8
3.781	1	5	21	2293.04
3.782	1	11	22	1690.33
3.783	1	16	23	1513.89
3.784	1	17	24	16830.3
3.785	1	18	25	1999.59
3.786	1	19	26	9863.33
3.787	1	6	27	2052.6
3.788	1	10	28	10959.5
3.789	1	30	29	1859.47
3.79	1	7	30	4064.23
3.791	1	12	31	1214.32
3.792	1	15	32	4332.87
3.793	1	13	33	1690.74
3.801	2	2	1	20.1986
3.801	4	26	1	1.31014
3.801	1	47	1	4.18968
3.802	4	23	2	6.5334
3.802	1	39	2	24.914
3.803	2	4	3	9.39546
3.803	3	20	3	2.53945
3.803	4	25	3	4.43683
3.803	1	49	3	0.12739
3.804	1	31	4	1247.81
3.805	2	1	5	4.31725
3.805	4	28	5	12.3614
3.805	1	36	5	5.48879
3.806	2	3	6	7.00639
3.806	4	29	6	0.283456
3.806	1	45	6	0.742438
3.807	3	14	7	5.40987
3.807	4	24	7	2.75352
3.807	1	43	7	0.579856
3.808	2	8	8	42.5339
3.808	4	22	8	3.53447
3.808	1	38	8	0.965564
3.809	2	9	9	46.7332
3.809	4	27	9	5.36188
3.809	1	42	9	0.386879
3.81	1	46	10	836.871
3.811	1	41	11	1776.07
3.812	4	21	12	4.08678
3.812	1	33	12	19.9315
3.813	1	40	13	855.578
3.814	1	44	14	2272.01
3.815	1	32	15	3242.52
3.816	1	34	16	790.094
3.817	1	50	17	635.074
3.818	1	35	18	1103.2
3.819	1	48	19	896.619
3.82	1	37	20	19480.9
3.821	1	5	21	2288.6
3.822	1	11	22	1695.53
3.823	1	16	23	1516.02
3.824	1	17	24	16787.6
3.825	1	18	25	1998.62
3.826	1	19	26	9788.54
3.827	1	6	27	2048.61
3.828	1	10	28	10994.8
3.829	1	30	29	1857.14
3.83	1	7	30	4071.64
3.831	1	12	31	1212.55
3.832	1	15	32	4336.12
3.833	1	13	33	1692.63
3.841	2	2	1	20.0111
3.841	4	26	1	1.30084
3.841	1	47	1	4.13406
3.842	4	23	2	6.50016
3.842	1	39	2	24.7357
3.843	2	4	3	9.25796
3.843	3	20	3	2.49267
3.843	4	25	3	4.39174
3.843	1	49	3	0.127602
3.844	1	31	4	1251.32
3.845	2	1	5	4.25448
3.845	4	28	5	12.2238
3.845	1	36	5	5.49706
3.846	2	3	6	6.94554
3.846	4	29	6	0.280295
3.846	1	45	6	0.745036
3.847	3	14	7	5.35455
3.847	4	24	7	2.71018
3.847	1	43	7	0.578236
3.848	2	8	8	42.4972
3.848	4	22	8	3.51689
3.848	1	38	8	0.968801
3.849	2	9	9	46.4456
3.849	4	27	9	5.40845
3.849	1	42	9	0.387658
3.85	1	46	10	836.311
3.851	1	41	11	1780.94
3.852	4	21	12	4.10285
3.852	1	33	12	19.67
3.853	1	40	13	854.245
3.854	1	44	14	2272.05
3.855	1	32	15	3228.43
3.856	1	34	16	791.447
3.857	1	50	17	634.006
3.858	1	35	18	1101.15
3.859	1	48	19	896.131
3.86	1	37	20	19274.7
3.861	1	5	21	2284.15
3.862	1	11	22	1700.75
3.863	1	16	23	1518.15
3.864	1	17	24	16743.9
3.865	1	18	25	1997.63
3.866	1	19	26	9714.47
3.867	1	6	27	2044.62
3.868	1	10	28	11029.9
3.869	1	30	29	1854.81
3.87	1	7	30	4079
3.871	1	12	31	1210.79
3.872	1	15	32	4339.3
3.873	1	13	33	1694.51
3.881	2	2	1	19.8238
3.881	4	26	1	1.29157
3.881	1	47	1	4.07926
3.882	4	23	2	6.46701
3.882	1	39	2	24.5583
3.883	2	4	3	9.12187
3.883	3	20	3	2.44657
3.883	4	25	3	4.34649
3.883	1	49	3	0.127816
3.884	1	31	4	1254.84
3.885	2	1	5	4.19269
3.885	4	28	5	12.0882
3.885	1	36	5	5.50502
3.886	2	3	6	6.88532
3.886	4	29	6	0.277203
3.886	1	45	6	0.747637
3.887	3	14	7	5.29932
3.887	4	24	7	2.66721
3.887	1	43	7	0.576614
3.888	2	8	8	42.4516
3.888	4	22	8	3.49947
3.888	1	38	8	0.97203
3.889	2	9	9	46.1494
3.889	4	27	9	5.4555
3.889	1	42	9	0.388443
3.89	1	46	10	835.749
3.891	1	41	11	1785.82
3.892	4	21	12	4.11899
3.892	1	33	12	19.4126
3.893	1	40	13	852.912
3.894	1	44	14	2272.06
3.895	1	32	15	3214.42
3.896	1	34	16	792.803
3.897	1	50	17	632.94
3.898	1	35	18	1099.11
3.899	1	48	19	895.639
3.9	1	37	20	19071.3
3.901	1	5	21	2279.7
3.902	1	11	22	1705.99
3.903	1	16	23	1520.28
3.904	1	17	24	16699.3
3.905	1	18	25	1996.63
3.906	1	19	26	9641.12
3.907	1	6	27	2040.63
3.908	1	10	28	11064.6
3.909	1	30	29	1852.47
3.91	1	7	30	4086.33
3.911	1	12	31	1209.03
3.912	1	15	32	4342.4
3.913	1	13	33	1696.38
3.921	2	2	1	19.6366
3.921	4	26	1	1.28234
3.921	1	47	1	4.02526
3.922	4	23	2	6.43397
3.922	1	39	2	24.3819
3.923	2	4	3	8.98722
3.923	3	20	3	2.40115
3.923	4	25	3	4.30111
3.923	1	49	3	0.12803
3.924	1	31	4	1258.37
3.925	2	1	5	4.13187
3.925	4	28	5	11.9545
3.925	1	36	5	5.51267
3.926	2	3	6	6.82574
3.926	4	29	6	0.274177
3.926	1	45	6	0.750241
3.927	3	14	7	5.2442
3.927	4	24	7	2.62461
3.927	1	43	7	0.57499
3.928	2	8	8	42.3974
3.928	4	22	8	3.48221
3.928	1	38	8	0.975253
3.929	2	9	9	45.8448
3.929	4	27	9	5.50305
3.929	1	42	9	0.389235
3.93	1	46	10	835.185
3.931	1	41	11	1790.72
3.932	4	21	12	4.1352
3.932	1	33	12	19.1591
3.933	1	40	13	851.581
3.934	1	44	14	2272.06
3.935	1	32	15	3200.49
3.936	1	34	16	794.16
3.937	1	50	17	631.876
3.938	1	35	18	1097.07
3.939	1	48	19	895.145
3.94	1	37	20	18870.7
3.941	1	5	21	2275.24
3.942	1	11	22	1711.24
3.943	1	16	23	1522.41
3.944	1	17	24	16653.7
3.945	1	18	25	1995.61
3.946	1	19	26	9568.47
3.947	1	6	27	2036.64
3.948	1	10	28	11099.1
3.949	1	30	29	1850.12
3.95	1	7	30	4093.6
3.951	1	12	31	1207.26
3.952	1	15	32	4345.42
3.953	1	13	33	1698.25
3.961	2	2	1	19.4497
3.961	4	26	1	1.27314
3.961	1	47	1	3.97206
3.962	4	23	2	6.40102
3.962	1	39	2	24.2064
3.963	2	4	3	8.85403
3.963	3	20	3	2.3564
3.963	4	25	3	4.25565
3.963	1	49	3	0.128246
3.964	1	31	4	1261.91
3.965	2	1	5	4.07201
3.965	4	28	5	11.8227
3.965	1	36	5	5.52
3.966	2	3	6	6.76679
3.966	4	29	6	0.27122
3.966	1	45	6	0.752848
3.967	3	14	7	5.18924
3.967	4	24	7	2.58241
3.967	1	43	7	0.573364
3.968	2	8	8	42.3346
3.968	4	22	8	3.4651
3.968	1	38	8	0.978469
3.969	2	9	9	45.5322
3.969	4	27	9	5.55109
3.969	1	42	9	0.390034
3.97	1	46	10	834.618
3.971	1	41	11	1795.63
3.972	4	21	12	4.15149
3.972	1	33	12	18.9095
3.973	1	40	13	850.25
3.974	1	44	14	2272.03
3.975	1	32	15	3186.63
3.976	1	34	16	795.519
3.977	1	50	17	630.814
3.978	1	35	18	1095.03
3.979	1	48	19	894.647
3.98	1	37	20	18672.7
3.981	1	5	21	2270.78
3.982	1	11	22	1716.52
3.983	1	16	23	1524.53
3.984	1	17	24	16607.2
3.985	1	18	25	1994.57
3.986	1	19	26	9496.53
3.987	1	6	27	2032.65
3.988	1	10	28	11133.2
3.989	1	30	29	1847.76
3.99	1	7	30	4100.83
3.991	1	12	31	1205.5
3.992	1	15	32	4348.37
3.993	1	13	33	1700.1
4.001	2	2	1	19.2633
4.001	4	26	1	1.26398
4.001	1	47	1	3.91963
4.002	4	23	2	6.36818
4.002	1	39	2	24.032
4.003	2	4	3	8.72232
4.003	3	20	3	2.31234
4.003	4	25	3	4.21012
4.003	1	49	3	0.128462
4.004	1	31	4	1265.47
4.005	2	1	5	4.01308
4.005	4	28	5	11.6927
4.005	1	36	5	5.52703
4.006	2	3	6	6.70845
4.006	4	29	6	0.268329
4.006	1	45	6	0.755458
4.007	3	14	7	5.13445
4.007	4	24	7	2.54061
4.007	1	43	7	0.571736
4.008	2	8	8	42.2633
4.008	4	22	8	3.44814
4.008	1	38	8	0.981678
4.009	2	9	9	45.212
4.009	4	27	9	5.59962
4.009	1	42	9	0.390839
4.01	1	46	10	834.05
4.011	1	41	11	1800.55
4.012	4	21	12	4.16784
4.012	1	33	12	18.6636
4.013	1	40	13	848.921
4.014	1	44	14	2271.98
4.015	1	32	15	3172.85
4.016	1	34	16	796.881
4.017	1	50	17	629.754
4.018	1	35	18	1093
4.019	1	48	19	894.147
4.02	1	37	20	18477.4
4.021	1	5	21	2266.32
4.022	1	11	22	1721.82
4.023	1	16	23	1526.64
4.024	1	17	24	16559.8
4.025	1	18	25	1993.52
4.026	1	19	26	9425.28
4.027	1	6	27	2028.65
4.028	1	10	28	11167
4.029	1	30	29	1845.39
4.03	1	7	30	4108.02
4.031	1	12	31	1203.73
4.032	1	15	32	4351.24
4.033	1	13	33	1701.95
4.041	2	2	1	19.0774
4.041	4	26	1	1.25485
4.041	1	47	1	3.86797
4.042	4	23	2	6.33545
4.042	1	39	2	23.8585
4.043	2	4	3	8.59211
4.043	3	20	3	2.26895
4.043	4	25	3	4.16456
4.043	1	49	3	0.12868
4.044	1	31	4	1269.04
4.045	2	1	5	3.95507
4.045	4	28	5	11.5646
4.045	1	36	5	5.53374
4.046	2	3	6	6.65073
4.046	4	29	6	0.265506
4.046	1	45	6	0.758072
4.047	3	14	7	5.07986
4.047	4	24	7	2.49922
4.047	1	43	7	0.570107
4.048	2	8	8	42.1836
4.048	4	22	8	3.43133
4.048	1	38	8	0.984879
4.049	2	9	9	44.8844
4.049	4	27	9	5.64865
4.049	1	42	9	0.39165
4.05	1	46	10	833.479
4.051	1	41	11	1805.49
4.052	4	21	12	4.18427
4.052	1	33	12	18.4216
4.053	1	40	13	847.592
4.054	1	44	14	2271.91
4.055	1	32	15	3159.14
4.056	1	34	16	798.244
4.057	1	50	17	628.695
4.058	1	35	18	1090.97
4.059	1	48	19	893.644
4.06	1	37	20	18284.7
4.061	1	5	21	2261.85
4.062	1	11	22	1727.14
4.063	1	16	23	1528.75
4.064	1	17	24	16511.5
4.065	1	18	25	1992.46
4.066	1	19	26	9354.72
4.067	1	6	27	2024.65
4.068	1	10	28	11200.5
4.069	1	30	29	1843.01
4.07	1	7	30	4115.16
4.071	1	12	31	1201.96
4.072	1	15	32	4354.03
4.073	1	13	33	1703.79
4.081	2	2	1	18.8921
4.081	4	26	1	1.24576
4.081	1	47	1	3.81706
4.082	4	23	2	6.30282
4.082	1	39	2	23.6862
4.083	2	4	3	8.46342
4.083	3	20	3	2.22624
4.083	4	25	3	4.11899
4.083	1	49	3	0.128899
4.084	1	31	4	1272.63
4.085	2	1	5	3.89797
4.085	4	28	5	11.4383
4.085	1	36	5	5.54014
4.086	2	3	6	6.59361
4.086	4	29	6	0.262749
4.086	1	45	6	0.760688
4.087	3	14	7	5.02551
4.087	4	24	7	2.45825
4.087	1	43	7	0.568476
4.088	2	8	8	42.0956
4.088	4	22	8	3.41467
4.088	1	38	8	0.988073
4.089	2	9	9	44.5498
4.089	4	27	9	5.69817
4.089	1	42	9	0.392469
4.09	1	46	10	832.906
4.091	1	41	11	1810.44
4.092	4	21	12	4.20076
4.092	1	33	12	18.1832
4.093	1	40	13	846.265
4.094	1	44	14	2271.81
4.095	1	32	15	3145.51
4.096	1	34	16	799.609
4.097	1	50	17	627.638
4.098	1	35	18	1088.94
4.099	1	48	19	893.138
4.1	1	37	20	18094.6
4.101	1	5	21	2257.38
4.102	1	11	22	1732.47
4.103	1	16	23	1530.86
4.104	1	17	24	16462.4
4.105	1	18	25	1991.37
4.106	1	19	26	9284.84
4.107	1	6	27	2020.65
4.108	1	10	28	11233.7
4.109	1	30	29	1840.63
4.11	1	7	30	4122.25
4.111	1	12	31	1200.2
4.112	1	15	32	4356.75
4.113	1	13	33	1705.62
4.121	2	2	1	18.7074
4.121	4	26	1	1.23671
4.121	1	47	1	3.76689
4.122	4	23	2	6.2703
4.122	1	39	2	23.5148
4.123	2	4	3	8.33625
4.123	3	20	3	2.1842
4.123	4	25	3	4.07345
4.123	1	49	3	0.129119
4.124	1	31	4	1276.23
4.125	2	1	5	3.84175
4.125	4	28	5	11.3137
4.125	1	36	5	5.54623
4.126	2	3	6	6.53709
4.126	4	29	6	0.260058
4.126	1	45	6	0.763308
4.127	3	14	7	4.97142
4.127	4	24	7	2.4177
4.127	1	43	7	0.566844
4.128	2	8	8	41.9995
4.128	4	22	8	3.39815
4.128	1	38	8	0.99126
4.129	2	9	9	44.2085
4.129	4	27	9	5.74819
4.129	1	42	9	0.393294
4.13	1	46	10	832.331
4.131	1	41	11	1815.4
