% time	cellId	IMSI	RNTI	sinrLinear
6.543	1	16	23	1409.84
6.544	1	17	24	22835.7
6.545	1	18	25	1756.87
6.546	1	19	26	6075.28
6.547	1	6	27	1689.53
6.548	1	10	28	8904.35
6.549	1	30	29	1630.11
6.55	1	7	30	5417.93
6.551	1	12	31	1061.61
6.552	1	15	32	3589.27
6.553	1	13	33	2017.76
6.561	2	2	1	8.65403
6.561	4	26	1	0.911686
6.561	1	47	1	3.29258
6.562	4	23	2	4.34629
6.562	1	39	2	19.0868
6.563	2	4	3	3.94027
6.563	3	20	3	1.27405
6.563	4	25	3	1.88947
6.563	1	49	3	0.140846
6.564	1	31	4	1293.79
6.565	2	1	5	2.4984
6.565	4	28	5	13.3815
6.565	1	36	5	7.81346
6.566	2	3	6	6.27887
6.566	4	29	6	0.396253
6.566	1	45	6	0.793847
6.567	3	14	7	5.31025
6.567	4	24	7	2.8804
6.567	1	43	7	0.572013
6.568	2	8	8	31.9836
6.568	4	22	8	2.5933
6.568	1	38	8	1.00558
6.569	2	9	9	43.5713
6.569	4	27	9	4.99747
6.569	1	42	9	0.486067
6.57	1	46	10	758.816
6.571	1	41	11	2244.76
6.572	4	21	12	7.00587
6.572	1	33	12	18.1057
6.573	1	40	13	907.352
6.574	1	44	14	2146.39
6.575	1	32	15	2627.22
6.576	1	34	16	778.074
6.577	1	50	17	661.924
6.578	1	35	18	945.414
6.579	1	48	19	838.827
6.58	1	37	20	14952
6.581	1	5	21	1943.21
6.582	1	11	22	1670
6.583	1	16	23	1405.81
6.584	1	17	24	23093.4
6.585	1	18	25	1751.84
6.586	1	19	26	6036.3
6.587	1	6	27	1683.85
6.588	1	10	28	8840.62
6.589	1	30	29	1626.23
6.59	1	7	30	5453.41
6.591	1	12	31	1059.18
6.592	1	15	32	3571.28
6.593	1	13	33	2025.61
6.601	2	2	1	8.53535
6.601	4	26	1	0.908472
6.601	1	47	1	3.30439
6.602	4	23	2	4.31702
6.602	1	39	2	19.0435
6.603	2	4	3	3.90053
6.603	3	20	3	1.26718
6.603	4	25	3	1.86387
6.603	1	49	3	0.141025
6.604	1	31	4	1292.07
6.605	2	1	5	2.49031
6.605	4	28	5	13.5215
6.605	1	36	5	7.8791
6.606	2	3	6	6.3011
6.606	4	29	6	0.404001
6.606	1	45	6	0.793043
6.607	3	14	7	5.33776
6.607	4	24	7	2.91504
6.607	1	43	7	0.572814
6.608	2	8	8	31.7723
6.608	4	22	8	2.5829
6.608	1	38	8	1.00435
6.609	2	9	9	43.6062
6.609	4	27	9	4.9458
6.609	1	42	9	0.487947
6.61	1	46	10	757.342
6.611	1	41	11	2253.81
6.612	4	21	12	7.08177
6.612	1	33	12	18.2471
6.613	1	40	13	909.856
6.614	1	44	14	2143.17
6.615	1	32	15	2621.28
6.616	1	34	16	776.767
6.617	1	50	17	663.491
6.618	1	35	18	943.082
6.619	1	48	19	837.75
6.62	1	37	20	14946.5
6.621	1	5	21	1938.04
6.622	1	11	22	1665.5
6.623	1	16	23	1401.8
6.624	1	17	24	23354.7
6.625	1	18	25	1746.83
6.626	1	19	26	5997.68
6.627	1	6	27	1678.18
6.628	1	10	28	8777.47
6.629	1	30	29	1622.36
6.63	1	7	30	5489.23
6.631	1	12	31	1056.76
6.632	1	15	32	3553.42
6.633	1	13	33	2033.5
6.641	2	2	1	8.41845
6.641	4	26	1	0.905269
6.641	1	47	1	3.31616
6.642	4	23	2	4.28788
6.642	1	39	2	18.9995
6.643	2	4	3	3.86128
6.643	3	20	3	1.26017
6.643	4	25	3	1.83859
6.643	1	49	3	0.141204
6.644	1	31	4	1290.35
6.645	2	1	5	2.48223
6.645	4	28	5	13.6631
6.645	1	36	5	7.94517
6.646	2	3	6	6.32335
6.646	4	29	6	0.41196
6.646	1	45	6	0.792233
6.647	3	14	7	5.36444
6.647	4	24	7	2.94963
6.647	1	43	7	0.573601
6.648	2	8	8	31.5602
6.648	4	22	8	2.57257
6.648	1	38	8	1.00314
6.649	2	9	9	43.6305
6.649	4	27	9	4.89428
6.649	1	42	9	0.489827
6.65	1	46	10	755.872
6.651	1	41	11	2262.91
6.652	4	21	12	7.15845
6.652	1	33	12	18.3901
6.653	1	40	13	912.37
6.654	1	44	14	2139.94
6.655	1	32	15	2615.34
6.656	1	34	16	775.462
6.657	1	50	17	665.064
6.658	1	35	18	940.759
6.659	1	48	19	836.673
6.66	1	37	20	14940.1
6.661	1	5	21	1932.89
6.662	1	11	22	1661.02
6.663	1	16	23	1397.8
6.664	1	17	24	23619.6
6.665	1	18	25	1741.84
6.666	1	19	26	5959.39
6.667	1	6	27	1672.55
6.668	1	10	28	8714.88
6.669	1	30	29	1618.49
6.67	1	7	30	5525.4
6.671	1	12	31	1054.34
6.672	1	15	32	3535.68
6.673	1	13	33	2041.43
6.681	2	2	1	8.30331
6.681	4	26	1	0.902077
6.681	1	47	1	3.32791
6.682	4	23	2	4.25888
6.682	1	39	2	18.9548
6.683	2	4	3	3.82252
6.683	3	20	3	1.25303
6.683	4	25	3	1.81363
6.683	1	49	3	0.141385
6.684	1	31	4	1288.63
6.685	2	1	5	2.47415
6.685	4	28	5	13.8061
6.685	1	36	5	8.01169
6.686	2	3	6	6.34559
6.686	4	29	6	0.420135
6.686	1	45	6	0.791418
6.687	3	14	7	5.39026
6.687	4	24	7	2.98415
6.687	1	43	7	0.574374
6.688	2	8	8	31.3474
6.688	4	22	8	2.56232
6.688	1	38	8	1.00193
6.689	2	9	9	43.6441
6.689	4	27	9	4.84292
6.689	1	42	9	0.491708
6.69	1	46	10	754.404
6.691	1	41	11	2272.06
6.692	4	21	12	7.23591
6.692	1	33	12	18.5347
6.693	1	40	13	914.895
6.694	1	44	14	2136.7
6.695	1	32	15	2609.4
6.696	1	34	16	774.158
6.697	1	50	17	666.643
6.698	1	35	18	938.443
6.699	1	48	19	835.595
6.7	1	37	20	14932.7
6.701	1	5	21	1927.74
6.702	1	11	22	1656.55
6.703	1	16	23	1393.81
6.704	1	17	24	23888.1
6.705	1	18	25	1736.86
6.706	1	19	26	5921.43
6.707	1	6	27	1666.94
6.708	1	10	28	8652.87
6.709	1	30	29	1614.63
6.71	1	7	30	5561.91
6.711	1	12	31	1051.94
6.712	1	15	32	3518.06
6.713	1	13	33	2049.41
6.721	2	2	1	8.18991
6.721	4	26	1	0.898895
6.721	1	47	1	3.33961
6.722	4	23	2	4.23003
6.722	1	39	2	18.9094
6.723	2	4	3	3.78425
6.723	3	20	3	1.24576
6.723	4	25	3	1.78899
6.723	1	49	3	0.141566
6.724	1	31	4	1286.91
6.725	2	1	5	2.46607
6.725	4	28	5	13.9507
6.725	1	36	5	8.07863
6.726	2	3	6	6.36784
6.726	4	29	6	0.42853
6.726	1	45	6	0.790598
6.727	3	14	7	5.41518
6.727	4	24	7	3.01857
6.727	1	43	7	0.575134
6.728	2	8	8	31.1341
6.728	4	22	8	2.55215
6.728	1	38	8	1.00072
6.729	2	9	9	43.6469
6.729	4	27	9	4.79173
6.729	1	42	9	0.493589
6.73	1	46	10	752.94
6.731	1	41	11	2281.26
6.732	4	21	12	7.31415
6.732	1	33	12	18.6809
6.733	1	40	13	917.43
6.734	1	44	14	2133.45
6.735	1	32	15	2603.46
6.736	1	34	16	772.857
6.737	1	50	17	668.228
6.738	1	35	18	936.134
6.739	1	48	19	834.518
6.74	1	37	20	14924.4
6.741	1	5	21	1922.61
6.742	1	11	22	1652.09
6.743	1	16	23	1389.84
6.744	1	17	24	24160.4
6.745	1	18	25	1731.89
6.746	1	19	26	5883.82
6.747	1	6	27	1661.35
6.748	1	10	28	8591.41
6.749	1	30	29	1610.78
6.75	1	7	30	5598.77
6.751	1	12	31	1049.53
6.752	1	15	32	3500.57
6.753	1	13	33	2057.43
6.761	2	2	1	8.07821
6.761	4	26	1	0.895725
6.761	1	47	1	3.35128
6.762	4	23	2	4.20131
6.762	1	39	2	18.8633
6.763	2	4	3	3.74645
6.763	3	20	3	1.23837
6.763	4	25	3	1.76466
6.763	1	49	3	0.141747
6.764	1	31	4	1285.18
6.765	2	1	5	2.45801
6.765	4	28	5	14.0967
6.765	1	36	5	8.146
6.766	2	3	6	6.39009
6.766	4	29	6	0.43715
6.766	1	45	6	0.789772
6.767	3	14	7	5.43918
6.767	4	24	7	3.05288
6.767	1	43	7	0.575879
6.768	2	8	8	30.9203
6.768	4	22	8	2.54205
6.768	1	38	8	0.999523
6.769	2	9	9	43.6389
6.769	4	27	9	4.74073
6.769	1	42	9	0.49547
6.77	1	46	10	751.479
6.771	1	41	11	2290.52
6.772	4	21	12	7.39319
6.772	1	33	12	18.8287
6.773	1	40	13	919.976
6.774	1	44	14	2130.19
6.775	1	32	15	2597.52
6.776	1	34	16	771.557
6.777	1	50	17	669.818
6.778	1	35	18	933.834
6.779	1	48	19	833.44
6.78	1	37	20	14915.1
6.781	1	5	21	1917.49
6.782	1	11	22	1647.64
6.783	1	16	23	1385.89
6.784	1	17	24	24436.3
6.785	1	18	25	1726.95
6.786	1	19	26	5846.52
6.787	1	6	27	1655.79
6.788	1	10	28	8530.52
6.789	1	30	29	1606.94
6.79	1	7	30	5635.99
6.791	1	12	31	1047.14
6.792	1	15	32	3483.2
6.793	1	13	33	2065.5
6.801	2	2	1	7.9682
6.801	4	26	1	0.892565
6.801	1	47	1	3.3629
6.802	4	23	2	4.17274
6.802	1	39	2	18.8166
6.803	2	4	3	3.70912
6.803	3	20	3	1.23085
6.803	4	25	3	1.74065
6.803	1	49	3	0.141929
6.804	1	31	4	1283.45
6.805	2	1	5	2.44994
6.805	4	28	5	14.2443
6.805	1	36	5	8.2138
6.806	2	3	6	6.41233
6.806	4	29	6	0.446001
6.806	1	45	6	0.788941
6.807	3	14	7	5.46223
6.807	4	24	7	3.08705
6.807	1	43	7	0.57661
6.808	2	8	8	30.7062
6.808	4	22	8	2.53203
6.808	1	38	8	0.99833
6.809	2	9	9	43.6202
6.809	4	27	9	4.68993
6.809	1	42	9	0.497352
6.81	1	46	10	750.022
6.811	1	41	11	2299.82
6.812	4	21	12	7.47301
6.812	1	33	12	18.9781
6.813	1	40	13	922.532
6.814	1	44	14	2126.92
6.815	1	32	15	2591.57
6.816	1	34	16	770.259
6.817	1	50	17	671.413
6.818	1	35	18	931.541
6.819	1	48	19	832.362
6.82	1	37	20	14904.9
6.821	1	5	21	1912.38
6.822	1	11	22	1643.2
6.823	1	16	23	1381.94
6.824	1	17	24	24716.1
6.825	1	18	25	1722.01
6.826	1	19	26	5809.56
6.827	1	6	27	1650.26
6.828	1	10	28	8470.17
6.829	1	30	29	1603.1
6.83	1	7	30	5673.58
6.831	1	12	31	1044.75
6.832	1	15	32	3465.95
6.833	1	13	33	2073.61
6.841	2	2	1	7.85984
6.841	4	26	1	0.889416
6.841	1	47	1	3.37448
6.842	4	23	2	4.14432
6.842	1	39	2	18.7692
6.843	2	4	3	3.67227
6.843	3	20	3	1.22321
6.843	4	25	3	1.71695
6.843	1	49	3	0.142112
6.844	1	31	4	1281.72
6.845	2	1	5	2.44189
6.845	4	28	5	14.3934
6.845	1	36	5	8.28201
6.846	2	3	6	6.43456
6.846	4	29	6	0.455087
6.846	1	45	6	0.788104
6.847	3	14	7	5.48431
6.847	4	24	7	3.12106
6.847	1	43	7	0.577327
6.848	2	8	8	30.4918
6.848	4	22	8	2.52208
6.848	1	38	8	0.997142
6.849	2	9	9	43.5906
6.849	4	27	9	4.63933
6.849	1	42	9	0.499234
6.85	1	46	10	748.567
6.851	1	41	11	2309.19
6.852	4	21	12	7.55363
6.852	1	33	12	19.1293
6.853	1	40	13	925.099
6.854	1	44	14	2123.65
6.855	1	32	15	2585.63
6.856	1	34	16	768.962
6.857	1	50	17	673.015
6.858	1	35	18	929.255
6.859	1	48	19	831.284
6.86	1	37	20	14893.8
6.861	1	5	21	1907.29
6.862	1	11	22	1638.78
6.863	1	16	23	1378.02
6.864	1	17	24	24999.6
6.865	1	18	25	1717.1
6.866	1	19	26	5772.92
6.867	1	6	27	1644.75
6.868	1	10	28	8410.37
6.869	1	30	29	1599.27
6.87	1	7	30	5711.52
6.871	1	12	31	1042.36
6.872	1	15	32	3448.81
6.873	1	13	33	2081.77
6.881	2	2	1	7.75312
6.881	4	26	1	0.886277
6.881	1	47	1	3.38601
6.882	4	23	2	4.11603
6.882	1	39	2	18.7211
6.883	2	4	3	3.63587
6.883	3	20	3	1.21545
6.883	4	25	3	1.69356
6.883	1	49	3	0.142296
6.884	1	31	4	1279.98
6.885	2	1	5	2.43385
6.885	4	28	5	14.544
6.885	1	36	5	8.35063
6.886	2	3	6	6.45678
6.886	4	29	6	0.464414
6.886	1	45	6	0.787262
6.887	3	14	7	5.50539
6.887	4	24	7	3.15488
6.887	1	43	7	0.578029
6.888	2	8	8	30.2772
6.888	4	22	8	2.5122
6.888	1	38	8	0.99596
6.889	2	9	9	43.5503
6.889	4	27	9	4.58896
6.889	1	42	9	0.501116
6.89	1	46	10	747.116
6.891	1	41	11	2318.6
6.892	4	21	12	7.63504
6.892	1	33	12	19.282
6.893	1	40	13	927.676
6.894	1	44	14	2120.36
6.895	1	32	15	2579.68
6.896	1	34	16	767.668
6.897	1	50	17	674.622
6.898	1	35	18	926.977
6.899	1	48	19	830.206
6.9	1	37	20	14881.8
6.901	1	5	21	1902.2
6.902	1	11	22	1634.37
6.903	1	16	23	1374.1
6.904	1	17	24	25287
6.905	1	18	25	1712.2
6.906	1	19	26	5736.59
6.907	1	6	27	1639.27
6.908	1	10	28	8351.11
6.909	1	30	29	1595.45
6.91	1	7	30	5749.84
6.911	1	12	31	1039.99
6.912	1	15	32	3431.8
6.913	1	13	33	2089.97
6.921	4	26	1	1.2654
6.921	1	47	1	26.4257
6.922	4	23	2	4.0879
6.922	1	39	2	18.6725
6.923	2	4	3	3.59992
6.923	3	20	3	1.20759
6.923	4	25	3	1.67048
6.923	1	49	3	0.14248
6.924	1	31	4	1278.25
6.925	2	1	5	2.42581
6.925	4	28	5	14.6961
6.925	1	36	5	8.41966
6.926	2	3	6	6.47899
6.926	4	29	6	0.473987
6.926	1	45	6	0.786414
6.927	3	14	7	5.52544
6.927	4	24	7	3.18849
6.927	1	43	7	0.578718
6.928	2	8	8	30.0626
6.928	4	22	8	2.5024
6.928	1	38	8	0.994784
6.929	2	9	9	43.4992
6.929	4	27	9	4.53881
6.929	1	42	9	0.502998
6.93	1	46	10	745.668
6.931	1	41	11	2328.07
6.932	4	21	12	7.71725
6.932	1	33	12	19.4365
6.933	1	40	13	930.264
6.934	1	44	14	2117.06
6.935	1	32	15	2573.73
6.936	1	34	16	766.376
6.937	1	50	17	676.234
6.938	1	35	18	924.706
6.939	1	48	19	829.128
6.94	1	37	20	14868.8
6.941	1	5	21	1897.13
6.942	1	11	22	1629.97
6.943	1	16	23	1370.2
6.944	1	17	24	25578.3
6.945	1	18	25	1707.31
6.946	1	19	26	5700.59
6.947	1	6	27	1633.81
6.948	1	10	28	8292.39
6.949	1	30	29	1591.64
6.95	1	7	30	5788.53
6.951	1	12	31	1037.62
6.952	1	15	32	3414.9
6.953	1	13	33	2098.22
6.954	1	2	34	4027.9
6.961	4	26	1	1.26351
6.961	1	47	1	26.6509
6.962	4	23	2	4.0599
6.962	1	39	2	18.6232
6.963	2	4	3	3.56443
6.963	3	20	3	1.19961
6.963	4	25	3	1.64771
6.963	1	49	3	0.142664
6.964	1	31	4	1276.51
6.965	2	1	5	2.41778
6.965	4	28	5	14.8498
6.965	1	36	5	8.48909
6.966	2	3	6	6.50118
6.966	4	29	6	0.483812
6.966	1	45	6	0.785561
6.967	3	14	7	5.54445
6.967	4	24	7	3.22187
6.967	1	43	7	0.579391
6.968	2	8	8	29.848
6.968	4	22	8	2.49267
6.968	1	38	8	0.993613
6.969	2	9	9	43.4375
6.969	4	27	9	4.4889
6.969	1	42	9	0.50488
6.97	1	46	10	744.224
6.971	1	41	11	2337.59
6.972	4	21	12	7.80025
6.972	1	33	12	19.5926
6.973	1	40	13	932.863
6.974	1	44	14	2113.76
6.975	1	32	15	2567.78
6.976	1	34	16	765.085
6.977	1	50	17	677.853
6.978	1	35	18	922.443
6.979	1	48	19	828.049
6.98	1	37	20	14854.9
6.981	1	5	21	1892.07
6.982	1	11	22	1625.59
6.983	1	16	23	1366.32
6.984	1	17	24	25873.5
6.985	1	18	25	1702.44
6.986	1	19	26	5664.89
6.987	1	6	27	1628.38
6.988	1	10	28	8234.19
6.989	1	30	29	1587.83
6.99	1	7	30	5827.6
6.991	1	12	31	1035.25
6.992	1	15	32	3398.12
6.993	1	13	33	2106.52
6.994	1	2	34	4043.39
7.001	4	26	1	1.26164
7.001	1	47	1	26.8772
7.002	4	23	2	4.03206
7.002	1	39	2	18.5733
7.003	2	4	3	3.52938
7.003	3	20	3	1.19153
7.003	4	25	3	1.62525
7.003	1	49	3	0.14285
7.004	1	31	4	1274.77
7.005	2	1	5	2.40976
7.005	4	28	5	15.0049
7.005	1	36	5	8.55891
7.006	2	3	6	6.52335
7.006	4	29	6	0.493894
7.006	1	45	6	0.784703
7.007	3	14	7	5.56239
7.007	4	24	7	3.25499
7.007	1	43	7	0.58005
7.008	2	8	8	29.6335
7.008	4	22	8	2.48301
7.008	1	38	8	0.992448
7.009	2	9	9	43.3651
7.009	4	27	9	4.43924
7.009	1	42	9	0.506763
7.01	1	46	10	742.782
7.011	1	41	11	2347.17
7.012	4	21	12	7.88405
7.012	1	33	12	19.7505
7.013	1	40	13	935.473
7.014	1	44	14	2110.44
7.015	1	32	15	2561.83
7.016	1	34	16	763.796
7.017	1	50	17	679.477
7.018	1	35	18	920.188
7.019	1	48	19	826.97
7.02	1	37	20	14840.1
7.021	1	5	21	1887.02
7.022	1	11	22	1621.21
7.023	1	16	23	1362.45
7.024	1	17	24	26172.7
7.025	1	18	25	1697.58
7.026	1	19	26	5629.51
7.027	1	6	27	1622.97
7.028	1	10	28	8176.53
7.029	1	30	29	1584.03
7.03	1	7	30	5867.06
7.031	1	12	31	1032.89
7.032	1	15	32	3381.45
7.033	1	13	33	2114.87
7.034	1	2	34	4058.93
7.041	4	26	1	1.25977
7.041	1	47	1	27.1046
7.042	4	23	2	4.00436
7.042	1	39	2	18.5229
7.043	2	4	3	3.49476
7.043	3	20	3	1.18335
7.043	4	25	3	1.60308
7.043	1	49	3	0.143036
7.044	1	31	4	1273.03
7.045	2	1	5	2.40176
7.045	4	28	5	15.1615
7.045	1	36	5	8.62912
7.046	2	3	6	6.54549
7.046	4	29	6	0.504239
7.046	1	45	6	0.783839
7.047	3	14	7	5.57923
7.047	4	24	7	3.28782
7.047	1	43	7	0.580695
7.048	2	8	8	29.4191
7.048	4	22	8	2.47342
7.048	1	38	8	0.991288
7.049	2	9	9	43.2822
7.049	4	27	9	4.38984
7.049	1	42	9	0.508645
7.05	1	46	10	741.344
7.051	1	41	11	2356.81
7.052	4	21	12	7.96865
7.052	1	33	12	19.9101
7.053	1	40	13	938.094
7.054	1	44	14	2107.12
7.055	1	32	15	2555.88
7.056	1	34	16	762.509
7.057	1	50	17	681.108
7.058	1	35	18	917.939
7.059	1	48	19	825.892
7.06	1	37	20	14824.3
7.061	1	5	21	1881.98
7.062	1	11	22	1616.85
7.063	1	16	23	1358.59
7.064	1	17	24	26475.9
7.065	1	18	25	1692.74
7.066	1	19	26	5594.42
7.067	1	6	27	1617.59
7.068	1	10	28	8119.38
7.069	1	30	29	1580.24
7.07	1	7	30	5906.9
7.071	1	12	31	1030.54
7.072	1	15	32	3364.9
7.073	1	13	33	2123.26
7.074	1	2	34	4074.52
7.081	4	26	1	1.25793
7.081	1	47	1	27.3332
7.082	4	23	2	3.9768
7.082	1	39	2	18.4719
7.083	2	4	3	3.46058
7.083	3	20	3	1.17507
7.083	4	25	3	1.58122
7.083	1	49	3	0.143223
7.084	1	31	4	1271.28
7.085	2	1	5	2.39376
7.085	4	28	5	15.3196
7.085	1	36	5	8.6997
7.086	2	3	6	6.5676
7.086	4	29	6	0.514853
7.086	1	45	6	0.782969
7.087	3	14	7	5.59497
7.087	4	24	7	3.32035
7.087	1	43	7	0.581324
7.088	2	8	8	29.205
7.088	4	22	8	2.4639
7.088	1	38	8	0.990134
7.089	2	9	9	43.1888
7.089	4	27	9	4.3407
7.089	1	42	9	0.510527
7.09	1	46	10	739.909
7.091	1	41	11	2366.5
7.092	4	21	12	8.05405
7.092	1	33	12	20.0714
7.093	1	40	13	940.726
7.094	1	44	14	2103.79
7.095	1	32	15	2549.93
7.096	1	34	16	761.224
7.097	1	50	17	682.744
7.098	1	35	18	915.699
7.099	1	48	19	824.813
7.1	1	37	20	14807.7
7.101	1	5	21	1876.95
7.102	1	11	22	1612.5
7.103	1	16	23	1354.75
7.104	1	17	24	26783.1
7.105	1	18	25	1687.92
7.106	1	19	26	5559.65
7.107	1	6	27	1612.23
7.108	1	10	28	8062.75
7.109	1	30	29	1576.45
7.11	1	7	30	5947.14
7.111	1	12	31	1028.19
7.112	1	15	32	3348.47
7.113	1	13	33	2131.69
7.114	1	2	34	4090.15
7.121	4	26	1	1.25609
7.121	1	47	1	27.5629
7.122	4	23	2	3.94939
7.122	1	39	2	18.4204
7.123	2	4	3	3.42682
7.123	3	20	3	1.16669
7.123	4	25	3	1.55966
7.123	1	49	3	0.143411
7.124	1	31	4	1269.53
7.125	2	1	5	2.38578
7.125	4	28	5	15.4792
7.125	1	36	5	8.77066
7.126	2	3	6	6.58968
7.126	4	29	6	0.525741
7.126	1	45	6	0.782094
7.127	3	14	7	5.60957
7.127	4	24	7	3.35254
7.127	1	43	7	0.581939
7.128	2	8	8	28.9912
7.128	4	22	8	2.45444
7.128	1	38	8	0.988986
7.129	2	9	9	43.0851
7.129	4	27	9	4.29184
7.129	1	42	9	0.51241
7.13	1	46	10	738.478
7.131	1	41	11	2376.24
7.132	4	21	12	8.14025
7.132	1	33	12	20.2344
7.133	1	40	13	943.368
7.134	1	44	14	2100.45
7.135	1	32	15	2543.98
7.136	1	34	16	759.941
7.137	1	50	17	684.386
7.138	1	35	18	913.465
7.139	1	48	19	823.734
7.14	1	37	20	14790.2
7.141	1	5	21	1871.94
7.142	1	11	22	1608.17
7.143	1	16	23	1350.92
7.144	1	17	24	27094.5
7.145	1	18	25	1683.11
7.146	1	19	26	5525.17
7.147	1	6	27	1606.9
7.148	1	10	28	8006.63
7.149	1	30	29	1572.68
7.15	1	7	30	5987.78
7.151	1	12	31	1025.85
7.152	1	15	32	3332.14
7.153	1	13	33	2140.18
7.154	1	2	34	4105.84
7.161	4	26	1	1.25428
7.161	1	47	1	27.7937
7.162	4	23	2	3.92213
7.162	1	39	2	18.3684
7.163	2	4	3	3.39348
7.163	3	20	3	1.15823
7.163	4	25	3	1.53839
7.163	1	49	3	0.143599
7.164	1	31	4	1267.78
7.165	2	1	5	2.3778
7.165	4	28	5	15.6403
7.165	1	36	5	8.84197
7.166	2	3	6	6.61172
7.166	4	29	6	0.53691
7.166	1	45	6	0.781213
7.167	3	14	7	5.62303
7.167	4	24	7	3.38437
7.167	1	43	7	0.582539
7.168	2	8	8	28.7778
7.168	4	22	8	2.44506
7.168	1	38	8	0.987842
7.169	2	9	9	42.9712
7.169	4	27	9	4.24326
7.169	1	42	9	0.514292
7.17	1	46	10	737.049
7.171	1	41	11	2386.04
7.172	4	21	12	8.22725
7.172	1	33	12	20.3992
7.173	1	40	13	946.022
7.174	1	44	14	2097.11
7.175	1	32	15	2538.03
7.176	1	34	16	758.66
7.177	1	50	17	686.034
7.178	1	35	18	911.239
7.179	1	48	19	822.655
7.18	1	37	20	14771.8
7.181	1	5	21	1866.94
7.182	1	11	22	1603.84
7.183	1	16	23	1347.1
7.184	1	17	24	27409.9
7.185	1	18	25	1678.32
7.186	1	19	26	5490.99
7.187	1	6	27	1601.59
7.188	1	10	28	7951.02
7.189	1	30	29	1568.91
7.19	1	7	30	6028.82
7.191	1	12	31	1023.52
7.192	1	15	32	3315.93
7.193	1	13	33	2148.71
7.194	1	2	34	4121.57
7.201	4	26	1	1.25247
7.201	1	47	1	28.0255
7.202	4	23	2	3.89502
7.202	1	39	2	18.3159
7.203	2	4	3	3.36056
7.203	3	20	3	1.14968
7.203	4	25	3	1.51741
7.203	1	49	3	0.143788
7.204	1	31	4	1266.03
7.205	2	1	5	2.36984
7.205	4	28	5	15.8028
7.205	1	36	5	8.91364
7.206	2	3	6	6.63372
7.206	4	29	6	0.548365
7.206	1	45	6	0.780327
7.207	3	14	7	5.63532
7.207	4	24	7	3.41581
7.207	1	43	7	0.583124
7.208	2	8	8	28.5649
7.208	4	22	8	2.43574
7.208	1	38	8	0.986705
7.209	2	9	9	42.8472
7.209	4	27	9	4.19498
7.209	1	42	9	0.516174
7.21	1	46	10	735.624
7.211	1	41	11	2395.9
7.212	4	21	12	8.31504
7.212	1	33	12	20.5657
7.213	1	40	13	948.687
7.214	1	44	14	2093.75
7.215	1	32	15	2532.08
7.216	1	34	16	757.38
7.217	1	50	17	687.687
7.218	1	35	18	909.02
7.219	1	48	19	821.576
7.22	1	37	20	14752.5
7.221	1	5	21	1861.94
7.222	1	11	22	1599.53
7.223	1	16	23	1343.3
7.224	1	17	24	27729.5
7.225	1	18	25	1673.54
7.226	1	19	26	5457.1
7.227	1	6	27	1596.3
7.228	1	10	28	7895.91
7.229	1	30	29	1565.15
7.23	1	7	30	6070.27
7.231	1	12	31	1021.19
7.232	1	15	32	3299.82
7.233	1	13	33	2157.3
7.234	1	2	34	4137.35
7.241	4	26	1	1.25068
7.241	1	47	1	28.2584
7.242	4	23	2	3.86806
7.242	1	39	2	18.2628
7.243	2	4	3	3.32805
7.243	3	20	3	1.14106
7.243	4	25	3	1.49673
7.243	1	49	3	0.143978
7.244	1	31	4	1264.28
7.245	2	1	5	2.3619
7.245	4	28	5	15.9668
7.245	1	36	5	8.98564
7.246	2	3	6	6.65568
7.246	4	29	6	0.560113
7.246	1	45	6	0.779436
7.247	3	14	7	5.64643
7.247	4	24	7	3.44684
7.247	1	43	7	0.583694
7.248	2	8	8	28.3525
7.248	4	22	8	2.42649
7.248	1	38	8	0.985572
7.249	2	9	9	42.7133
7.249	4	27	9	4.14699
7.249	1	42	9	0.518056
7.25	1	46	10	734.202
7.251	1	41	11	2405.81
7.252	4	21	12	8.40363
7.252	1	33	12	20.734
7.253	1	40	13	951.363
7.254	1	44	14	2090.39
7.255	1	32	15	2526.13
7.256	1	34	16	756.102
7.257	1	50	17	689.347
7.258	1	35	18	906.808
7.259	1	48	19	820.497
7.26	1	37	20	14732.3
7.261	1	5	21	1856.97
7.262	1	11	22	1595.23
7.263	1	16	23	1339.51
7.264	1	17	24	28053.3
7.265	1	18	25	1668.77
7.266	1	19	26	5423.5
7.267	1	6	27	1591.04
7.268	1	10	28	7841.29
7.269	1	30	29	1561.39
7.27	1	7	30	6112.14
7.271	1	12	31	1018.87
7.272	1	15	32	3283.83
7.273	1	13	33	2165.93
7.274	1	2	34	4153.18
7.281	4	26	1	1.24891
7.281	1	47	1	28.4922
7.282	4	23	2	3.84124
7.282	1	39	2	18.2093
7.283	2	4	3	3.29594
7.283	3	20	3	1.13235
7.283	4	25	3	1.47634
7.283	1	49	3	0.144168
7.284	1	31	4	1262.52
7.285	2	1	5	2.35396
7.285	4	28	5	16.1322
7.285	1	36	5	9.05798
7.286	2	3	6	6.67759
7.286	4	29	6	0.57216
7.286	1	45	6	0.778538
7.287	3	14	7	5.65635
7.287	4	24	7	3.47743
7.287	1	43	7	0.584248
7.288	2	8	8	28.1407
7.288	4	22	8	2.41731
7.288	1	38	8	0.984445
7.289	2	9	9	42.5697
7.289	4	27	9	4.0993
7.289	1	42	9	0.519938
7.29	1	46	10	732.783
7.291	1	41	11	2415.79
7.292	4	21	12	8.49301
7.292	1	33	12	20.9041
