% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
4505	1	7	30	0	16	3822	0	1
4506	1	46	10	0	14	3182	0	1
4507	1	10	28	0	22	5861	0	1
4508	1	42	9	0	16	3822	0	1
4509	1	13	33	0	12	2481	0	1
4510	1	30	29	0	12	2481	0	1
4511	1	18	25	0	14	3182	0	1
4512	1	15	32	0	14	3182	0	1
4513	1	41	11	0	18	4107	0	1
4514	1	32	15	0	24	6882	0	1
4515	1	19	26	0	24	6882	0	1
4516	1	40	13	0	20	4904	0	1
4517	1	6	27	0	14	3182	0	1
4518	1	43	7	0	18	4107	0	1
4519	1	50	17	0	14	3182	0	1
4520	1	48	19	0	14	3182	0	1
4521	1	31	4	0	12	2481	0	1
4522	1	11	22	0	8	1764	0	1
4523	1	49	3	0	10	1980	0	1
4524	1	5	21	0	12	2481	0	1
4525	1	47	1	0	22	5861	0	1
4526	1	17	24	0	22	5861	0	1
4527	1	44	14	0	8	1764	0	1
4528	1	12	31	0	8	1764	0	1
4529	1	16	23	0	8	1764	0	1
4530	1	33	12	0	22	5861	0	1
4531	1	36	5	0	24	6882	0	1
4532	1	38	8	0	22	5861	0	1
4533	1	37	20	0	24	6882	0	1
4534	1	39	2	0	24	6882	0	1
4535	1	35	18	0	20	4904	0	1
4536	1	34	16	0	14	3182	0	1
4537	1	45	6	0	4	903	0	1
4538	1	33	12	0	22	5861	0	1
4539	1	45	6	0	4	903	0	1
4605	1	7	30	0	16	3822	0	1
4606	1	46	10	0	14	3182	0	1
4607	1	10	28	0	22	5861	0	1
4608	1	42	9	0	16	3822	0	1
4609	1	13	33	0	12	2481	0	1
4610	1	30	29	0	12	2481	0	1
4611	1	18	25	0	14	3182	0	1
4612	1	15	32	0	14	3182	0	1
4613	1	41	11	0	18	4107	0	1
4614	1	32	15	0	24	6882	0	1
4615	1	19	26	0	24	6882	0	1
4616	1	40	13	0	20	4904	0	1
4617	1	6	27	0	14	3182	0	1
4618	1	43	7	0	18	4107	0	1
4619	1	50	17	0	14	3182	0	1
4620	1	48	19	0	14	3182	0	1
4621	1	31	4	0	12	2481	0	1
4622	1	49	3	0	10	1980	0	1
4623	1	47	1	0	22	5861	0	1
4624	1	5	21	0	12	2481	0	1
4625	1	11	22	0	8	1764	0	1
4626	1	17	24	0	22	5861	0	1
4627	1	44	14	0	8	1764	0	1
4628	1	12	31	0	8	1764	0	1
4629	1	16	23	0	8	1764	0	1
4630	1	38	8	0	22	5861	0	1
4631	1	36	5	0	24	6882	0	1
4632	1	37	20	0	24	6882	0	1
4633	1	39	2	0	24	6882	0	1
4634	1	35	18	0	20	4904	0	1
4635	1	34	16	0	14	3182	0	1
4636	1	33	12	0	22	5861	0	1
4637	1	45	6	0	4	903	0	1
4638	1	38	8	0	22	5861	0	1
4639	1	36	5	0	24	6882	0	1
4640	1	37	20	0	24	6882	0	1
4641	1	39	2	0	24	6882	0	1
4642	1	45	6	0	4	903	0	1
4705	1	7	30	0	16	3822	0	1
4706	1	46	10	0	14	3182	0	1
4707	1	10	28	0	22	5861	0	1
4708	1	42	9	0	16	3822	0	1
4709	1	13	33	0	12	2481	0	1
4710	1	30	29	0	12	2481	0	1
4711	1	18	25	0	14	3182	0	1
4712	1	15	32	0	14	3182	0	1
4713	1	41	11	0	18	4107	0	1
4714	1	32	15	0	24	6882	0	1
4715	1	19	26	0	24	6882	0	1
4716	1	40	13	0	20	4904	0	1
4717	1	44	14	0	10	1980	0	1
4718	1	6	27	0	14	3182	0	1
4719	1	43	7	0	18	4107	0	1
4720	1	50	17	0	14	3182	0	1
4721	1	48	19	0	14	3182	0	1
4722	1	31	4	0	12	2481	0	1
4723	1	47	1	0	22	5861	0	1
4724	1	49	3	0	10	1980	0	1
4725	1	5	21	0	12	2481	0	1
4726	1	17	24	0	22	5861	0	1
4727	1	11	22	0	8	1764	0	1
4728	1	12	31	0	8	1764	0	1
4729	1	16	23	0	8	1764	0	1
4730	1	35	18	0	20	4904	0	1
4731	1	34	16	0	14	3182	0	1
4732	1	33	12	0	22	5861	0	1
4733	1	38	8	0	22	5861	0	1
4734	1	36	5	0	24	6882	0	1
4735	1	37	20	0	24	6882	0	1
4736	1	39	2	0	24	6882	0	1
4737	1	45	6	0	4	903	0	1
4738	1	35	18	0	20	4904	0	1
4739	1	38	8	0	22	5861	0	1
4740	1	36	5	0	24	6882	0	1
4741	1	37	20	0	24	6882	0	1
4742	1	39	2	0	24	6882	0	1
4743	1	45	6	0	4	903	0	1
4805	1	7	30	0	16	3822	0	1
4806	1	10	28	0	22	5861	0	1
4807	1	46	10	0	14	3182	0	1
4808	1	42	9	0	16	3822	0	1
4809	1	13	33	0	12	2481	0	1
4810	1	30	29	0	12	2481	0	1
4811	1	18	25	0	14	3182	0	1
4812	1	15	32	0	14	3182	0	1
4813	1	41	11	0	18	4107	0	1
4814	1	32	15	0	24	6882	0	1
4815	1	19	26	0	24	6882	0	1
4816	1	40	13	0	20	4904	0	1
4817	1	44	14	0	10	1980	0	1
4818	1	6	27	0	14	3182	0	1
4819	1	43	7	0	18	4107	0	1
4820	1	50	17	0	14	3182	0	1
4821	1	48	19	0	14	3182	0	1
4822	1	47	1	0	22	5861	0	1
4823	1	31	4	0	12	2481	0	1
4824	1	49	3	0	10	1980	0	1
4825	1	17	24	0	22	5861	0	1
4826	1	5	21	0	12	2481	0	1
4827	1	11	22	0	8	1764	0	1
4828	1	12	31	0	8	1764	0	1
4829	1	16	23	0	8	1764	0	1
4830	1	34	16	0	14	3182	0	1
4831	1	33	12	0	22	5861	0	1
4832	1	35	18	0	20	4904	0	1
4833	1	38	8	0	22	5861	0	1
4834	1	36	5	0	24	6882	0	1
4835	1	37	20	0	24	6882	0	1
4836	1	39	2	0	24	6882	0	1
4837	1	45	6	0	4	903	0	1
4838	1	34	16	0	14	3182	0	1
4839	1	35	18	0	20	4904	0	1
4840	1	38	8	0	22	5861	0	1
4841	1	36	5	0	24	6882	0	1
4842	1	37	20	0	24	6882	0	1
4843	1	39	2	0	24	6882	0	1
4844	1	45	6	0	4	903	0	1
4905	1	7	30	0	16	3822	0	1
4906	1	10	28	0	22	5861	0	1
4907	1	42	9	0	16	3822	0	1
4908	1	46	10	0	14	3182	0	1
4909	1	13	33	0	12	2481	0	1
4910	1	30	29	0	12	2481	0	1
4911	1	18	25	0	14	3182	0	1
4912	1	15	32	0	14	3182	0	1
4913	1	41	11	0	18	4107	0	1
4914	1	32	15	0	24	6882	0	1
4915	1	19	26	0	24	6882	0	1
4916	1	40	13	0	20	4904	0	1
4917	1	44	14	0	10	1980	0	1
4918	1	6	27	0	14	3182	0	1
4919	1	43	7	0	18	4107	0	1
4920	1	50	17	0	14	3182	0	1
4921	1	48	19	0	14	3182	0	1
4922	1	47	1	0	22	5861	0	1
4923	1	31	4	0	12	2481	0	1
4924	1	17	24	0	22	5861	0	1
4925	1	49	3	0	10	1980	0	1
4926	1	5	21	0	12	2481	0	1
4927	1	11	22	0	8	1764	0	1
4928	1	12	31	0	8	1764	0	1
4929	1	16	23	0	8	1764	0	1
4930	1	33	12	0	22	5861	0	1
4931	1	34	16	0	14	3182	0	1
4932	1	35	18	0	20	4904	0	1
4933	1	38	8	0	22	5861	0	1
4934	1	36	5	0	24	6882	0	1
4935	1	37	20	0	24	6882	0	1
4936	1	39	2	0	24	6882	0	1
4937	1	45	6	0	4	903	0	1
4938	1	34	16	0	14	3182	0	1
4939	1	35	18	0	20	4904	0	1
4940	1	38	8	0	22	5861	0	1
4941	1	36	5	0	24	6882	0	1
4942	1	37	20	0	24	6882	0	1
4943	1	39	2	0	24	6882	0	1
4944	1	45	6	0	4	903	0	1
5005	1	7	30	0	18	4107	0	1
5006	1	10	28	0	22	5861	0	1
5007	1	42	9	0	16	3822	0	1
5008	1	46	10	0	14	3182	0	1
5009	1	13	33	0	12	2481	0	1
5010	1	30	29	0	12	2481	0	1
5011	1	18	25	0	14	3182	0	1
5012	1	15	32	0	14	3182	0	1
5013	1	41	11	0	18	4107	0	1
5014	1	32	15	0	24	6882	0	1
5015	1	19	26	0	24	6882	0	1
5016	1	40	13	0	20	4904	0	1
5017	1	44	14	0	10	1980	0	1
5018	1	6	27	0	14	3182	0	1
5019	1	43	7	0	18	4107	0	1
5020	1	50	17	0	14	3182	0	1
5021	1	48	19	0	14	3182	0	1
5022	1	47	1	0	22	5861	0	1
5023	1	31	4	0	12	2481	0	1
5024	1	17	24	0	22	5861	0	1
5025	1	49	3	0	10	1980	0	1
5026	1	5	21	0	12	2481	0	1
5027	1	11	22	0	8	1764	0	1
5028	1	33	12	0	22	5861	0	1
5029	1	12	31	0	8	1764	0	1
5030	1	16	23	0	8	1764	0	1
5031	1	34	16	0	14	3182	0	1
5032	1	35	18	0	20	4904	0	1
5033	1	38	8	0	22	5861	0	1
5034	1	36	5	0	24	6882	0	1
5035	1	37	20	0	24	6882	0	1
5036	1	39	2	0	24	6882	0	1
5037	1	45	6	0	4	903	0	1
5038	1	34	16	0	14	3182	0	1
5039	1	35	18	0	20	4904	0	1
5040	1	45	6	0	4	903	0	1
5105	1	7	30	0	18	4107	0	1
5106	1	10	28	0	22	5861	0	1
5107	1	42	9	0	16	3822	0	1
5108	1	46	10	0	14	3182	0	1
5109	1	13	33	0	12	2481	0	1
5110	1	30	29	0	12	2481	0	1
5111	1	18	25	0	14	3182	0	1
5112	1	15	32	0	14	3182	0	1
5113	1	41	11	0	18	4107	0	1
5114	1	32	15	0	24	6882	0	1
5115	1	19	26	0	24	6882	0	1
5116	1	40	13	0	20	4904	0	1
5117	1	44	14	0	10	1980	0	1
5118	1	6	27	0	14	3182	0	1
5119	1	43	7	0	18	4107	0	1
5120	1	50	17	0	14	3182	0	1
5121	1	47	1	0	22	5861	0	1
5122	1	48	19	0	14	3182	0	1
5123	1	17	24	0	22	5861	0	1
5124	1	31	4	0	12	2481	0	1
5125	1	49	3	0	10	1980	0	1
5126	1	5	21	0	12	2481	0	1
5127	1	33	12	0	22	5861	0	1
5128	1	11	22	0	8	1764	0	1
5129	1	12	31	0	8	1764	0	1
5130	1	16	23	0	8	1764	0	1
5131	1	38	8	0	22	5861	0	1
5132	1	36	5	0	24	6882	0	1
5133	1	37	20	0	24	6882	0	1
5134	1	39	2	0	24	6882	0	1
5135	1	34	16	0	14	3182	0	1
5136	1	35	18	0	20	4904	0	1
5137	1	45	6	0	4	903	0	1
5138	1	38	8	0	22	5861	0	1
5139	1	36	5	0	24	6882	0	1
5140	1	37	20	0	24	6882	0	1
5141	1	39	2	0	24	6882	0	1
5142	1	35	18	0	20	4904	0	1
5143	1	45	6	0	4	903	0	1
5205	1	7	30	0	18	4107	0	1
5206	1	10	28	0	22	5861	0	1
5207	1	42	9	0	16	3822	0	1
5208	1	46	10	0	14	3182	0	1
5209	1	13	33	0	12	2481	0	1
5210	1	30	29	0	12	2481	0	1
5211	1	18	25	0	14	3182	0	1
5212	1	15	32	0	14	3182	0	1
5213	1	41	11	0	18	4107	0	1
5214	1	32	15	0	24	6882	0	1
5215	1	19	26	0	24	6882	0	1
5216	1	40	13	0	20	4904	0	1
5217	1	44	14	0	10	1980	0	1
5218	1	6	27	0	14	3182	0	1
5219	1	43	7	0	18	4107	0	1
5220	1	50	17	0	14	3182	0	1
5221	1	47	1	0	22	5861	0	1
5222	1	48	19	0	14	3182	0	1
5223	1	17	24	0	22	5861	0	1
5224	1	31	4	0	12	2481	0	1
5225	1	49	3	0	10	1980	0	1
5226	1	33	12	0	22	5861	0	1
5227	1	11	22	0	8	1764	0	1
5228	1	12	31	0	8	1764	0	1
5229	1	16	23	0	8	1764	0	1
5230	1	5	21	0	10	1980	0	1
5231	1	34	16	0	14	3182	0	1
5232	1	38	8	0	22	5861	0	1
5233	1	36	5	0	24	6882	0	1
5234	1	37	20	0	24	6882	0	1
5235	1	39	2	0	24	6882	0	1
5236	1	35	18	0	20	4904	0	1
5237	1	45	6	0	4	903	0	1
5238	1	33	12	0	22	5861	0	1
5239	1	34	16	0	14	3182	0	1
5240	1	38	8	0	22	5861	0	1
5241	1	36	5	0	24	6882	0	1
5242	1	37	20	0	24	6882	0	1
5243	1	35	18	0	20	4904	0	1
5244	1	45	6	0	4	903	0	1
5305	1	10	28	0	22	5861	0	1
5306	1	7	30	0	18	4107	0	1
5307	1	42	9	0	16	3822	0	1
5308	1	17	24	0	24	6882	0	1
5309	1	46	10	0	14	3182	0	1
5310	1	13	33	0	12	2481	0	1
5311	1	30	29	0	12	2481	0	1
5312	1	18	25	0	14	3182	0	1
5313	1	15	32	0	14	3182	0	1
5314	1	41	11	0	18	4107	0	1
5315	1	32	15	0	24	6882	0	1
5316	1	19	26	0	24	6882	0	1
5317	1	40	13	0	20	4904	0	1
5318	1	44	14	0	10	1980	0	1
5319	1	6	27	0	14	3182	0	1
5320	1	43	7	0	18	4107	0	1
5321	1	47	1	0	22	5861	0	1
5322	1	50	17	0	14	3182	0	1
5323	1	48	19	0	14	3182	0	1
5324	1	31	4	0	12	2481	0	1
5325	1	49	3	0	10	1980	0	1
5326	1	11	22	0	8	1764	0	1
5327	1	12	31	0	8	1764	0	1
5328	1	16	23	0	8	1764	0	1
5329	1	5	21	0	10	1980	0	1
5330	1	39	2	0	24	6882	0	1
5331	1	33	12	0	22	5861	0	1
5332	1	34	16	0	14	3182	0	1
5333	1	38	8	0	22	5861	0	1
5334	1	36	5	0	24	6882	0	1
5335	1	37	20	0	24	6882	0	1
5336	1	35	18	0	20	4904	0	1
5337	1	45	6	0	4	903	0	1
5338	1	39	2	0	24	6882	0	1
5339	1	34	16	0	14	3182	0	1
5340	1	38	8	0	22	5861	0	1
5341	1	36	5	0	24	6882	0	1
5342	1	37	20	0	24	6882	0	1
5343	1	35	18	0	20	4904	0	1
5344	1	45	6	0	4	903	0	1
5405	1	10	28	0	22	5861	0	1
5406	1	42	9	0	16	3822	0	1
5407	1	7	30	0	18	4107	0	1
5408	1	17	24	0	24	6882	0	1
5409	1	46	10	0	14	3182	0	1
5410	1	13	33	0	12	2481	0	1
5411	1	30	29	0	12	2481	0	1
5412	1	18	25	0	14	3182	0	1
5413	1	15	32	0	14	3182	0	1
5414	1	41	11	0	18	4107	0	1
5415	1	32	15	0	24	6882	0	1
5416	1	40	13	0	20	4904	0	1
5417	1	6	27	0	14	3182	0	1
5418	1	43	7	0	18	4107	0	1
5419	1	47	1	0	22	5861	0	1
5420	1	50	17	0	14	3182	0	1
5421	1	48	19	0	14	3182	0	1
5422	1	31	4	0	12	2481	0	1
5423	1	49	3	0	10	1980	0	1
5424	1	11	22	0	8	1764	0	1
5425	1	19	26	0	22	5861	0	1
5426	1	12	31	0	8	1764	0	1
5427	1	16	23	0	8	1764	0	1
5428	1	44	14	0	8	1764	0	1
5429	1	5	21	0	10	1980	0	1
5430	1	33	12	0	22	5861	0	1
5431	1	39	2	0	24	6882	0	1
5432	1	36	5	0	26	7708	0	1
5433	1	34	16	0	14	3182	0	1
5434	1	38	8	0	22	5861	0	1
5435	1	37	20	0	24	6882	0	1
5436	1	35	18	0	20	4904	0	1
5437	1	45	6	0	4	903	0	1
5438	1	45	6	0	4	903	0	1
5505	1	10	28	0	22	5861	0	1
5506	1	42	9	0	16	3822	0	1
5507	1	7	30	0	18	4107	0	1
5508	1	17	24	0	24	6882	0	1
5509	1	46	10	0	14	3182	0	1
5510	1	13	33	0	12	2481	0	1
5511	1	30	29	0	12	2481	0	1
5512	1	18	25	0	14	3182	0	1
5513	1	15	32	0	14	3182	0	1
5514	1	41	11	0	18	4107	0	1
5515	1	32	15	0	24	6882	0	1
5516	1	40	13	0	20	4904	0	1
5517	1	6	27	0	14	3182	0	1
5518	1	47	1	0	22	5861	0	1
5519	1	43	7	0	18	4107	0	1
5520	1	50	17	0	14	3182	0	1
5521	1	48	19	0	14	3182	0	1
5522	1	31	4	0	12	2481	0	1
5523	1	49	3	0	10	1980	0	1
5524	1	19	26	0	22	5861	0	1
5525	1	11	22	0	8	1764	0	1
5526	1	12	31	0	8	1764	0	1
5527	1	16	23	0	8	1764	0	1
5528	1	5	21	0	10	1980	0	1
5529	1	44	14	0	8	1764	0	1
5530	1	33	12	0	22	5861	0	1
5531	1	39	2	0	24	6882	0	1
5532	1	36	5	0	26	7708	0	1
5533	1	34	16	0	14	3182	0	1
5534	1	38	8	0	22	5861	0	1
5535	1	37	20	0	24	6882	0	1
5536	1	35	18	0	20	4904	0	1
5537	1	45	6	0	4	903	0	1
5538	1	39	2	0	24	6882	0	1
5539	1	34	16	0	14	3182	0	1
5540	1	38	8	0	22	5861	0	1
5541	1	37	20	0	24	6882	0	1
5542	1	35	18	0	20	4904	0	1
5543	1	45	6	0	4	903	0	1
5605	1	10	28	0	22	5861	0	1
5606	1	42	9	0	16	3822	0	1
5607	1	7	30	0	18	4107	0	1
5608	1	17	24	0	24	6882	0	1
5609	1	46	10	0	14	3182	0	1
5610	1	13	33	0	12	2481	0	1
5611	1	30	29	0	12	2481	0	1
5612	1	18	25	0	14	3182	0	1
5613	1	15	32	0	14	3182	0	1
5614	1	41	11	0	18	4107	0	1
5615	1	32	15	0	24	6882	0	1
5616	1	40	13	0	20	4904	0	1
5617	1	6	27	0	14	3182	0	1
5618	1	47	1	0	22	5861	0	1
5619	1	43	7	0	18	4107	0	1
5620	1	50	17	0	14	3182	0	1
5621	1	48	19	0	14	3182	0	1
5622	1	31	4	0	12	2481	0	1
5623	1	19	26	0	22	5861	0	1
5624	1	49	3	0	10	1980	0	1
5625	1	11	22	0	8	1764	0	1
5626	1	33	12	0	24	6882	0	1
5627	1	12	31	0	8	1764	0	1
5628	1	5	21	0	10	1980	0	1
5629	1	16	23	0	8	1764	0	1
5630	1	44	14	0	8	1764	0	1
5631	1	36	5	0	26	7708	0	1
5632	1	39	2	0	24	6882	0	1
5633	1	34	16	0	14	3182	0	1
5634	1	38	8	0	22	5861	0	1
5635	1	37	20	0	24	6882	0	1
5636	1	35	18	0	20	4904	0	1
5637	1	45	6	0	4	903	0	1
5638	1	36	5	0	26	7708	0	1
5639	1	39	2	0	24	6882	0	1
5640	1	34	16	0	14	3182	0	1
5641	1	38	8	0	22	5861	0	1
5642	1	37	20	0	24	6882	0	1
5643	1	35	18	0	20	4904	0	1
5644	1	45	6	0	4	903	0	1
5705	1	10	28	0	22	5861	0	1
5706	1	42	9	0	16	3822	0	1
5707	1	7	30	0	18	4107	0	1
5708	1	17	24	0	24	6882	0	1
5709	1	46	10	0	14	3182	0	1
5710	1	13	33	0	12	2481	0	1
5711	1	30	29	0	12	2481	0	1
5712	1	18	25	0	14	3182	0	1
5713	1	15	32	0	14	3182	0	1
5714	1	41	11	0	18	4107	0	1
5715	1	32	15	0	24	6882	0	1
5716	1	40	13	0	20	4904	0	1
5717	1	47	1	0	22	5861	0	1
5718	1	6	27	0	14	3182	0	1
5719	1	43	7	0	18	4107	0	1
5720	1	50	17	0	14	3182	0	1
5721	1	48	19	0	14	3182	0	1
5722	1	31	4	0	12	2481	0	1
5723	1	19	26	0	22	5861	0	1
5724	1	33	12	0	24	6882	0	1
5725	1	49	3	0	10	1980	0	1
5726	1	11	22	0	8	1764	0	1
5727	1	5	21	0	10	1980	0	1
5728	1	12	31	0	8	1764	0	1
5729	1	16	23	0	8	1764	0	1
5730	1	44	14	0	8	1764	0	1
5731	1	36	5	0	26	7708	0	1
5732	1	39	2	0	24	6882	0	1
5733	1	38	8	0	22	5861	0	1
5734	1	34	16	0	14	3182	0	1
5735	1	37	20	0	24	6882	0	1
5736	1	45	6	0	6	1287	0	1
5737	1	35	18	0	20	4904	0	1
5738	1	36	5	0	26	7708	0	1
5739	1	39	2	0	24	6882	0	1
5740	1	38	8	0	22	5861	0	1
5741	1	37	20	0	24	6882	0	1
5805	1	10	28	0	22	5861	0	1
5806	1	42	9	0	16	3822	0	1
5807	1	7	30	0	18	4107	0	1
5808	1	17	24	0	24	6882	0	1
5809	1	46	10	0	14	3182	0	1
5810	1	13	33	0	12	2481	0	1
5811	1	30	29	0	12	2481	0	1
5812	1	18	25	0	14	3182	0	1
5813	1	15	32	0	14	3182	0	1
5814	1	41	11	0	18	4107	0	1
5815	1	32	15	0	24	6882	0	1
5816	1	40	13	0	20	4904	0	1
5817	1	47	1	0	22	5861	0	1
5818	1	6	27	0	14	3182	0	1
5819	1	43	7	0	18	4107	0	1
5820	1	50	17	0	14	3182	0	1
5821	1	48	19	0	14	3182	0	1
5822	1	19	26	0	22	5861	0	1
5823	1	31	4	0	12	2481	0	1
5824	1	33	12	0	24	6882	0	1
5825	1	49	3	0	10	1980	0	1
5826	1	5	21	0	10	1980	0	1
5827	1	11	22	0	8	1764	0	1
5828	1	12	31	0	8	1764	0	1
5829	1	16	23	0	8	1764	0	1
5830	1	44	14	0	8	1764	0	1
5831	1	45	6	0	6	1287	0	1
5832	1	34	16	0	14	3182	0	1
5833	1	35	18	0	20	4904	0	1
5834	1	36	5	0	26	7708	0	1
5835	1	38	8	0	22	5861	0	1
5836	1	39	2	0	24	6882	0	1
5837	1	37	20	0	24	6882	0	1
5905	1	10	28	0	22	5861	0	1
5906	1	42	9	0	16	3822	0	1
5907	1	7	30	0	18	4107	0	1
5908	1	17	24	0	24	6882	0	1
5909	1	46	10	0	14	3182	0	1
5910	1	13	33	0	12	2481	0	1
5911	1	30	29	0	12	2481	0	1
5912	1	18	25	0	14	3182	0	1
5913	1	15	32	0	14	3182	0	1
5914	1	41	11	0	18	4107	0	1
5915	1	32	15	0	24	6882	0	1
5916	1	40	13	0	20	4904	0	1
5917	1	47	1	0	22	5861	0	1
5918	1	6	27	0	14	3182	0	1
5919	1	43	7	0	18	4107	0	1
5920	1	50	17	0	14	3182	0	1
5921	1	48	19	0	14	3182	0	1
5922	1	19	26	0	22	5861	0	1
5923	1	31	4	0	12	2481	0	1
5924	1	33	12	0	24	6882	0	1
5925	1	49	3	0	10	1980	0	1
5926	1	5	21	0	10	1980	0	1
5927	1	11	22	0	8	1764	0	1
5928	1	12	31	0	8	1764	0	1
5929	1	16	23	0	8	1764	0	1
5930	1	44	14	0	8	1764	0	1
5931	1	45	6	0	6	1287	0	1
5932	1	34	16	0	14	3182	0	1
5933	1	35	18	0	20	4904	0	1
5934	1	36	5	0	26	7708	0	1
5935	1	38	8	0	22	5861	0	1
5936	1	39	2	0	24	6882	0	1
5937	1	37	20	0	24	6882	0	1
5938	1	33	12	0	24	6882	0	1
5939	1	34	16	0	14	3182	0	1
5940	1	35	18	0	20	4904	0	1
5941	1	36	5	0	26	7708	0	1
5942	1	38	8	0	22	5861	0	1
5943	1	39	2	0	24	6882	0	1
6005	1	42	9	0	16	3822	0	1
6006	1	7	30	0	18	4107	0	1
6007	1	17	24	0	24	6882	0	1
6008	1	46	10	0	14	3182	0	1
6009	1	13	33	0	12	2481	0	1
6010	1	30	29	0	12	2481	0	1
6011	1	18	25	0	14	3182	0	1
6012	1	15	32	0	14	3182	0	1
6013	1	41	11	0	18	4107	0	1
6014	1	32	15	0	24	6882	0	1
6015	1	40	13	0	20	4904	0	1
6016	1	47	1	0	22	5861	0	1
6017	1	6	27	0	14	3182	0	1
6018	1	43	7	0	18	4107	0	1
6019	1	50	17	0	14	3182	0	1
6020	1	19	26	0	22	5861	0	1
6021	1	48	19	0	14	3182	0	1
6022	1	10	28	0	20	4904	0	1
6023	1	31	4	0	12	2481	0	1
6024	1	49	3	0	10	1980	0	1
6025	1	5	21	0	10	1980	0	1
6026	1	11	22	0	8	1764	0	1
6027	1	12	31	0	8	1764	0	1
6028	1	16	23	0	8	1764	0	1
6029	1	44	14	0	8	1764	0	1
6030	1	45	6	0	6	1287	0	1
6031	1	37	20	0	24	6882	0	1
6032	1	33	12	0	24	6882	0	1
6033	1	34	16	0	14	3182	0	1
6034	1	35	18	0	20	4904	0	1
6035	1	36	5	0	26	7708	0	1
6036	1	38	8	0	22	5861	0	1
6037	1	39	2	0	24	6882	0	1
6038	1	34	16	0	14	3182	0	1
6039	1	35	18	0	20	4904	0	1
6040	1	36	5	0	26	7708	0	1
6105	1	42	9	0	16	3822	0	1
6106	1	7	30	0	18	4107	0	1
6107	1	17	24	0	24	6882	0	1
6108	1	46	10	0	14	3182	0	1
6109	1	13	33	0	12	2481	0	1
6110	1	30	29	0	12	2481	0	1
6111	1	18	25	0	14	3182	0	1
6112	1	15	32	0	14	3182	0	1
6113	1	41	11	0	18	4107	0	1
6114	1	32	15	0	24	6882	0	1
6115	1	40	13	0	20	4904	0	1
6116	1	47	1	0	22	5861	0	1
6117	1	6	27	0	14	3182	0	1
6118	1	43	7	0	18	4107	0	1
6119	1	50	17	0	14	3182	0	1
6120	1	19	26	0	22	5861	0	1
6121	1	48	19	0	14	3182	0	1
6122	1	10	28	0	20	4904	0	1
6123	1	31	4	0	12	2481	0	1
6124	1	49	3	0	10	1980	0	1
6125	1	5	21	0	10	1980	0	1
6126	1	11	22	0	8	1764	0	1
6127	1	12	31	0	8	1764	0	1
6128	1	16	23	0	8	1764	0	1
6129	1	44	14	0	8	1764	0	1
6130	1	45	6	0	6	1287	0	1
6131	1	37	20	0	24	6882	0	1
6132	1	33	12	0	24	6882	0	1
6133	1	38	8	0	22	5861	0	1
6134	1	39	2	0	24	6882	0	1
6135	1	34	16	0	14	3182	0	1
6136	1	35	18	0	20	4904	0	1
6137	1	36	5	0	26	7708	0	1
6138	1	35	18	0	20	4904	0	1
6205	1	42	9	0	16	3822	0	1
6206	1	7	30	0	18	4107	0	1
6207	1	17	24	0	24	6882	0	1
6208	1	46	10	0	14	3182	0	1
6209	1	13	33	0	12	2481	0	1
6210	1	30	29	0	12	2481	0	1
6211	1	18	25	0	14	3182	0	1
6212	1	15	32	0	14	3182	0	1
6213	1	41	11	0	18	4107	0	1
6214	1	32	15	0	24	6882	0	1
6215	1	40	13	0	20	4904	0	1
6216	1	47	1	0	22	5861	0	1
6217	1	6	27	0	14	3182	0	1
6218	1	43	7	0	18	4107	0	1
6219	1	19	26	0	22	5861	0	1
6220	1	50	17	0	14	3182	0	1
6221	1	48	19	0	14	3182	0	1
6222	1	10	28	0	20	4904	0	1
6223	1	31	4	0	12	2481	0	1
6224	1	49	3	0	10	1980	0	1
6225	1	5	21	0	10	1980	0	1
6226	1	11	22	0	8	1764	0	1
6227	1	12	31	0	8	1764	0	1
6228	1	16	23	0	8	1764	0	1
6229	1	44	14	0	8	1764	0	1
6230	1	45	6	0	6	1287	0	1
6231	1	37	20	0	24	6882	0	1
6232	1	33	12	0	24	6882	0	1
6233	1	38	8	0	22	5861	0	1
6234	1	36	5	0	28	9422	0	1
6235	1	39	2	0	24	6882	0	1
6236	1	34	16	0	14	3182	0	1
6237	1	35	18	0	20	4904	0	1
6238	1	39	2	0	24	6882	0	1
6305	1	7	30	0	18	4107	0	1
6306	1	17	24	0	24	6882	0	1
6307	1	46	10	0	14	3182	0	1
6308	1	13	33	0	12	2481	0	1
6309	1	30	29	0	12	2481	0	1
6310	1	18	25	0	14	3182	0	1
6311	1	15	32	0	14	3182	0	1
6312	1	41	11	0	18	4107	0	1
6313	1	32	15	0	24	6882	0	1
6314	1	40	13	0	20	4904	0	1
6315	1	47	1	0	22	5861	0	1
6316	1	6	27	0	14	3182	0	1
6317	1	43	7	0	18	4107	0	1
6318	1	19	26	0	22	5861	0	1
6319	1	50	17	0	14	3182	0	1
6320	1	48	19	0	14	3182	0	1
6321	1	10	28	0	20	4904	0	1
6322	1	42	9	0	14	3182	0	1
6323	1	31	4	0	12	2481	0	1
6324	1	49	3	0	10	1980	0	1
6325	1	5	21	0	10	1980	0	1
6326	1	11	22	0	8	1764	0	1
6327	1	12	31	0	8	1764	0	1
6328	1	16	23	0	8	1764	0	1
6329	1	44	14	0	8	1764	0	1
6330	1	37	20	0	24	6882	0	1
