% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
2606	1	15	32	0	14	3182	0	1
2607	1	10	28	0	22	5861	0	1
2608	1	12	31	0	8	1764	0	1
2609	1	30	29	0	10	1980	0	1
2610	1	18	25	0	12	2481	0	1
2611	1	17	24	0	24	6882	0	1
2612	1	5	21	0	14	3182	0	1
2613	1	42	9	0	16	3822	0	1
2614	1	41	11	0	18	4107	0	1
2615	1	32	15	0	24	6882	0	1
2616	1	16	23	0	8	1764	0	1
2617	1	19	26	0	24	6882	0	1
2618	1	40	13	0	20	4904	0	1
2619	1	6	27	0	14	3182	0	1
2620	1	43	7	0	18	4107	0	1
2621	1	50	17	0	14	3182	0	1
2622	1	48	19	0	14	3182	0	1
2623	1	31	4	0	12	2481	0	1
2624	1	46	10	0	12	2481	0	1
2625	1	49	3	0	10	1980	0	1
2626	1	47	1	0	26	7708	0	1
2627	1	44	14	0	6	1287	0	1
2628	1	11	22	0	6	1287	0	1
2629	1	45	6	0	6	1287	0	1
2630	1	33	12	0	26	7708	0	1
2631	1	34	16	0	14	3182	0	1
2632	1	35	18	0	20	4904	0	1
2633	1	36	5	0	26	7708	0	1
2634	1	39	2	0	28	9422	0	1
2635	1	37	20	0	28	9422	0	1
2636	1	38	8	0	22	5861	0	1
2637	1	34	16	0	14	3182	0	1
2638	1	35	18	0	20	4904	0	1
2639	1	36	5	0	26	7708	0	1
2640	1	37	20	0	28	9422	0	1
2705	1	7	30	0	14	3182	0	1
2706	1	15	32	0	14	3182	0	1
2707	1	10	28	0	22	5861	0	1
2708	1	30	29	0	10	1980	0	1
2709	1	44	14	0	8	1764	0	1
2710	1	12	31	0	8	1764	0	1
2711	1	18	25	0	12	2481	0	1
2712	1	17	24	0	24	6882	0	1
2713	1	42	9	0	16	3822	0	1
2714	1	5	21	0	14	3182	0	1
2715	1	41	11	0	18	4107	0	1
2716	1	32	15	0	24	6882	0	1
2717	1	19	26	0	24	6882	0	1
2718	1	40	13	0	20	4904	0	1
2719	1	16	23	0	8	1764	0	1
2720	1	6	27	0	14	3182	0	1
2721	1	43	7	0	18	4107	0	1
2722	1	50	17	0	14	3182	0	1
2723	1	48	19	0	14	3182	0	1
2724	1	31	4	0	12	2481	0	1
2725	1	46	10	0	12	2481	0	1
2726	1	49	3	0	10	1980	0	1
2727	1	47	1	0	26	7708	0	1
2728	1	11	22	0	6	1287	0	1
2729	1	45	6	0	6	1287	0	1
2730	1	33	12	0	26	7708	0	1
2731	1	39	2	0	28	9422	0	1
2732	1	38	8	0	22	5861	0	1
2733	1	34	16	0	14	3182	0	1
2734	1	35	18	0	20	4904	0	1
2735	1	36	5	0	26	7708	0	1
2736	1	37	20	0	28	9422	0	1
2737	1	39	2	0	28	9422	0	1
2738	1	38	8	0	22	5861	0	1
2739	1	35	18	0	20	4904	0	1
2740	1	36	5	0	26	7708	0	1
2741	1	37	20	0	28	9422	0	1
2805	1	7	30	0	14	3182	0	1
2806	1	15	32	0	14	3182	0	1
2807	1	10	28	0	22	5861	0	1
2808	1	44	14	0	8	1764	0	1
2809	1	30	29	0	10	1980	0	1
2810	1	18	25	0	12	2481	0	1
2811	1	42	9	0	16	3822	0	1
2812	1	17	24	0	24	6882	0	1
2813	1	12	31	0	8	1764	0	1
2814	1	5	21	0	14	3182	0	1
2815	1	41	11	0	18	4107	0	1
2816	1	32	15	0	24	6882	0	1
2817	1	19	26	0	24	6882	0	1
2818	1	40	13	0	20	4904	0	1
2819	1	6	27	0	14	3182	0	1
2820	1	43	7	0	18	4107	0	1
2821	1	16	23	0	8	1764	0	1
2822	1	50	17	0	14	3182	0	1
2823	1	48	19	0	14	3182	0	1
2824	1	31	4	0	12	2481	0	1
2825	1	46	10	0	12	2481	0	1
2826	1	49	3	0	10	1980	0	1
2827	1	11	22	0	6	1287	0	1
2828	1	45	6	0	6	1287	0	1
2829	1	33	12	0	26	7708	0	1
2830	1	47	1	0	24	6882	0	1
2831	1	34	16	0	14	3182	0	1
2832	1	39	2	0	28	9422	0	1
2833	1	38	8	0	22	5861	0	1
2834	1	35	18	0	20	4904	0	1
2835	1	36	5	0	26	7708	0	1
2836	1	37	20	0	28	9422	0	1
2837	1	34	16	0	14	3182	0	1
2838	1	39	2	0	28	9422	0	1
2839	1	38	8	0	22	5861	0	1
2840	1	35	18	0	20	4904	0	1
2841	1	36	5	0	26	7708	0	1
2842	1	37	20	0	28	9422	0	1
2905	1	7	30	0	14	3182	0	1
2906	1	10	28	0	22	5861	0	1
2907	1	15	32	0	14	3182	0	1
2908	1	30	29	0	10	1980	0	1
2909	1	42	9	0	16	3822	0	1
2910	1	44	14	0	8	1764	0	1
2911	1	18	25	0	12	2481	0	1
2912	1	17	24	0	24	6882	0	1
2913	1	5	21	0	14	3182	0	1
2914	1	12	31	0	8	1764	0	1
2915	1	41	11	0	18	4107	0	1
2916	1	32	15	0	24	6882	0	1
2917	1	19	26	0	24	6882	0	1
2918	1	40	13	0	20	4904	0	1
2919	1	6	27	0	14	3182	0	1
2920	1	43	7	0	18	4107	0	1
2921	1	50	17	0	14	3182	0	1
2922	1	48	19	0	14	3182	0	1
2923	1	16	23	0	8	1764	0	1
2924	1	31	4	0	12	2481	0	1
2925	1	46	10	0	12	2481	0	1
2926	1	49	3	0	10	1980	0	1
2927	1	11	22	0	6	1287	0	1
2928	1	33	12	0	26	7708	0	1
2929	1	45	6	0	6	1287	0	1
2930	1	47	1	0	24	6882	0	1
2931	1	34	16	0	14	3182	0	1
2932	1	39	2	0	28	9422	0	1
2933	1	38	8	0	22	5861	0	1
2934	1	35	18	0	20	4904	0	1
2935	1	36	5	0	26	7708	0	1
2936	1	37	20	0	28	9422	0	1
2937	1	34	16	0	14	3182	0	1
2938	1	39	2	0	28	9422	0	1
2939	1	38	8	0	22	5861	0	1
2940	1	35	18	0	20	4904	0	1
2941	1	37	20	0	28	9422	0	1
2942	1	36	5	0	26	7708	0	1
3005	1	18	25	0	14	3182	0	1
3006	1	7	30	0	14	3182	0	1
3007	1	10	28	0	22	5861	0	1
3008	1	15	32	0	14	3182	0	1
3009	1	42	9	0	16	3822	0	1
3010	1	30	29	0	10	1980	0	1
3011	1	44	14	0	8	1764	0	1
3012	1	17	24	0	24	6882	0	1
3013	1	5	21	0	14	3182	0	1
3014	1	41	11	0	18	4107	0	1
3015	1	12	31	0	8	1764	0	1
3016	1	32	15	0	24	6882	0	1
3017	1	19	26	0	24	6882	0	1
3018	1	40	13	0	20	4904	0	1
3019	1	6	27	0	14	3182	0	1
3020	1	43	7	0	18	4107	0	1
3021	1	50	17	0	14	3182	0	1
3022	1	48	19	0	14	3182	0	1
3023	1	31	4	0	12	2481	0	1
3024	1	16	23	0	8	1764	0	1
3025	1	46	10	0	12	2481	0	1
3026	1	49	3	0	10	1980	0	1
3027	1	33	12	0	26	7708	0	1
3028	1	11	22	0	6	1287	0	1
3029	1	47	1	0	24	6882	0	1
3030	1	45	6	0	6	1287	0	1
3031	1	34	16	0	14	3182	0	1
3032	1	39	2	0	28	9422	0	1
3033	1	38	8	0	22	5861	0	1
3034	1	35	18	0	20	4904	0	1
3035	1	37	20	0	28	9422	0	1
3036	1	36	5	0	26	7708	0	1
3037	1	34	16	0	14	3182	0	1
3038	1	39	2	0	28	9422	0	1
3039	1	38	8	0	22	5861	0	1
3040	1	35	18	0	20	4904	0	1
3041	1	37	20	0	28	9422	0	1
3042	1	36	5	0	26	7708	0	1
3105	1	18	25	0	14	3182	0	1
3106	1	10	28	0	22	5861	0	1
3107	1	7	30	0	14	3182	0	1
3108	1	15	32	0	14	3182	0	1
3109	1	42	9	0	16	3822	0	1
3110	1	30	29	0	10	1980	0	1
3111	1	17	24	0	24	6882	0	1
3112	1	5	21	0	14	3182	0	1
3113	1	44	14	0	8	1764	0	1
3114	1	41	11	0	18	4107	0	1
3115	1	32	15	0	24	6882	0	1
3116	1	19	26	0	24	6882	0	1
3117	1	12	31	0	8	1764	0	1
3118	1	40	13	0	20	4904	0	1
3119	1	6	27	0	14	3182	0	1
3120	1	43	7	0	18	4107	0	1
3121	1	50	17	0	14	3182	0	1
3122	1	48	19	0	14	3182	0	1
3123	1	31	4	0	12	2481	0	1
3124	1	46	10	0	12	2481	0	1
3125	1	16	23	0	8	1764	0	1
3126	1	49	3	0	10	1980	0	1
3127	1	33	12	0	26	7708	0	1
3128	1	47	1	0	24	6882	0	1
3129	1	11	22	0	6	1287	0	1
3130	1	45	6	0	6	1287	0	1
3131	1	34	16	0	14	3182	0	1
3132	1	39	2	0	28	9422	0	1
3133	1	38	8	0	22	5861	0	1
3134	1	35	18	0	20	4904	0	1
3135	1	37	20	0	28	9422	0	1
3136	1	36	5	0	26	7708	0	1
3137	1	34	16	0	14	3182	0	1
3205	1	18	25	0	14	3182	0	1
3206	1	10	28	0	22	5861	0	1
3207	1	7	30	0	14	3182	0	1
3208	1	42	9	0	16	3822	0	1
3209	1	15	32	0	14	3182	0	1
3210	1	30	29	0	10	1980	0	1
3211	1	17	24	0	24	6882	0	1
3212	1	5	21	0	14	3182	0	1
3213	1	41	11	0	18	4107	0	1
3214	1	44	14	0	8	1764	0	1
3215	1	32	15	0	24	6882	0	1
3216	1	19	26	0	24	6882	0	1
3217	1	40	13	0	20	4904	0	1
3218	1	6	27	0	14	3182	0	1
3219	1	12	31	0	8	1764	0	1
3220	1	43	7	0	18	4107	0	1
3221	1	50	17	0	14	3182	0	1
3222	1	48	19	0	14	3182	0	1
3223	1	31	4	0	12	2481	0	1
3224	1	46	10	0	12	2481	0	1
3225	1	49	3	0	10	1980	0	1
3226	1	16	23	0	8	1764	0	1
3227	1	47	1	0	24	6882	0	1
3228	1	11	22	0	6	1287	0	1
3229	1	45	6	0	6	1287	0	1
3230	1	33	12	0	24	6882	0	1
3231	1	39	2	0	28	9422	0	1
3232	1	38	8	0	22	5861	0	1
3233	1	35	18	0	20	4904	0	1
3234	1	37	20	0	28	9422	0	1
3235	1	36	5	0	26	7708	0	1
3236	1	34	16	0	14	3182	0	1
3237	1	39	2	0	28	9422	0	1
3238	1	38	8	0	22	5861	0	1
3239	1	35	18	0	20	4904	0	1
3240	1	37	20	0	28	9422	0	1
3241	1	36	5	0	26	7708	0	1
3242	1	34	16	0	14	3182	0	1
3305	1	18	25	0	14	3182	0	1
3306	1	10	28	0	22	5861	0	1
3307	1	42	9	0	16	3822	0	1
3308	1	7	30	0	14	3182	0	1
3309	1	15	32	0	14	3182	0	1
3310	1	30	29	0	10	1980	0	1
3311	1	17	24	0	24	6882	0	1
3312	1	5	21	0	14	3182	0	1
3313	1	41	11	0	18	4107	0	1
3314	1	32	15	0	24	6882	0	1
3315	1	44	14	0	8	1764	0	1
3316	1	19	26	0	24	6882	0	1
3317	1	40	13	0	20	4904	0	1
3318	1	6	27	0	14	3182	0	1
3319	1	43	7	0	18	4107	0	1
3320	1	50	17	0	14	3182	0	1
3321	1	12	31	0	8	1764	0	1
3322	1	48	19	0	14	3182	0	1
3323	1	31	4	0	12	2481	0	1
3324	1	46	10	0	12	2481	0	1
3325	1	49	3	0	10	1980	0	1
3326	1	47	1	0	24	6882	0	1
3327	1	16	23	0	8	1764	0	1
3328	1	11	22	0	6	1287	0	1
3329	1	45	6	0	6	1287	0	1
3330	1	33	12	0	24	6882	0	1
3331	1	39	2	0	28	9422	0	1
3332	1	38	8	0	22	5861	0	1
3333	1	35	18	0	20	4904	0	1
3334	1	37	20	0	28	9422	0	1
3335	1	36	5	0	26	7708	0	1
3336	1	34	16	0	14	3182	0	1
3337	1	39	2	0	28	9422	0	1
3338	1	38	8	0	22	5861	0	1
3339	1	35	18	0	20	4904	0	1
3340	1	37	20	0	28	9422	0	1
3341	1	36	5	0	26	7708	0	1
3342	1	34	16	0	14	3182	0	1
3405	1	18	25	0	14	3182	0	1
3406	1	10	28	0	22	5861	0	1
3407	1	42	9	0	16	3822	0	1
3408	1	7	30	0	14	3182	0	1
3409	1	15	32	0	14	3182	0	1
3410	1	30	29	0	10	1980	0	1
3411	1	17	24	0	24	6882	0	1
3412	1	5	21	0	14	3182	0	1
3413	1	41	11	0	18	4107	0	1
3414	1	32	15	0	24	6882	0	1
3415	1	19	26	0	24	6882	0	1
3416	1	40	13	0	20	4904	0	1
3417	1	44	14	0	8	1764	0	1
3418	1	6	27	0	14	3182	0	1
3419	1	43	7	0	18	4107	0	1
3420	1	50	17	0	14	3182	0	1
3421	1	48	19	0	14	3182	0	1
3422	1	12	31	0	8	1764	0	1
3423	1	31	4	0	12	2481	0	1
3424	1	46	10	0	12	2481	0	1
3425	1	49	3	0	10	1980	0	1
3426	1	47	1	0	24	6882	0	1
3427	1	16	23	0	8	1764	0	1
3428	1	11	22	0	6	1287	0	1
3429	1	33	12	0	24	6882	0	1
3430	1	45	6	0	6	1287	0	1
3431	1	39	2	0	28	9422	0	1
3432	1	38	8	0	22	5861	0	1
3433	1	35	18	0	20	4904	0	1
3434	1	36	5	0	26	7708	0	1
3435	1	34	16	0	14	3182	0	1
3436	1	37	20	0	26	7708	0	1
3437	1	33	12	0	24	6882	0	1
3438	1	35	18	0	20	4904	0	1
3439	1	36	5	0	26	7708	0	1
3440	1	34	16	0	14	3182	0	1
3441	1	37	20	0	26	7708	0	1
3505	1	30	29	0	12	2481	0	1
3506	1	10	28	0	22	5861	0	1
3507	1	18	25	0	14	3182	0	1
3508	1	42	9	0	16	3822	0	1
3509	1	7	30	0	14	3182	0	1
3510	1	15	32	0	14	3182	0	1
3511	1	17	24	0	24	6882	0	1
3512	1	41	11	0	18	4107	0	1
3513	1	32	15	0	24	6882	0	1
3514	1	19	26	0	24	6882	0	1
3515	1	40	13	0	20	4904	0	1
3516	1	6	27	0	14	3182	0	1
3517	1	43	7	0	18	4107	0	1
3518	1	44	14	0	8	1764	0	1
3519	1	50	17	0	14	3182	0	1
3520	1	48	19	0	14	3182	0	1
3521	1	31	4	0	12	2481	0	1
3522	1	46	10	0	12	2481	0	1
3523	1	12	31	0	8	1764	0	1
3524	1	49	3	0	10	1980	0	1
3525	1	47	1	0	24	6882	0	1
3526	1	16	23	0	8	1764	0	1
3527	1	11	22	0	6	1287	0	1
3528	1	45	6	0	6	1287	0	1
3529	1	5	21	0	12	2481	0	1
3530	1	39	2	0	28	9422	0	1
3531	1	38	8	0	22	5861	0	1
3532	1	33	12	0	24	6882	0	1
3533	1	35	18	0	20	4904	0	1
3534	1	36	5	0	26	7708	0	1
3535	1	34	16	0	14	3182	0	1
3536	1	37	20	0	26	7708	0	1
3537	1	39	2	0	28	9422	0	1
3538	1	38	8	0	22	5861	0	1
3539	1	35	18	0	20	4904	0	1
3540	1	36	5	0	26	7708	0	1
3541	1	37	20	0	26	7708	0	1
3605	1	13	33	0	12	2481	0	1
3606	1	30	29	0	12	2481	0	1
3607	1	11	22	0	8	1764	0	1
3608	1	10	28	0	22	5861	0	1
3609	1	42	9	0	16	3822	0	1
3610	1	18	25	0	14	3182	0	1
3611	1	7	30	0	14	3182	0	1
3612	1	15	32	0	14	3182	0	1
3613	1	17	24	0	24	6882	0	1
3614	1	41	11	0	18	4107	0	1
3615	1	32	15	0	24	6882	0	1
3616	1	19	26	0	24	6882	0	1
3617	1	40	13	0	20	4904	0	1
3618	1	6	27	0	14	3182	0	1
3619	1	43	7	0	18	4107	0	1
3620	1	50	17	0	14	3182	0	1
3621	1	48	19	0	14	3182	0	1
3622	1	44	14	0	8	1764	0	1
3623	1	31	4	0	12	2481	0	1
3624	1	46	10	0	12	2481	0	1
3625	1	49	3	0	10	1980	0	1
3626	1	12	31	0	8	1764	0	1
3627	1	47	1	0	24	6882	0	1
3628	1	16	23	0	8	1764	0	1
3629	1	45	6	0	6	1287	0	1
3630	1	5	21	0	12	2481	0	1
3631	1	33	12	0	24	6882	0	1
3632	1	34	16	0	14	3182	0	1
3633	1	39	2	0	28	9422	0	1
3634	1	38	8	0	22	5861	0	1
3635	1	35	18	0	20	4904	0	1
3636	1	36	5	0	26	7708	0	1
3637	1	37	20	0	26	7708	0	1
3638	1	39	2	0	28	9422	0	1
3639	1	38	8	0	22	5861	0	1
3640	1	36	5	0	26	7708	0	1
3705	1	13	33	0	12	2481	0	1
3706	1	7	30	0	16	3822	0	1
3707	1	30	29	0	12	2481	0	1
3708	1	10	28	0	22	5861	0	1
3709	1	11	22	0	8	1764	0	1
3710	1	42	9	0	16	3822	0	1
3711	1	18	25	0	14	3182	0	1
3712	1	15	32	0	14	3182	0	1
3713	1	17	24	0	24	6882	0	1
3714	1	41	11	0	18	4107	0	1
3715	1	32	15	0	24	6882	0	1
3716	1	19	26	0	24	6882	0	1
3717	1	40	13	0	20	4904	0	1
3718	1	6	27	0	14	3182	0	1
3719	1	43	7	0	18	4107	0	1
3720	1	50	17	0	14	3182	0	1
3721	1	48	19	0	14	3182	0	1
3722	1	31	4	0	12	2481	0	1
3723	1	44	14	0	8	1764	0	1
3724	1	46	10	0	12	2481	0	1
3725	1	49	3	0	10	1980	0	1
3726	1	47	1	0	24	6882	0	1
3727	1	12	31	0	8	1764	0	1
3728	1	16	23	0	8	1764	0	1
3729	1	5	21	0	12	2481	0	1
3730	1	45	6	0	6	1287	0	1
3731	1	33	12	0	24	6882	0	1
3732	1	34	16	0	14	3182	0	1
3733	1	35	18	0	20	4904	0	1
3734	1	37	20	0	26	7708	0	1
3735	1	39	2	0	28	9422	0	1
3736	1	38	8	0	22	5861	0	1
3737	1	36	5	0	26	7708	0	1
3738	1	34	16	0	14	3182	0	1
3739	1	35	18	0	20	4904	0	1
3740	1	37	20	0	26	7708	0	1
3741	1	39	2	0	28	9422	0	1
3742	1	38	8	0	22	5861	0	1
3805	1	13	33	0	12	2481	0	1
3806	1	7	30	0	16	3822	0	1
3807	1	30	29	0	12	2481	0	1
3808	1	10	28	0	22	5861	0	1
3809	1	42	9	0	16	3822	0	1
3810	1	18	25	0	14	3182	0	1
3811	1	11	22	0	8	1764	0	1
3812	1	15	32	0	14	3182	0	1
3813	1	17	24	0	24	6882	0	1
3814	1	41	11	0	18	4107	0	1
3815	1	32	15	0	24	6882	0	1
3816	1	19	26	0	24	6882	0	1
3817	1	40	13	0	20	4904	0	1
3818	1	6	27	0	14	3182	0	1
3819	1	43	7	0	18	4107	0	1
3820	1	50	17	0	14	3182	0	1
3821	1	48	19	0	14	3182	0	1
3822	1	31	4	0	12	2481	0	1
3823	1	46	10	0	12	2481	0	1
3824	1	44	14	0	8	1764	0	1
3825	1	49	3	0	10	1980	0	1
3826	1	47	1	0	24	6882	0	1
3827	1	12	31	0	8	1764	0	1
3828	1	5	21	0	12	2481	0	1
3829	1	16	23	0	8	1764	0	1
3830	1	45	6	0	6	1287	0	1
3831	1	33	12	0	24	6882	0	1
3832	1	36	5	0	26	7708	0	1
3833	1	34	16	0	14	3182	0	1
3834	1	35	18	0	20	4904	0	1
3835	1	37	20	0	26	7708	0	1
3836	1	38	8	0	22	5861	0	1
3837	1	39	2	0	26	7708	0	1
3905	1	13	33	0	12	2481	0	1
3906	1	7	30	0	16	3822	0	1
3907	1	10	28	0	22	5861	0	1
3908	1	30	29	0	12	2481	0	1
3909	1	42	9	0	16	3822	0	1
3910	1	18	25	0	14	3182	0	1
3911	1	15	32	0	14	3182	0	1
3912	1	11	22	0	8	1764	0	1
3913	1	17	24	0	24	6882	0	1
3914	1	41	11	0	18	4107	0	1
3915	1	32	15	0	24	6882	0	1
3916	1	19	26	0	24	6882	0	1
3917	1	40	13	0	20	4904	0	1
3918	1	6	27	0	14	3182	0	1
3919	1	43	7	0	18	4107	0	1
3920	1	50	17	0	14	3182	0	1
3921	1	48	19	0	14	3182	0	1
3922	1	31	4	0	12	2481	0	1
3923	1	46	10	0	12	2481	0	1
3924	1	49	3	0	10	1980	0	1
3925	1	47	1	0	24	6882	0	1
3926	1	44	14	0	8	1764	0	1
3927	1	5	21	0	12	2481	0	1
3928	1	12	31	0	8	1764	0	1
3929	1	16	23	0	8	1764	0	1
3930	1	33	12	0	24	6882	0	1
3931	1	45	6	0	6	1287	0	1
3932	1	36	5	0	26	7708	0	1
3933	1	34	16	0	14	3182	0	1
3934	1	35	18	0	20	4904	0	1
3935	1	37	20	0	26	7708	0	1
3936	1	38	8	0	22	5861	0	1
3937	1	39	2	0	26	7708	0	1
3938	1	37	20	0	26	7708	0	1
3939	1	38	8	0	22	5861	0	1
4005	1	7	30	0	16	3822	0	1
4006	1	13	33	0	12	2481	0	1
4007	1	10	28	0	22	5861	0	1
4008	1	42	9	0	16	3822	0	1
4009	1	30	29	0	12	2481	0	1
4010	1	18	25	0	14	3182	0	1
4011	1	15	32	0	14	3182	0	1
4012	1	17	24	0	24	6882	0	1
4013	1	41	11	0	18	4107	0	1
4014	1	11	22	0	8	1764	0	1
4015	1	32	15	0	24	6882	0	1
4016	1	19	26	0	24	6882	0	1
4017	1	40	13	0	20	4904	0	1
4018	1	6	27	0	14	3182	0	1
4019	1	43	7	0	18	4107	0	1
4020	1	50	17	0	14	3182	0	1
4021	1	48	19	0	14	3182	0	1
4022	1	31	4	0	12	2481	0	1
4023	1	46	10	0	12	2481	0	1
4024	1	49	3	0	10	1980	0	1
4025	1	5	21	0	12	2481	0	1
4026	1	44	14	0	8	1764	0	1
4027	1	12	31	0	8	1764	0	1
4028	1	33	12	0	24	6882	0	1
4029	1	16	23	0	8	1764	0	1
4030	1	45	6	0	6	1287	0	1
4031	1	36	5	0	26	7708	0	1
4032	1	47	1	0	22	5861	0	1
4033	1	34	16	0	14	3182	0	1
4034	1	35	18	0	20	4904	0	1
4035	1	39	2	0	26	7708	0	1
4036	1	37	20	0	26	7708	0	1
4037	1	38	8	0	22	5861	0	1
4038	1	39	2	0	26	7708	0	1
4105	1	7	30	0	16	3822	0	1
4106	1	13	33	0	12	2481	0	1
4107	1	10	28	0	22	5861	0	1
4108	1	42	9	0	16	3822	0	1
4109	1	30	29	0	12	2481	0	1
4110	1	18	25	0	14	3182	0	1
4111	1	15	32	0	14	3182	0	1
4112	1	17	24	0	24	6882	0	1
4113	1	41	11	0	18	4107	0	1
4114	1	32	15	0	24	6882	0	1
4115	1	11	22	0	8	1764	0	1
4116	1	19	26	0	24	6882	0	1
4117	1	40	13	0	20	4904	0	1
4118	1	6	27	0	14	3182	0	1
4119	1	43	7	0	18	4107	0	1
4120	1	50	17	0	14	3182	0	1
4121	1	48	19	0	14	3182	0	1
4122	1	31	4	0	12	2481	0	1
4123	1	46	10	0	12	2481	0	1
4124	1	49	3	0	10	1980	0	1
4125	1	5	21	0	12	2481	0	1
4126	1	44	14	0	8	1764	0	1
4127	1	33	12	0	24	6882	0	1
4128	1	12	31	0	8	1764	0	1
4129	1	16	23	0	8	1764	0	1
4130	1	36	5	0	26	7708	0	1
4131	1	47	1	0	22	5861	0	1
4132	1	34	16	0	14	3182	0	1
4133	1	35	18	0	20	4904	0	1
4134	1	38	8	0	22	5861	0	1
4135	1	37	20	0	24	6882	0	1
4136	1	45	6	0	4	903	0	1
4137	1	39	2	0	26	7708	0	1
4138	1	34	16	0	14	3182	0	1
4139	1	38	8	0	22	5861	0	1
4140	1	37	20	0	24	6882	0	1
4141	1	45	6	0	4	903	0	1
4205	1	7	30	0	16	3822	0	1
4206	1	10	28	0	22	5861	0	1
4207	1	13	33	0	12	2481	0	1
4208	1	42	9	0	16	3822	0	1
4209	1	30	29	0	12	2481	0	1
4210	1	18	25	0	14	3182	0	1
4211	1	15	32	0	14	3182	0	1
4212	1	17	24	0	24	6882	0	1
4213	1	41	11	0	18	4107	0	1
4214	1	32	15	0	24	6882	0	1
4215	1	19	26	0	24	6882	0	1
4216	1	40	13	0	20	4904	0	1
4217	1	11	22	0	8	1764	0	1
4218	1	6	27	0	14	3182	0	1
4219	1	43	7	0	18	4107	0	1
4220	1	50	17	0	14	3182	0	1
4221	1	48	19	0	14	3182	0	1
4222	1	31	4	0	12	2481	0	1
4223	1	46	10	0	12	2481	0	1
4224	1	49	3	0	10	1980	0	1
4225	1	5	21	0	12	2481	0	1
4226	1	33	12	0	24	6882	0	1
4227	1	44	14	0	8	1764	0	1
4228	1	12	31	0	8	1764	0	1
4229	1	47	1	0	22	5861	0	1
4230	1	36	5	0	26	7708	0	1
4231	1	16	23	0	8	1764	0	1
4232	1	35	18	0	20	4904	0	1
4233	1	39	2	0	26	7708	0	1
4234	1	34	16	0	14	3182	0	1
4235	1	38	8	0	22	5861	0	1
4236	1	37	20	0	24	6882	0	1
4237	1	45	6	0	4	903	0	1
4238	1	36	5	0	26	7708	0	1
4239	1	35	18	0	20	4904	0	1
4240	1	39	2	0	26	7708	0	1
4241	1	34	16	0	14	3182	0	1
4242	1	38	8	0	22	5861	0	1
4243	1	37	20	0	24	6882	0	1
4244	1	45	6	0	4	903	0	1
4305	1	46	10	0	14	3182	0	1
4306	1	7	30	0	16	3822	0	1
4307	1	10	28	0	22	5861	0	1
4308	1	42	9	0	16	3822	0	1
4309	1	13	33	0	12	2481	0	1
4310	1	30	29	0	12	2481	0	1
4311	1	18	25	0	14	3182	0	1
4312	1	15	32	0	14	3182	0	1
4313	1	17	24	0	24	6882	0	1
4314	1	41	11	0	18	4107	0	1
4315	1	32	15	0	24	6882	0	1
4316	1	19	26	0	24	6882	0	1
4317	1	40	13	0	20	4904	0	1
4318	1	6	27	0	14	3182	0	1
4319	1	43	7	0	18	4107	0	1
4320	1	11	22	0	8	1764	0	1
4321	1	50	17	0	14	3182	0	1
4322	1	48	19	0	14	3182	0	1
4323	1	31	4	0	12	2481	0	1
4324	1	49	3	0	10	1980	0	1
4325	1	5	21	0	12	2481	0	1
4326	1	33	12	0	24	6882	0	1
4327	1	47	1	0	22	5861	0	1
4328	1	44	14	0	8	1764	0	1
4329	1	12	31	0	8	1764	0	1
4330	1	16	23	0	8	1764	0	1
4331	1	35	18	0	20	4904	0	1
4332	1	39	2	0	26	7708	0	1
4333	1	36	5	0	24	6882	0	1
4334	1	34	16	0	14	3182	0	1
4335	1	38	8	0	22	5861	0	1
4336	1	37	20	0	24	6882	0	1
4337	1	45	6	0	4	903	0	1
4338	1	35	18	0	20	4904	0	1
4339	1	34	16	0	14	3182	0	1
4340	1	45	6	0	4	903	0	1
4405	1	46	10	0	14	3182	0	1
4406	1	7	30	0	16	3822	0	1
4407	1	10	28	0	22	5861	0	1
4408	1	42	9	0	16	3822	0	1
4409	1	13	33	0	12	2481	0	1
4410	1	30	29	0	12	2481	0	1
4411	1	18	25	0	14	3182	0	1
4412	1	15	32	0	14	3182	0	1
4413	1	17	24	0	24	6882	0	1
4414	1	41	11	0	18	4107	0	1
4415	1	32	15	0	24	6882	0	1
4416	1	19	26	0	24	6882	0	1
4417	1	40	13	0	20	4904	0	1
4418	1	6	27	0	14	3182	0	1
4419	1	43	7	0	18	4107	0	1
4420	1	50	17	0	14	3182	0	1
4421	1	48	19	0	14	3182	0	1
4422	1	11	22	0	8	1764	0	1
4423	1	31	4	0	12	2481	0	1
4424	1	49	3	0	10	1980	0	1
4425	1	5	21	0	12	2481	0	1
4426	1	47	1	0	22	5861	0	1
4427	1	44	14	0	8	1764	0	1
4428	1	12	31	0	8	1764	0	1
4429	1	16	23	0	8	1764	0	1
4430	1	33	12	0	22	5861	0	1
4431	1	39	2	0	26	7708	0	1
4432	1	36	5	0	24	6882	0	1
4433	1	38	8	0	22	5861	0	1
4434	1	37	20	0	24	6882	0	1
4435	1	35	18	0	20	4904	0	1
4436	1	34	16	0	14	3182	0	1
4437	1	45	6	0	4	903	0	1
4438	1	39	2	0	26	7708	0	1
4439	1	36	5	0	24	6882	0	1
4440	1	38	8	0	22	5861	0	1
4441	1	37	20	0	24	6882	0	1
4442	1	35	18	0	20	4904	0	1
4443	1	34	16	0	14	3182	0	1
4444	1	45	6	0	4	903	0	1
